,full name,state,Same State Loan Office,Different State Loan Office,State Liquidated Debt,Pierce Certificates,Total,SSLO Total,DSLO Total,SLD Total,PC Total
1147,['Elsey Everson'],NY,['Elsey Everson'],,,,2914.62,400.0,0.0,0.0,0.0
1148,['Elshe Jewell'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1149,['Ends Kelsey'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1150,['Eneas Munson'],CT,['Eneas Munson'],,['Eneas Munson'],['Eneas Munson'],22.44,819.5834,0.0,230.0,205.03
1151,['Enoch Armitage'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1152,['Enoch Edwards'],PA,,,['Enoch Edwards'],,2351.62,0.0,0.0,40.0,0.0
1153,['Enoch Leonard'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1154,['Enoch Long'],NH,,,,,600.0,0.0,0.0,0.0,0.0
1155,['Enoch Parsons'],CT,,,,,314.17,0.0,0.0,0.0,0.0
1156,['Enoch Parsons'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1157,['Enoch Perkins'],CT,,,,,54.16,0.0,0.0,0.0,0.0
1158,['Enoch Sage'],CT,['Enoch Sage'],,,,326.91,243.66941,0.0,0.0,0.0
1159,['Enoch Sawyer'],NH,['Enoch Sawyer'],['Enoch Sawyer'],,,1248.53,548.5333,23.133329999999997,0.0,0.0
1160,['Enoch Sprague'],RI,,,,,7.53,0.0,0.0,0.0,0.0
1161,['Enoch Titcomb'],NH,,"['Enoch Titcomb', 'Enoch Titcomb 3rd']",,,1000.0,0.0,3891.1974,0.0,0.0
1162,['Enoch Vreeland'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1163,['Enoch Vreeland'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1164,['Enos Hitchock'],RI,,,,,3072.91,0.0,0.0,0.0,0.0
1165,['Epentus Olney'],RI,,,,,385.42,0.0,0.0,0.0,0.0
1166,['Ephraim Blaine'],PA,['Ephraim Blaine'],,['Ephraim Blaine'],,2615.97,102715.39302,0.0,1635.6444444444444,0.0
1167,['Ephraim Bowen'],RI,,,,,180.37,0.0,0.0,0.0,0.0
1168,['Ephraim Browing'],RI,,,,,848.98,0.0,0.0,0.0,0.0
1169,['Ephraim Carpenter'],RI,,,,,88.0,0.0,0.0,0.0,0.0
1170,['Ephraim Hart'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1171,['Ephraim Lyon'],CT,['Ephraim Lyon'],,,,748.74,562.0875,0.0,0.0,0.0
1172,['Ephraim Marsh'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1173,['Ephraim Olden'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1174,['Ephraim Parish'],CT,,,,,6.79,0.0,0.0,0.0,0.0
1175,['Ephraim Piatt'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1176,['Ephraim Prescott'],NH,,,,['Ephraim Prescott'],1419.33,0.0,0.0,0.0,19.34
1177,['Ephraim Robbins'],CT,,,,['Ephraim Robbins'],80.6,0.0,0.0,0.0,24.58
1178,['Ephraim Starr'],CT,['Ephraim Starr'],,,,11393.62,8225.0361,0.0,0.0,0.0
1179,['Ephraim Wheaten'],RI,,,,,24.52,0.0,0.0,0.0,0.0
1180,['Ephram Hart'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1181,['Erastus Wolcott'],CT,,,,['Erastus Woolcott'],70.42,0.0,0.0,0.0,2480.0
1182,['Erkuries Beatty'],PA,,,,,2142.08,0.0,0.0,0.0,0.0
1183,['Ernst L'],PA,,,,,978.91,0.0,0.0,0.0,0.0
1184,['Esek Howell'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1185,['Esq John'],PA,,,,,18110.51,0.0,0.0,0.0,0.0
1186,['Esther Bishop'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1187,['Esther Philips'],CT,,,,,900.0,0.0,0.0,0.0,0.0
1188,['Esther Robbins'],CT,['Esther Robbins'],,,,346.83,45.875,0.0,0.0,0.0
1189,['Esther White'],PA,,,,,5798.49,0.0,0.0,0.0,0.0
1190,['Ethan Clarke'],RI,,,,,654.72,0.0,0.0,0.0,0.0
1191,['Eunice Lamb'],CT,['Eunice Lamb'],,,,17.76,17.76944,0.0,0.0,0.0
1192,"['Eunice Wadsworth', 'Betsey Wadsworth']",CT,['Eunice Wadsworth'],,,,269.22,269.2292,0.0,0.0,0.0
1193,['Evan R'],PA,,,,,54.44,0.0,0.0,0.0,0.0
1194,['Evert W Swart'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1195,['Ezekiel Carpenter'],RI,,,,,4.72,0.0,0.0,0.0,0.0
1196,['Ezekiel Cole'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1197,['Ezekiel Cowles'],CT,,,,,26.01,0.0,0.0,0.0,0.0
1198,['Ezekiel Hanie'],MD,,,,['Ezekiel Hanie'],3781.71,0.0,0.0,0.0,3713.24
1199,['Ezekiel Howell'],NJ,['Ezekiel Howell'],,,['Ezekiel Howell'],0.0,0.0,0.0,0.0,0.0
1200,['Ezekiel Howell'],PA,['Ezekiel Howell'],,,['Ezekiel Howell'],2284.17,17.48611,0.0,0.0,2666.15
1201,['Ezekiel John Dorsey'],MD,,,,,540.0,0.0,0.0,0.0,0.0
1202,['Ezekiel Whipple'],RI,,,,,124.74,0.0,0.0,0.0,0.0
1203,['Ezekiel Williams'],CT,['Ezekiel Williams'],,['Ezekiel Williams'],,941.02,120.2083,0.0,5.0,0.0
1204,['Ezra Dean'],RI,,,,,551.96,0.0,0.0,0.0,0.0
1205,['Ezra Green'],NH,['Ezra Green'],,,,89.67,22.81111,0.0,0.0,0.0
1206,['Ezra Waterman'],CT,['Ezra Waterman'],,,['Ezra Waterman'],301.53,300.0,0.0,0.0,77.66
1207,['F C H B Poellnitz'],SC,,,,,6595.59,0.0,0.0,0.0,0.0
1208,['F Hickman'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1209,['Fairfield 1st Society School'],CT,,,,,155.49,0.0,0.0,0.0,0.0
1210,['Felix Warley'],SC,,,,,4645.89,0.0,0.0,0.0,0.0
1211,['Flores Bancker'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1212,['Florian Charles Mey'],SC,,,,,580.92,0.0,0.0,0.0,0.0
1213,['Floride Peyre'],SC,,,,,94.56,0.0,0.0,0.0,0.0
1214,['Fontaine Maury'],VA,,,,,447.5,0.0,0.0,0.0,0.0
1215,['Forman Mount'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1216,['Forman Mount'],PA,,,,,982.7,0.0,0.0,0.0,0.0
1217,['Foster Maynard'],MD,,,,,72.22,0.0,0.0,0.0,0.0
1218,['Francis  Johnson'],PA,['Francis Johnson'],['Francis Johnson'],['Francis Johnston'],['Francis Johnston'],657.62,1698.547007,600.0,40.0,4672.23
1219,['Francis Baird'],PA,,,,,173.91,0.0,0.0,0.0,0.0
1220,['Francis Bassett'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1221,['Francis Brown'],CT,,,,['Francis Brown'],290.71,0.0,0.0,0.0,111.62
1222,['Francis Bussier'],NC,,,,,133.11,0.0,0.0,0.0,0.0
1223,['Francis C Dyer'],MD,,,,,332.5,0.0,0.0,0.0,0.0
1224,['Francis Charlton'],MD,,,,,43.33,0.0,0.0,0.0,0.0
1225,['Francis Charlton'],VA,,,,,10191.1,0.0,0.0,0.0,0.0
1226,['Francis Chase'],NH,['Francis Chase'],,,,506.45,268.06666,0.0,0.0,0.0
1227,['Francis Childs'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1228,['Francis Clifton'],PA,,,,,792.5,0.0,0.0,0.0,0.0
1229,['Francis Deakins'],MD,['Francis Deakins'],,,,2319.92,24.29583,0.0,0.0,0.0
1230,['Francis Deming'],CT,['Francis Deming'],,,,37.51,35.77222,0.0,0.0,0.0
1231,['Francis Hiam'],PA,,,,,503.1,0.0,0.0,0.0,0.0
1232,['Francis Hite'],VA,,,,,1110.25,0.0,0.0,0.0,0.0
1233,['Francis Ingraham'],PA,,,,,6210.3,0.0,0.0,0.0,0.0
1234,['Francis Ingraham'],SC,,,,,66.0,0.0,0.0,0.0,0.0
1235,['Francis Lee'],VA,['Francis Lee'],['Francis Lee'],,,383.03,240.27782,1769.5693999999999,0.0,0.0
1236,['Francis Lewis'],NY,,['Francis Lewis'],,,21878.72,0.0,1976.5416599999999,0.0,0.0
1237,['Francis Mains'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1238,['Francis Maiziere'],SC,,,,,75.0,0.0,0.0,0.0,0.0
1239,['Francis Peyton'],VA,,,,,334.72,0.0,0.0,0.0,0.0
1240,['Francis Riddlehurst'],VA,,,,,525.11,0.0,0.0,0.0,0.0
1241,['Francis Speake'],MD,['Francis Speake'],,,,474.99,700.0,0.0,0.0,0.0
1242,['Francis Van Dike'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1243,['Francis Walker'],VA,,,,['Francis Walker'],520.53,0.0,0.0,0.0,22.0
1244,['Francis Whiting'],VA,,,,['Francis Whiting'],2594.31,0.0,0.0,0.0,2536.6000000000004
1245,['Franklin Robins'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1246,['Frantz Jacob Foltz'],SC,,,,,1656.07,0.0,0.0,0.0,0.0
1247,['Franz Jacob Follz'],GA,,,,,38.149,0.0,0.0,0.0,0.0
1248,['Frederick Antis'],PA,['Frederick Antis'],,"['Fredrick Antis', 'Frederick Antis']",,3555.9,1062.5,0.0,84.45555555555555,0.0
1249,['Frederick Crary'],RI,,,,,0.0,0.0,0.0,0.0,0.0
1250,['Frederick Frelinghuysen'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1251,['Frederick Grammar'],MD,,,,,7013.19,0.0,0.0,0.0,0.0
1252,['Frederick Green'],MD,,,,,79.96,0.0,0.0,0.0,0.0
1253,['Frederick Kohne'],SC,,,,,411.43,0.0,0.0,0.0,0.0
1254,['Frederick Outgelt'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1255,['Frederick Shinkle'],PA,['Frederick Shinkle'],,,,2946.93,1394.41668,0.0,0.0,0.0
1256,['Frederick Van Dike'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1257,['Frederick Vernon'],PA,,,,['Fredrick Vernon'],4663.37,0.0,0.0,0.0,4663.24
1258,['Frederick W'],PA,,,,,0.0,0.0,0.0,0.0,0.0
1259,['Fredrick Fanning'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1260,['Fredrick Fisher'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1261,['Fredrick Fox'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1262,['Fredrick Jay'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1263,['Freeborn Brown'],MD,,,,,1847.51,0.0,0.0,0.0,0.0
1264,['Freeman Ward'],VA,,,,,161.89,0.0,0.0,0.0,0.0
1265,['French Strother'],VA,,,,,191.5,0.0,0.0,0.0,0.0
1266,['Gabriel Duvall'],MD,,,,,36.92,0.0,0.0,0.0,0.0
1267,['Gabriel Furman'],NY,,,['Gabriel Furman'],['Gabriel Furman'],4368.44,0.0,0.0,85.57777777777778,223.92
1268,['Gabriel Heister'],PA,['Gabriel Heister'],,['Gabriel Hester'],,2459.8,152.38888,0.0,92.0,0.0
1269,['Gabriel Jones'],VA,['Gabriel Jones'],['Gabriel Jones'],,,262.84,512.18327,50.975,0.0,0.0
1270,['Gabriel Maupin'],VA,,,,,117.0,0.0,0.0,0.0,0.0
1271,['Gardner William Mumford'],RI,,,,,600.13,0.0,0.0,0.0,0.0
1272,"['Gardner', 'Rodman']",NY,,,,,0.0,0.0,0.0,0.0,0.0
1273,['Garreet Merseilles'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1274,['Garret  Van Derveer'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1275,['Garret Covenhoven'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1276,['Garret Hendrickson'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1277,['Garret Hopper'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1278,"['Garret John', 'Lanzelott Minor']",VA,,['John Garret'],,['John Garret'],59.24,0.0,98.5,0.0,16.6
1279,['Garret Marselus'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1280,['Garret R Carretson'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1281,['Garret R Garretson'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1282,['Garret Schenk'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1283,['Garret T Fisher'],NY,,,,,185.21,0.0,0.0,0.0,0.0
1284,['Garret Van Dolah'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1285,['Garret Van Geisen'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1286,['Garret Wikoff'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1287,['Garrett Cottringer'],PA,,,,,553.33,0.0,0.0,0.0,0.0
1288,['Garrett Minor'],VA,,,,,28.56,0.0,0.0,0.0,0.0
1289,['Garrit Lansing'],NY,,,,,4189.11,0.0,0.0,0.0,0.0
1290,['Garrit W Van Schaick'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1291,['Gary Richards'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1292,['Geo Gibbs'],RI,,,,,2120.15,0.0,0.0,0.0,0.0
1293,['George Aston'],PA,,,['George Easton'],,429.16,0.0,0.0,369.44444444444446,0.0
1294,['George Bard'],PA,['George Bard'],,,,62.95,62.95556,0.0,0.0,0.0
1295,['George Bare'],MD,,,,,9.32,0.0,0.0,0.0,0.0
1296,['George Bickham'],PA,,,,,10977.82,0.0,0.0,0.0,0.0
1297,['George Booth'],PA,,,,['George Booth'],515.47,0.0,0.0,0.0,200.6
1298,['George Brackett'],NH,['George Brackett'],,['George Brackett'],,922.92,922.91116,0.0,5.0,0.0
1299,['George Briggs'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1300,['George Browning'],PA,,,,,1657.18,0.0,0.0,0.0,0.0
1301,['George Buchanan'],MD,,,,,3600.0,0.0,0.0,0.0,0.0
1302,['George Buckner'],VA,,,,,185.5,0.0,0.0,0.0,0.0
1303,['George Budd'],PA,,,,,137.5,0.0,0.0,0.0,0.0
1304,['George Bull'],CT,,,,,0.0,0.0,0.0,0.0,0.0
1305,['George Campbell'],SC,,,,,25.01,0.0,0.0,0.0,0.0
1306,['George Carrington'],VA,['George Carrington Jr'],,,['George Carrington'],2288.02,119.23333,0.0,0.0,2321.2200000000003
1307,['George Chandler'],VA,,,,,1303.27,0.0,0.0,0.0,0.0
1308,['George Clinton'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1309,['George Clymer'],PA,['George Clymer'],,,,9397.77,485.71668,0.0,0.0,0.0
1310,['George Codwise'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1311,['George Colton'],CT,['George Colton'],,,['George Colton'],411.5,572.9541560000001,0.0,0.0,2.8
1312,['George Corbin'],PA,['George Corbin'],['George Corbin'],,,117.5,0.0,104.26667,0.0,0.0
1313,['George Corbin'],VA,['George Corbin'],['George Corbin'],,,1926.58,104.26667,0.0,0.0,0.0
1314,['George D Alvey'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1315,['George D Avery'],CT,,,,['George Avery'],1452.39,0.0,0.0,0.0,17.74
1316,['George Daig'],NH,,,,,72.92,0.0,0.0,0.0,0.0
1317,['George Denniston'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1318,['George Dodge'],NH,,,,,228.98,0.0,0.0,0.0,0.0
1319,['George Douglass'],NY,,,['George Douglas'],['George Douglass'],0.0,0.0,0.0,0.0,346.38
1320,['George Douglass'],PA,,,['George Douglas'],['George Douglass'],650.77,0.0,0.0,244.22222222222223,65.3
1321,['George Eddy'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1322,['George Eddy'],PA,,,,,44452.92,0.0,0.0,0.0,0.0
1323,['George Emlen'],PA,['George Emlen'],,['George Emlen'],,6998.14,402.34993999999995,0.0,1604.0,0.0
1324,['George Fardo'],SC,,,,,1088.09,0.0,0.0,0.0,0.0
1325,['George Forepaugh'],PA,,,,,17.6,0.0,0.0,0.0,0.0
1326,['George French'],VA,,,,,13469.25,0.0,0.0,0.0,0.0
1327,['George Frost'],NH,['George Frost'],,['George Frost'],['George P Frost'],185.31,163.0778,0.0,1.2444444444444445,2692.93
1328,['George Gains'],NH,,,['George Gaines'],,54.25,0.0,0.0,3.7444444444444445,0.0
1329,['George Gale'],MD,,,,,160.0,0.0,0.0,0.0,0.0
1330,['George George'],PA,,,,,1242.07,0.0,0.0,0.0,0.0
1331,['George Gilmer'],VA,,,,,3605.87,0.0,0.0,0.0,0.0
1332,['George Gosner'],PA,,,,['George Gosner'],183.14,0.0,0.0,0.0,150.3
1333,['George Gray'],VA,,,,['George Gray'],28273.28,0.0,0.0,0.0,40.0
1334,['George Griffin'],CT,,['George Griffin'],,,414.4,0.0,10.405560000000001,0.0,0.0
1335,['George Grimes'],VA,,,,,234.16,0.0,0.0,0.0,0.0
1336,['George Habaker'],PA,,,,,1678.55,0.0,0.0,0.0,0.0
1337,['George Hahnbaum'],SC,,,,,3162.89,0.0,0.0,0.0,0.0
1338,['George Haine'],PA,,,['George Haine'],,357.7,0.0,0.0,46.87777777777778,0.0
1339,['George Hazard'],RI,,,,,2245.21,0.0,0.0,0.0,0.0
1340,['George Heriot'],GA,,,,,51.7221,0.0,0.0,0.0,0.0
1341,['George Heriot'],SC,,,,,2780.59,0.0,0.0,0.0,0.0
1342,['George Hoff'],PA,['George Hoff'],,,,683.01,763.53331,0.0,0.0,0.0
1343,['George Holcombe'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1344,['George House'],CT,,,,['George House'],272.85,0.0,0.0,0.0,272.53
1345,['George Idol'],PA,,,,,93.77,0.0,0.0,0.0,0.0
1346,['George Ingles'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1347,['George Jackson'],VA,,,,,11.85,0.0,0.0,0.0,0.0
1348,['George Johnson'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1349,['George Joshua Dickinson'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1350,['George Kauffman'],VA,,,,,149.8,0.0,0.0,0.0,0.0
1351,['George Kelly'],VA,,,,,69.58,0.0,0.0,0.0,0.0
1352,['George L Lyler'],PA,,,,,30.4,0.0,0.0,0.0,0.0
1353,['George Langstaff'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1354,['George Leib'],PA,,,,,808.38,0.0,0.0,0.0,0.0
1355,['George Leonard'],RI,,,,,400.0,0.0,0.0,0.0,0.0
1356,['George Lewis'],CT,,,,['George Lewis'],0.0,0.0,0.0,0.0,98.4
1357,['George Lewis'],NY,,,,['George Lewis'],96964.24,0.0,0.0,0.0,98.4
1358,['George Lewis'],SC,,,,['George Lewis'],1647.69,0.0,0.0,0.0,98.4
1359,['George Long'],NH,,,,['George Long'],1064.96,0.0,0.0,0.0,22.0
1360,['George Lownes'],PA,['George Lownes'],,,,17.97,17.997220000000002,0.0,0.0,0.0
1361,['George Loyall'],VA,,,,,1221.42,0.0,0.0,0.0,0.0
1362,['George Ludlam'],PA,,,,,613.33,0.0,0.0,0.0,0.0
1363,['George Ludlow'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1364,['George Marable'],VA,,,,,1200.0,0.0,0.0,0.0,0.0
1365,['George Mason'],VA,,,,,913.94,0.0,0.0,0.0,0.0
1366,['George Mathews'],VA,,,,['George Mathews'],1250.85,0.0,0.0,0.0,4500.0
1367,['George Maul'],PA,['George Maul'],,,,676.22,30.48333,0.0,0.0,0.0
1368,['George McLutchin'],NY,,,,,131.82,0.0,0.0,0.0,0.0
1369,['George Mofatt'],VA,,['George Moffatt'],,,104.68,0.0,25.0,0.0,0.0
1370,"['George Morewood', 'Edm Morewood']",NY,,,,,0.0,0.0,0.0,0.0,0.0
1371,['George Morton'],PA,,,['George Morton'],,660.02,0.0,0.0,8.666666666666666,0.0
1372,['George Murdoch'],VA,,,,,813.72,0.0,0.0,0.0,0.0
1373,['George Nelson'],PA,['George Nelson'],,,,893.67,127.05,0.0,0.0,0.0
1374,['George Nelson'],SC,['George Nelson'],,,,844.63,0.0,0.0,0.0,0.0
1375,['George Painter'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1376,['George Parker'],SC,,,,,50.0,0.0,0.0,0.0,0.0
1377,['George Pickett'],NC,,,,,698.61,0.0,0.0,0.0,0.0
1378,['George Pickett'],VA,,,,,1250.0,0.0,0.0,0.0,0.0
1379,['George Pitkin'],CT,['George Pitkin'],,['George Pitkin'],,97.66,85.18611,0.0,12.5,0.0
1380,['George Purdie'],VA,['George Purdie'],,,,3289.37,3145.5402100000006,0.0,0.0,0.0
1381,['George Raymond'],CT,,,,,55.11,0.0,0.0,0.0,0.0
1382,['George Read'],VA,['George Read'],['George Read'],,,1151.81,232.4333,34.86667,0.0,0.0
1383,['George Reed'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1384,['George Reid'],NH,,['George Reid'],,['George Reid'],2425.0,0.0,13.202779999999999,0.0,6415.969999999999
1385,['George Remsen'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1386,['George S Van Nest'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1387,['George Saunders'],VA,['George Saunders'],,,,126.39,144.44446,0.0,0.0,0.0
1388,['George Schlosser'],PA,['George Schlosser'],,,,26060.81,17824.62053,0.0,0.0,0.0
1389,['George Scriba'],NY,,,,,22434.01,0.0,0.0,0.0,0.0
1390,['George See'],VA,,,,,110.43,0.0,0.0,0.0,0.0
1391,['George Seitz'],PA,['George Seitz'],,,,5299.34,5260.43053,0.0,0.0,0.0
1392,['George Service'],NY,,,,,56450.9,0.0,0.0,0.0,0.0
1393,['George Simmerman'],MD,,,,,39.6,0.0,0.0,0.0,0.0
1394,['George Smith'],CT,['George Smith'],['George Smith'],,['George Smith'],944.66,971.24307,319.543054,0.0,29.14
1395,['George Smith'],SC,['George Smith'],['George Smith'],,['George Smith'],288.98,0.0,1290.786124,0.0,29.14
1396,['George Stanley'],NY,,,,,77.17,0.0,0.0,0.0,0.0
1397,['George Starr'],CT,,,['George Starr'],,6060.15,0.0,0.0,23.166666666666668,0.0
1398,['George Storer'],NY,,,,,1968.88,0.0,0.0,0.0,0.0
1399,['George Stout'],PA,,,,,1461.72,0.0,0.0,0.0,0.0
1400,['George Tucker'],VA,,,,,0.0,0.0,0.0,0.0,0.0
1401,['George Tudor'],PA,,,,['George Tudor'],1101.86,0.0,0.0,0.0,3017.87
1402,['George Twyman'],VA,,,,,303.0,0.0,0.0,0.0,0.0
1403,['George Von Hud'],PA,,,,,242.37,0.0,0.0,0.0,0.0
1404,['George Warner'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1405,['George Washington'],PA,,"['George Washington', 'George Washington Esqr']",,,339.58,0.0,4091.21646,0.0,0.0
1406,['George Wedge'],MD,,,,,173.59,0.0,0.0,0.0,0.0
1407,['George Weedon'],PA,['George Weedon'],['George Weedon'],,['George Weedon'],825.1,825.1056000000001,0.0,0.0,0.0
1408,['George Weedon'],VA,['George Weedon'],['George Weedon'],,['George Weedon'],10342.16,0.0,825.1056000000001,0.0,5588.54
1409,['George Wescott'],PA,,,,['George Wescott'],122.33,0.0,0.0,0.0,56.18
1410,['George White'],PA,,['George White'],['George White'],['George White'],404.74,0.0,747.73336,0.0,406.6
1411,['George Whitefield'],GA,,,,,31.118266,0.0,0.0,0.0,0.0
1412,['George Wilbur'],RI,,,,,121.2,0.0,0.0,0.0,0.0
1413,['George William West'],MD,,,,,1276.5,0.0,0.0,0.0,0.0
1414,['George Woodruff'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1415,['George Yeast'],MD,,,,,39.34,0.0,0.0,0.0,0.0
1416,['Gerard Bancker'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1417,['Gerard Craig'],PA,,,,['Gerard Craig'],238.87,0.0,0.0,0.0,202.20999999999998
1418,['Gerardus Beekman'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1419,['Gerardus Lansing'],NY,,,,,1490.15,0.0,0.0,0.0,0.0
1420,['Gerrard Alexander'],MD,['Gerrard Alexander'],,,,2904.42,6166.097519999999,0.0,0.0,0.0
1421,['Gerrard Walton'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1422,['Gerrard Wood'],MD,,,,['Gerard Wood'],459.07,0.0,0.0,0.0,459.07
1423,['Gerrit Groesbeeck'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1424,['Gerrret Van Groll'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1425,['Gertrud A V Burch'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1426,['Gideon Buckingham'],CT,['Gideon Buckingham'],,['Gideon Buckingham'],['Gideon Buckingham'],454.73,123.4917,0.0,12.5,157.9
1427,['Gideon D Camp'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1428,['Gideon Freeborn'],RI,,,,,81.48,0.0,0.0,0.0,0.0
1429,['Gideon Hale'],CT,,,,,0.0,0.0,0.0,0.0,0.0
1430,['Gideon Young s'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1431,['Gilbert Grant'],RI,,,,,3.36,0.0,0.0,0.0,0.0
1432,['Gilbert Groteclass'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1433,['Gilbert Lane'],NJ,,,,,0.0,0.0,0.0,0.0,0.0
1434,['Gilbert Robertson'],VA,,,,,1082.88,0.0,0.0,0.0,0.0
1435,['Gilbert Saltonstall'],NY,,,,,2379.56,0.0,0.0,0.0,0.0
1436,['Gilbert Totten'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1437,['Giles Griswold'],CT,['Giles Griswold'],,,,44.72,107.561113,0.0,0.0,0.0
1438,['Giles Knight'],PA,,,['Giles Knight'],,309.42,0.0,0.0,266.6666666666667,0.0
1439,['Glen Drayton'],SC,,,,,69.03,0.0,0.0,0.0,0.0
1440,['Godfrey Baker'],PA,,,,,107.89,0.0,0.0,0.0,0.0
1441,['Godfried Swartz'],PA,,,['Godfried Swartz'],,83.82,0.0,0.0,56.833333333333336,0.0
1442,['Gould Marsh'],RI,,,,,12.5,0.0,0.0,0.0,0.0
1443,"['Gray', 'Dykes']",VA,,,,,928.15,0.0,0.0,0.0,0.0
1444,"['Greene', 'Cleverly']",RI,,,,,304.71,0.0,0.0,0.0,0.0
1445,['Griffith Evans'],PA,,,['Griffith Evans'],,2041.09,0.0,0.0,428.1666666666667,0.0
1446,['Griffith Jones'],PA,['Griffith Jones'],,['Griffith Jones'],,1589.51,528.10838,0.0,277.26666666666665,0.0
1447,['Grindall Reynolds'],RI,,,,,129.06,0.0,0.0,0.0,0.0
1448,['Grund'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1449,['Gulian Ludlow'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1450,['Gulian McEvers'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1451,['Gulian Verplanck'],NY,,,,,0.0,0.0,0.0,0.0,0.0
1452,['Gunning Bedford'],PA,['Gunning Bedford'],['Gunning Bedford'],['Gunning Bedford'],,2002.05,370.56665,31.27222,108.41111111111111,0.0
1453,['Gurdon Sattonstall'],CT,,,,,669.02,0.0,0.0,0.0,0.0
1454,['Gustavus Colhoun'],SC,,,,,4159.1,0.0,0.0,0.0,0.0
1455,['Gustavus Scott'],MD,['Gustavus Scott'],,,,27939.06,352.81669999999997,0.0,0.0,0.0
1456,['Guy Richards'],CT,,,,,1653.86,0.0,0.0,0.0,0.0
1457,['Guy Richards'],NY,,,,,0.0,0.0,0.0,0.0,0.0
