,Original Name,Search Names,6p_Total,6p_def_Total,3p_Total,Name Count,Family Size 1,Family Size 2,Location 1,Location 2,Match Reason 1,Match Reason 2,Match Status 1,Match Status 2,Slavecount 1,Slavecount 2,url 1,url 2
275,{'J A Butini and Co'},['J A Butini'],0.0,0.0,4278.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=J A_Butini&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
276,{'Samuel March'},['Samuel March'],0.0,0.0,4278.0,1,6,,"Whites, Montgomery, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_March&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
277,{'William Boyd'},['William Boyd'],0.0,0.0,4145.0,1,4,,"Schachticoke, Albany, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Boyd&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
278,{'John Lawrance'},['John Lawrance'],0.0,0.0,4126.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Lawrance&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
279,{'John Butler'},['John Butler'],0.0,0.0,4065.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Butler&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
280,{'M M Benturnsburn'},['M M Benturnsburn'],0.0,0.0,4000.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=M M_Benturnsburn&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
281,{'Edward Goold'},['Edward Goold'],0.0,0.0,3959.0,1,6,,"New York City East Ward, New York, New York",,Full Match,,Match,,2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Edward_Goold&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
282,{'Jesse Woodhull'},['Jesse Woodhull'],0.0,0.0,3922.0,1,24,,"New Cornwall, Orange, New York",,Full Match,,Match,,17,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jesse_Woodhull&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
283,{'Jacob Le Roy'},['Jacob Le Roy'],0.0,0.0,3906.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob Le_Roy&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
284,{'William Denning'},['William Denning'],0.0,0.0,3683.0,1,13,,"New York City East Ward, New York, New York",,Full Match,,Match,,3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Denning&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
285,{'Daniel Adrian Beeckman'},['Daniel Adrian Beeckman'],0.0,0.0,3600.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Daniel Adrian_Beeckman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
286,{'James Vernor'},['James Vernor'],0.0,0.0,3600.0,1,9,,"Stillwater, Albany, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Vernor&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
287,{'John Watts'},['John Watts'],0.0,0.0,3590.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Watts&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
288,{'Nicholas Cooke'},['Nicholas Cooke'],0.0,0.0,3555.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Cooke&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
289,{'Robert C Johnson'},['Robert C Johnson'],0.0,0.0,3513.0,1,4,,"New York City Montgomery Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert C_Johnson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
290,{'Daniel Ludlow and Co'},['Daniel Ludlow'],0.0,0.0,3484.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Daniel_Ludlow&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
291,{'Francis Childs'},['Francis Childs'],0.0,0.0,3481.0,1,,, New York,,Only Location Found,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Francis_Childs&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
292,{'Thomas Tillotson'},['Thomas Tillotson'],0.0,0.0,3472.0,1,16,,"Rhinebeck, Dutchess, New York",,Full Match,,Match,,7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Tillotson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
293,{'Abraham Brinckenhoff'},['Abraham Brinckenhoff'],0.0,0.0,3422.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Brinckenhoff&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
294,{'John and Nicholas J Roosevelt'},['Nicholas J Roosevelt' 'John Roosevelt'],0.0,0.0,3422.0,2,13,,"New York City East Ward, New York, New York",,Full Match,No Match Found,Match,No Match,5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas J_Roosevelt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Roosevelt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
295,{'Leonard Gansevoort'},['Leonard Gansevoort'],0.0,0.0,3379.0,1,,, Albany,,Only Location Found,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Leonard_Gansevoort&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
296,{'William Seton'},['William Seton'],0.0,0.0,3356.0,1,7,,"New York City East Ward, New York, New York",,Full Match,,Match,,1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Seton&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
297,{'Jonathan Burnace'},['Jonathan Burnace'],0.0,0.0,3343.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Burnace&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
298,{'Daniel L Ketcham'},['Daniel L Ketcham'],0.0,0.0,3338.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Daniel L_Ketcham&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
299,{'John Cox'},['John Cox'],0.0,0.0,3321.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Cox&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
300,{'David Wolfe'},['David Wolfe'],0.0,0.0,3319.0,1,4,,"New York City North Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Wolfe&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
301,{'Samuel Franklin'},['Samuel Franklin'],0.0,0.0,3307.0,1,8,,"New York City Montgomery Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Franklin&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
302,{'Robert Daniel and Guilian Crommelin'},['Robert Daniel' 'Guilian Crommelin'],0.0,0.0,3213.0,2,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Daniel&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Guilian_Crommelin&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
303,{'Hezekiah Thompson'},['Hezekiah Thompson'],0.0,0.0,3184.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hezekiah_Thompson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
304,{'Benjamin S Judah'},['Benjamin S Judah'],0.0,0.0,3177.0,1,14,,"New York City Dock Ward, New York, New York",,Full Match,,Match,,2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin S_Judah&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
305,{'Charles McEvers'},['Charles McEvers'],0.0,0.0,3157.0,1,9,,"New York City East Ward, New York, New York",,Full Match,,Match,,2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles_McEvers&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
306,{'Amshong and Barnwall'},['William Armstrong'],0.0,0.0,3142.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Armstrong&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
307,{'William Ellison'},['William Ellison'],0.0,0.0,3101.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Ellison&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
308,{'Brookham Livingston'},['Brookham Livingston'],0.0,0.0,3099.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Brookham_Livingston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
309,{'Seth Johnson'},['Seth Johnson'],0.0,0.0,3091.0,1,2,,"Mamakating, Ulster, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Seth_Johnson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
310,{'Dirck Lefferts'},['Dirck Lefferts'],0.0,0.0,3088.0,1,6,,"New York City North Ward, New York, New York",,Full Match,,Match,,3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Dirck_Lefferts&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
311,{'Anthony F Haldimand'},['Anthony F Haldimand'],0.0,0.0,3000.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Anthony F_Haldimand&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
312,{'James Phillipps'},['James Phillipps'],0.0,0.0,3000.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Phillipps&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
313,{'Ebenezer Jackson'},['Ebenezer Jackson'],0.0,0.0,2989.0,1,,, Albany,,Only Location Found,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ebenezer_Jackson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
314,{'James Richmond'},['James Richmond'],0.0,0.0,2971.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Richmond&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
315,{'Wheeler Coit'},['Wheeler Coit'],0.0,0.0,2930.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Wheeler_Coit&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
316,{'Clarkson Edgar'},['Clarkson Edgar'],0.0,0.0,2857.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Clarkson_Edgar&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
317,{'Lynch and Stoughton'},['Dominick Lynch' 'Thomas Stoughton'],0.0,0.0,2792.0,2,15,9,"New York City West Ward, New York, New York","New York City Dock Ward, New York, New York",Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Dominick_Lynch&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Stoughton&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
318,{'Mary Bryant'},['Mary Bryant'],0.0,0.0,2779.0,1,12,,"New York City South Ward, New York, New York",,Full Match,,Match,,5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Bryant&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
319,{'Charles and J Shaw'},['Charles Shaw' 'J Shaw'],0.0,0.0,2733.0,2,5,,"New York City North Ward, New York, New York",,Full Match,No Match Found,Match,No Match,2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles_Shaw&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=J_Shaw&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
320,{'Peleg Sandford'},['Peleg Sandford'],0.0,0.0,2726.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peleg_Sandford&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
321,{'John Roe'},['John Roe'],0.0,0.0,2713.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Roe&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
322,{'Gerrret Van Groll'},['Gerrret Van Groll'],0.0,0.0,2700.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gerrret_Van Groll&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
323,{'Thomas Jenkins'},['Thomas Jenkins'],0.0,0.0,2674.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Jenkins&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
324,{'Garrit W Van Schaick'},['Garrit W Van Schaick'],0.0,0.0,2648.0,1,9,,"Schenectady, Albany, New York",,Full Match,,Match,,2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Garrit W_Van Schaick&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
325,{'Gardner and Rodman'},['Gardner and Rodman'],0.0,0.0,2618.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gardner and_Rodman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
326,{'George Douglass'},['George Douglass'],0.0,0.0,2588.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Douglass&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
327,{'Nicholas Quackenboss'},['Nicholas Quackenboss'],0.0,0.0,2563.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Quackenboss&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
328,{'Elisha Leeds'},['Elisha Leeds'],0.0,0.0,2561.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elisha_Leeds&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
329,{'Josiah Blakeley'},['Josiah Blakeley'],0.0,0.0,2536.0,1,2,,"New York City East Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Josiah_Blakeley&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
330,{'Benjamin Winthrop'},['Benjamin Winthrop'],0.0,0.0,2524.0,1,8,,"Rensselaerwick, Albany, New York",,Full Match,,Match,,2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Winthrop&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
331,{'Joseph Winter'},['Joseph Winter'],0.0,0.0,2517.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Winter&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
332,{'Henry Remsen'},['Henry Remsen'],0.0,0.0,2505.0,1,15,,"New York City East Ward, New York, New York",,Full Match,,Match,,4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Remsen&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
333,{'John Jacob Astor'},['John Jacob Astor'],0.0,0.0,2504.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John Jacob_Astor&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
334,{'John Rogers'},['John Rogers'],0.0,0.0,2500.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Rogers&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
335,{'John Davenport'},['John Davenport'],0.0,0.0,2467.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Davenport&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
336,{'J Waldo and Co'},['J Waldo'],0.0,0.0,2463.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=J_Waldo&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
337,{'Robert Reede'},['Robert Reede'],0.0,0.0,2456.0,1,11,,"Yonkers, Westchester, New York",,Full Match,,Match,,1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Reede&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
338,{'Nicholas Fisher'},['Nicholas Fisher'],0.0,0.0,2452.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Fisher&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
339,{'Thomas Smith'},['Thomas Smith'],0.0,0.0,2439.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Smith&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
340,{'Frederick Fanning'},['Frederick Fanning'],0.0,0.0,2436.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Frederick_Fanning&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
341,{'Ann Simonton'},['Ann Simonton'],0.0,0.0,2279.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ann_Simonton&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
342,{'John Fisher'},['John Fisher'],0.0,0.0,2253.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Fisher&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
343,{'W Richardson and Co'},['W Richardson'],0.0,0.0,2251.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=W_Richardson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
344,{'John Noble Cummings'},['John Noble Cummings'],0.0,0.0,2220.0,1,4,,"Watervliet, Albany, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John Noble_Cummings&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
345,{'Caleb Parkhurst'},['Caleb Parkhurst'],0.0,0.0,2206.0,1,2,,"Hoosick, Albany, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Caleb_Parkhurst&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
346,{'Michael Price'},['Michael Price'],0.0,0.0,2127.0,1,,, New York,,Only Location Found,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael_Price&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
