,full name,state,state debt,Same State Loan Office,Different State Loan Office,Same State Liquidated Debt,Different State Liquidated Debt,Pierce Certificates,Total,SSLO Total,DSLO Total,SSLD Total,DSLD Total,PC Total,Debt Total,tot_pre1790_certs
0,"[""Bernard O'Neill""]",MD,MD,"[""Bernard O'Neill""]",,,,,230.31,118.85973000000001,0.0,0.0,0.0,0.0,118.85973000000001,1
1,"[""Francis O'Neill""]",MD,MD,"[""Francis O'Neill""]",['Francis O Neill'],,,,37.96,17.5,151.5125,0.0,0.0,0.0,169.0125,2
2,"[""Henry O'Neale""]",MD,MD,,,,,"[""Henry O'Neal""]",99.77,0.0,0.0,0.0,0.0,23.0,23.0,1
3,"[""James O'Hara""]",PA,PA,,,,,,33.44,0.0,0.0,0.0,0.0,0.0,0.0,0
4,[' Agness ann'],PA,PA,,,,,,883.63,0.0,0.0,0.0,0.0,0.0,0.0,0
5,[' Anne Maria'],PA,PA,,,,,,255.77,0.0,0.0,0.0,0.0,0.0,0.0,0
6,[' Charles Godfreid'],PA,PA,,,,,,3260.83,0.0,0.0,0.0,0.0,0.0,0.0,0
7,[' Daniel W '],PA,PA,,,,,,269.57,0.0,0.0,0.0,0.0,0.0,0.0,0
8,[' Ernst L'],PA,PA,,,,,,978.91,0.0,0.0,0.0,0.0,0.0,0.0,0
9,[' Jacob C'],PA,PA,,,,,,193.33,0.0,0.0,0.0,0.0,0.0,0.0,0
10,[' Jacob Lawer'],PA,PA,,,,,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,[' Jacob Sawer'],PA,PA,,,,,,5076.14,0.0,0.0,0.0,0.0,0.0,0.0,0
12,[' James C'],PA,PA,,,,,,2666.86,0.0,0.0,0.0,0.0,0.0,0.0,0
13,[' John Clement'],PA,PA,,,,,,3643.47,0.0,0.0,0.0,0.0,0.0,0.0,0
14,[' John D'],NJ,PA,,,,,,599.83,0.0,0.0,0.0,0.0,0.0,0.0,0
15,[' John F'],PA,PA,,,,,,5209.35,0.0,0.0,0.0,0.0,0.0,0.0,0
16,[' John M'],PA,PA,,,,,,23300.54,0.0,0.0,0.0,0.0,0.0,0.0,0
17,[' Jonathan B'],PA,PA,,,,,,1372.45,0.0,0.0,0.0,0.0,0.0,0.0,0
18,[' Joseph C'],PA,PA,,,,,,4083.71,0.0,0.0,0.0,0.0,0.0,0.0,0
19,[' Joseph Le'],PA,PA,,,,,,2152.5,0.0,0.0,0.0,0.0,0.0,0.0,0
20,[' Joseph R'],PA,PA,,,,,,284.72,0.0,0.0,0.0,0.0,0.0,0.0,0
21,[' Matthew L'],PA,PA,,,,,,268.44,0.0,0.0,0.0,0.0,0.0,0.0,0
22,[' Michael Morgan'],PA,PA,,,,,,799.27,0.0,0.0,0.0,0.0,0.0,0.0,0
23,[' Pontius D'],NJ,PA,,,,,,1673.94,0.0,0.0,0.0,0.0,0.0,0.0,0
24,[' Robert S'],PA,PA,,,,,,1160.83,0.0,0.0,0.0,0.0,0.0,0.0,0
25,[' Samuel S'],NJ,PA,,,,,,467.98,0.0,0.0,0.0,0.0,0.0,0.0,0
26,[' The Trustees of the second presbyterian Church in philadelphia'],PA,PA,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,[' Thomas L'],PA,PA,,,,,,32170.31,0.0,0.0,0.0,0.0,0.0,0.0,0
28,[' Thomas M'],PA,PA,,,,,,7944.98,0.0,0.0,0.0,0.0,0.0,0.0,0
29,"[' Trustees of 2nd R Church', 'Trustees of the Second Presbyterian ']",PA,PA,,,,,,3372.76,0.0,0.0,0.0,0.0,0.0,0.0,0
30,['Aaron Bourn'],RI,RI,,,,,,309.55,0.0,0.0,0.0,0.0,0.0,0.0,0
31,['Aaron Bull'],CT,CT,,,['Aaron Bull'],['Aaron Bull'],['Aaron Bull'],91.96,0.0,0.0,35.022222222222226,117.02222222222223,2548.56,2700.604444444444,3
32,['Aaron Cadwell II'],CT,CT,,,,,,13.88,0.0,0.0,0.0,0.0,0.0,0.0,0
33,['Aaron Colvin'],RI,RI,,,,,,79.05,0.0,0.0,0.0,0.0,0.0,0.0,0
34,['Aaron Forbes'],CT,CT,,,,,,9230.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,['Aaron Hill'],NH,NH,,,,['Aaron Hill'],,566.17,0.0,0.0,0.0,40.91111111111111,0.0,40.91111111111111,1
36,['Aaron Kelsey'],CT,CT,['Aaron Kelsey'],,,,,95.1,95.10834,0.0,0.0,0.0,0.0,95.10834,1
37,['Aaron Kitchel'],NJ,PA,,,,,,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38,['Aaron Loocock'],SC,SC,,,,,,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,['Aaron Malich'],NJ,PA,,,,,,282.21,0.0,0.0,0.0,0.0,0.0,0.0,0
40,['Aaron Mason'],RI,RI,,,,,,169.97,0.0,0.0,0.0,0.0,0.0,0.0,0
41,['Aaron Ogden'],NJ,PA,['Aaron Ogden'],,['Aaron Ogden'],['Aaron Ogden'],['Aaron Ogden'],1988.53,0.0,0.0,0.0,36.2,0.0,36.2,4
42,['Aaron Olmsted'],CT,CT,,,,,,35.41,0.0,0.0,0.0,0.0,0.0,0.0,0
43,['Abbey Willing'],PA,PA,,,,,,2169.3,0.0,0.0,0.0,0.0,0.0,0.0,0
44,['Abel Hine'],CT,CT,['Abel Hine'],,['Abel Hine'],['Abel Hine'],,1118.47,1102.0055699999998,0.0,1.2555555555555555,1.2555555555555555,0.0,1104.5166811111108,3
45,['Abel Morse'],CT,CT,['Abel Morse'],,,,,1388.83,1388.8693,0.0,0.0,0.0,0.0,1388.8693,1
46,['Abel Patchen'],CT,CT,['Abel Patchen'],,,,,153.96,153.97915999999998,0.0,0.0,0.0,0.0,153.97915999999998,1
47,['Abel Tibbals'],CT,CT,['Abel Tibbals'],,,,,49.16,107.66526999999999,0.0,0.0,0.0,0.0,107.66526999999999,1
48,['Abgail Ellsworth'],CT,CT,,,,,,848.46,0.0,0.0,0.0,0.0,0.0,0.0,0
49,['Abiel Foster'],NH,NH,['Abiel Foster'],,['Abiel Foster'],['Abiel Foster'],,96.03,93.53333,0.0,7.5,7.5,0.0,108.53333,3
50,['Abiel Griswold'],CT,CT,['Abiel Griswold'],,,,,111.87,493.3708,0.0,0.0,0.0,0.0,493.3708,1
51,['Abiel Smith'],RI,RI,,,,,,972.53,0.0,0.0,0.0,0.0,0.0,0.0,0
52,['Abigail Ash'],PA,PA,,,,,,198.66,0.0,0.0,0.0,0.0,0.0,0.0,0
53,['Abigail Ball'],NH,NH,,,,,,149.81,0.0,0.0,0.0,0.0,0.0,0.0,0
54,['Abigail Bulkley'],CT,CT,,,,,,555.93,0.0,0.0,0.0,0.0,0.0,0.0,0
55,['Abigail Keyes'],CT,CT,,,,,,154.44,0.0,0.0,0.0,0.0,0.0,0.0,0
56,['Abigail Prime'],MA,NH,,,,,,108.28,0.0,0.0,0.0,0.0,0.0,0.0,0
57,['Abigail Robbins'],CT,CT,,,,,,93.19,0.0,0.0,0.0,0.0,0.0,0.0,0
58,['Abigail Watson'],CT,CT,,,,,,2065.2,0.0,0.0,0.0,0.0,0.0,0.0,0
59,['Abijah Savage'],CT,CT,,['Habijah Savage'],,,['Abijah Savage'],800.0,0.0,2721.81944,0.0,0.0,2405.75,5127.56944,2
60,['Abner Andruss'],CT,CT,,,,,,59.66,0.0,0.0,0.0,0.0,0.0,0.0,0
61,['Abner Butler'],RI,RI,,,,,,17.72,0.0,0.0,0.0,0.0,0.0,0.0,0
62,['Abner Cole'],CT,CT,,,,,['Abner Cole'],80.0,0.0,0.0,0.0,0.0,1559.13,1559.13,1
63,['Abner Daggatt'],RI,RI,,,,,,140.85,0.0,0.0,0.0,0.0,0.0,0.0,0
64,['Abner Daggett'],RI,RI,,,,,,1384.57,0.0,0.0,0.0,0.0,0.0,0.0,0
65,['Abner Johnson'],CT,CT,,,,,,337.83,0.0,0.0,0.0,0.0,0.0,0.0,0
66,['Abner Sage'],CT,CT,,,,,,39.33,0.0,0.0,0.0,0.0,0.0,0.0,0
67,['Abraham Barker'],RI,RI,,,,,,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0
68,['Abraham Brinsmade'],CT,CT,['Abraham Brinsmade'],,,,,400.0,400.0,0.0,0.0,0.0,0.0,400.0,1
69,['Abraham Dubois'],PA,PA,['Abraham Dubois'],,,['Abraham Dubois'],,4006.15,555.7291,0.0,0.0,812.0666666666667,0.0,1367.7957666666666,2
70,['Abraham Markoe'],PA,PA,['Abraham Markoe'],['Abraham Markoe'],,,,9325.02,12628.56825,391.1111,0.0,0.0,0.0,13019.67935,2
71,['Abraham Mosser'],PA,PA,,,,['Abraham Osser'],,33.33,0.0,0.0,0.0,120.12222222222222,0.0,120.12222222222222,1
72,['Abraham Pierson'],CT,CT,['Abraham Pierson'],,,['Abraham Pierson'],,862.39,17.76944,0.0,0.0,9.466666666666667,0.0,27.236106666666664,2
73,['Abraham Pyott'],PA,PA,,,['Abraham Pyott'],,,491.42,0.0,0.0,30.544444444444444,0.0,0.0,30.544444444444444,1
74,['Abraham Raiguel'],PA,PA,,,,,,3260.27,0.0,0.0,0.0,0.0,0.0,0.0,0
75,['Abraham Sheridan'],PA,PA,,,,,,156.22,0.0,0.0,0.0,0.0,0.0,0.0,0
76,['Abraham Walker'],RI,RI,,,,,,196.66,0.0,0.0,0.0,0.0,0.0,0.0,0
77,['Abraham Wayne'],PA,PA,['Abraham Wayne'],,,,,2330.25,1398.6388500000005,0.0,0.0,0.0,0.0,1398.6388500000005,1
78,['Abraham Wilt'],PA,PA,,,,,,6126.3,0.0,0.0,0.0,0.0,0.0,0.0,0
79,['Abrham Blumer'],PA,PA,,,,,,182.33,0.0,0.0,0.0,0.0,0.0,0.0,0
80,['Achilles Mansfield'],CT,CT,,,,,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0
81,['Adam Crain Jones'],SC,SC,,,,,,72.63,0.0,0.0,0.0,0.0,0.0,0.0,0
82,['Adam Gilchrist'],PA,PA,,,,,,4319.22,0.0,0.0,0.0,0.0,0.0,0.0,0
83,['Adam Gilchrist'],SC,SC,,,,,,14459.6196,0.0,0.0,0.0,0.0,0.0,0.0,0
84,['Adam Harbeson'],PA,PA,,,,,,373.15,0.0,0.0,0.0,0.0,0.0,0.0,0
85,['Adam Hope'],NC,PA,,,,,,1685.77,0.0,0.0,0.0,0.0,0.0,0.0,0
86,['Adam Stahl'],PA,PA,,,['Adam Stahl'],,,114.87,0.0,0.0,28.0,0.0,0.0,28.0,1
87,['Adonijah Bidwell'],MA,CT,,['Adonijah Bidwell'],,,,561.27,0.0,0.0,0.0,0.0,0.0,0.0,1
88,['Adrian Valck'],MD,MD,,,,,,13205.24,0.0,0.0,0.0,0.0,0.0,0.0,0
89,['Agness Grier'],PA,PA,,,,,,900.48,0.0,0.0,0.0,0.0,0.0,0.0,0
90,['Albert Aerny Muller'],SC,SC,,,,,,12.54,0.0,0.0,0.0,0.0,0.0,0.0,0
91,['Alexander Bose'],SC,GA,,,,,,6.9962,0.0,0.0,0.0,0.0,0.0,0.0,0
92,['Alexander Fowler'],NY,SC,,,,,['Alexander Fowler'],83.57,0.0,0.0,0.0,0.0,2563.2,2563.2,1
93,['Alexander Fullerton'],PA,PA,['Alexander Fullerton'],,,,,3766.13,94.40278,0.0,0.0,0.0,0.0,94.40278,1
94,['Alexander Gillon'],SC,SC,,,,,,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0
95,['Alexander Hamilton'],MD,MD,,,,,,4778.24,0.0,0.0,0.0,0.0,0.0,0.0,0
96,['Alexander Hunt'],CT,CT,['Alexander Hunt'],,,,,325.82,173.09998000000002,0.0,0.0,0.0,0.0,173.09998000000002,1
97,['Alexander Lawson Smith'],MD,MD,,['Alexander Smith'],,['Alexander Smith'],['Alexander Smith'],1534.86,0.0,1055.3943199999999,0.0,53.9,650.1800000000001,1759.47432,3
98,['Alexander Lockhart'],PA,PA,['Alexander Lockhart'],,,,,135.0,110.0,0.0,0.0,0.0,0.0,110.0,1
99,['Alexander McPherson'],MD,MD,['Alexander McPherson'],,,,,825.0,51.98612,0.0,0.0,0.0,0.0,51.98612,1
100,['Alexander Nelson'],NC,NC,,,,,,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0
101,['Alexander Rose'],SC,SC,,,,,,1490.09,0.0,0.0,0.0,0.0,0.0,0.0,0
102,['Alexander Warfield'],MD,MD,,,,,,167.25,0.0,0.0,0.0,0.0,0.0,0.0,0
103,['Alfred Elderkin'],CT,CT,,,,,,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0
104,['Allen McLean'],DE,PA,,['Allen McLean'],,,,3771.06,0.0,0.0,0.0,0.0,0.0,0.0,1
105,['Allen Olcott'],CT,CT,['Allen Olcott'],,,,,162.16,82.17500999999999,0.0,0.0,0.0,0.0,82.17500999999999,1
106,['Allen Sillman'],CT,CT,['Allen Stillman'],,,,,103.09,99.07083,0.0,0.0,0.0,0.0,99.07083,1
107,['Alpha Child'],CT,CT,,,,,,65.87,0.0,0.0,0.0,0.0,0.0,0.0,0
108,['Amarinthia Elliott'],SC,SC,,,,,,546.88,0.0,0.0,0.0,0.0,0.0,0.0,0
109,"['Amasa Keyes', 'Elnathan Keyes']",CT,CT,,,,,,266.67,0.0,0.0,0.0,0.0,0.0,0.0,0
110,['Amasa Keyes'],CT,CT,,,,,,243.69,0.0,0.0,0.0,0.0,0.0,0.0,0
111,['Amasa Loomis'],CT,CT,,,['Amasa Loomis'],['Amasa Loomis'],,905.78,0.0,0.0,7.5,7.5,0.0,15.0,2
112,['Amaziah Chappel'],CT,CT,,,,,,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0
113,['Amme Bucklin'],RI,RI,,,,,,89.01,0.0,0.0,0.0,0.0,0.0,0.0,0
114,['Ammi R Cutter'],NH,NH,['Ammi R Cutter'],,,,,4234.87,3397.5334000000003,0.0,0.0,0.0,0.0,3397.5334000000003,1
115,['Ammi R Robbins'],NY,CT,,['Ammi R Robbins'],,,,216.83,0.0,0.0,0.0,0.0,0.0,0.0,1
116,['Amos Attwell'],RI,RI,,,,,,233.34,0.0,0.0,0.0,0.0,0.0,0.0,0
117,['Amos Avery'],CT,CT,['Amos Avery'],,,,,900.0,1241.9611400000003,0.0,0.0,0.0,0.0,1241.9611400000003,1
118,['Amos Horton'],RI,RI,,,,,,1999.99,0.0,0.0,0.0,0.0,0.0,0.0,0
119,['Amos Lockwood'],RI,RI,,,,,,50.05,0.0,0.0,0.0,0.0,0.0,0.0,0
120,['Amos Lyon'],CT,CT,,,,,,612.31,0.0,0.0,0.0,0.0,0.0,0.0,0
121,['Amos Miller'],CT,CT,['Amos Miller'],,,,,654.05,654.0763999999999,0.0,0.0,0.0,0.0,654.0763999999999,1
122,['Amos Moody'],NH,NH,,,,,,96.25,0.0,0.0,0.0,0.0,0.0,0.0,0
123,['Amos Sage'],CT,CT,['Amos Sage'],,,,,15.62,45.29167,0.0,0.0,0.0,0.0,45.29167,1
124,['Amos Shepard'],NH,CT,,['Amos Shephard'],,,,1167.06,0.0,0.0,0.0,0.0,0.0,0.0,1
125,['Amos Throop'],RI,RI,,,,,,1662.65,0.0,0.0,0.0,0.0,0.0,0.0,0
126,['Amos White'],CT,CT,,,,,,536.05,0.0,0.0,0.0,0.0,0.0,0.0,0
127,['Ananias Cooper'],NY,SC,,['Ananias Cooper'],,,,614.92,0.0,208.36804999999998,0.0,0.0,0.0,208.36804999999998,1
128,['Andew Brown'],RI,RI,,,,,,426.48,0.0,0.0,0.0,0.0,0.0,0.0,0
129,['Andrew Baille'],MD,MD,,,,,,8.46,0.0,0.0,0.0,0.0,0.0,0.0,0
130,['Andrew Bausman'],PA,PA,['Andrew Bausman'],,,,,600.0,435.55557999999996,0.0,0.0,0.0,0.0,435.55557999999996,1
131,['Andrew Bowsman'],PA,PA,['Andrew Bowsman'],,,,,5596.47,3483.4972399999997,0.0,0.0,0.0,0.0,3483.4972399999997,1
132,['Andrew Caldwell'],PA,PA,['Andrew Caldwell'],,['Andrew Caldwell'],,,12658.61,24338.29593,0.0,195.98888888888888,0.0,0.0,24534.28481888889,2
133,['Andrew Craigie'],NY,SC,,,,,,594.3,0.0,0.0,0.0,0.0,0.0,0.0,0
134,['Andrew Dexter'],RI,CT,,,,,,1125.41,0.0,0.0,0.0,0.0,0.0,0.0,0
135,['Andrew Douglass'],PA,PA,,,,,,515.26,0.0,0.0,0.0,0.0,0.0,0.0,0
136,['Andrew Eliot'],CT,CT,['Andrew Elliot'],,,,,246.97,246.9833,0.0,0.0,0.0,0.0,246.9833,1
137,['Andrew Elliott'],MA,RI,,['Andrew Elliot'],,,,147.71,0.0,246.9833,0.0,0.0,0.0,246.9833,1
138,['Andrew Fitch'],CT,CT,['Andrew Fitch'],,,,['Andrew Fitch'],1217.76,600.0,0.0,0.0,0.0,2480.78,3080.78,2
139,['Andrew Geyer'],PA,PA,['Andrew Geyer'],,['Andrew Geyer'],,,1091.31,1479.7846,0.0,53.7,0.0,0.0,1533.4846,2
140,['Andrew Huntington'],CT,CT,['Andrew Huntington'],,['Andrew Huntington'],['Andrew Huntington'],,80.07,241.1944,0.0,11.244444444444444,11.244444444444444,0.0,263.6832888888889,3
141,['Andrew Lee'],PA,PA,,['Andrew Lee'],,,['Andrew Lee'],2179.79,0.0,269.59028,0.0,0.0,1600.0,1869.59028,2
142,['Andrew McFarlane'],PA,PA,,,,,,662.66,0.0,0.0,0.0,0.0,0.0,0.0,0
143,['Andrew Pettit'],PA,PA,,,,,,1279.66,0.0,0.0,0.0,0.0,0.0,0.0,0
144,['Andrew Porter'],PA,PA,['Andrew Porter'],,['Andrew Porter'],,['Andrew Porter'],4715.85,15.0,0.0,94.23333333333333,0.0,7035.77,7145.003333333334,3
145,['Andrew Rowland'],CT,CT,,,,,,351.27,0.0,0.0,0.0,0.0,0.0,0.0,0
146,['Andrew Summers'],PA,PA,,,,,,18350.12,0.0,0.0,0.0,0.0,0.0,0.0,0
147,['Andrew Waterman'],RI,RI,,,,,,196.62,0.0,0.0,0.0,0.0,0.0,0.0,0
148,['Andrew Worman'],MD,MD,['Andrew Worman'],,,,,136.17,136.17916000000002,0.0,0.0,0.0,0.0,136.17916000000002,1
149,['Andrew Yeatman'],PA,PA,['Andrew Yeatman'],,,['Andrew Yeatman'],,1315.72,1083.68331,0.0,0.0,9.0,0.0,1092.68331,2
150,['Ann Brodean'],PA,PA,,,,,,615.18,0.0,0.0,0.0,0.0,0.0,0.0,0
151,['Ann Burt'],RI,RI,,,,,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0
152,['Ann Cook'],PA,PA,,,,,,189.33,0.0,0.0,0.0,0.0,0.0,0.0,0
153,['Ann Cordes'],SC,SC,,,,,,254.58,0.0,0.0,0.0,0.0,0.0,0.0,0
154,['Ann Cuttino'],SC,SC,,,,,,24.99,0.0,0.0,0.0,0.0,0.0,0.0,0
155,['Ann Dimon'],CT,CT,['Ann Dimon'],,,,,461.7,610.53056,0.0,0.0,0.0,0.0,610.53056,1
156,['Ann Forde'],PA,PA,,,,,,112.32,0.0,0.0,0.0,0.0,0.0,0.0,0
157,['Ann Fromberger'],PA,PA,,,,,,6400.08,0.0,0.0,0.0,0.0,0.0,0.0,0
158,['Ann Gaither'],MD,MD,,,,,,292.66,0.0,0.0,0.0,0.0,0.0,0.0,0
159,['Ann Garston'],MD,MD,,,,,,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0
160,['Ann Gibson'],PA,PA,,,,,,1962.34,0.0,0.0,0.0,0.0,0.0,0.0,0
161,['Ann Moratt'],PA,PA,,,,,,426.91,0.0,0.0,0.0,0.0,0.0,0.0,0
162,['Ann Price'],SC,SC,,,,,,1385.936363,0.0,0.0,0.0,0.0,0.0,0.0,0
163,['Ann Roberts'],PA,PA,['Ann Roberts'],,,,,427.63,219.7778,0.0,0.0,0.0,0.0,219.7778,1
164,['Ann Roberts'],SC,SC,['Ann Roberts'],,,,,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,1
165,['Ann Weaver'],PA,PA,,,,,,234.28,0.0,0.0,0.0,0.0,0.0,0.0,0
166,['Anna Cunningham'],PA,PA,"['Anna Dav Cunningham', 'Anna Cunningham']",,,,,1914.6,1555.3000000000002,0.0,0.0,0.0,0.0,1555.3000000000002,1
167,['Anna Sims'],NH,NH,,,,,,380.6,0.0,0.0,0.0,0.0,0.0,0.0,0
168,['Anne Brooker'],CT,CT,,,,,,52.32,0.0,0.0,0.0,0.0,0.0,0.0,0
169,['Anne Jones'],PA,PA,,,,,,439.26,0.0,0.0,0.0,0.0,0.0,0.0,0
170,['Anne McCurdy'],CT,CT,,,,,,15618.6,0.0,0.0,0.0,0.0,0.0,0.0,0
171,['Anne Wikoff'],PA,PA,,,,,,2259.73,0.0,0.0,0.0,0.0,0.0,0.0,0
172,"['Anthony Bradford', 'Stephen Hall']",CT,CT,,['Stephen Hall'],,['Stephen Hall'],,330.74,0.0,1843.7667000000001,0.0,807.9111111111112,0.0,2651.677811111111,2
173,['Anthony Lerch'],PA,PA,,,['Anthony Lerch'],,,414.0,0.0,0.0,2897.5222222222224,0.0,0.0,2897.5222222222224,1
174,['Appha Loomis'],CT,CT,,,,,,1031.53,0.0,0.0,0.0,0.0,0.0,0.0,0
175,['Archibald Crary'],RI,RI,,,,,,451.58,0.0,0.0,0.0,0.0,0.0,0.0,0
176,['Archibald Engle'],PA,PA,,,,,,290.94,0.0,0.0,0.0,0.0,0.0,0.0,0
177,['Archibald Golder'],MD,MD,,,,,,164.36,0.0,0.0,0.0,0.0,0.0,0.0,0
178,['Archibald Gracie'],VA,NC,,,,,,58.69,0.0,0.0,0.0,0.0,0.0,0.0,0
179,['Archibald Harvey'],SC,SC,,,,,,11.49,0.0,0.0,0.0,0.0,0.0,0.0,0
180,['Archibald Hervey'],SC,GA,,,,,,33.8406,0.0,0.0,0.0,0.0,0.0,0.0,0
181,['Archibald McCall'],PA,SC,['Archibald McCall'],,,,,9553.26,0.0,0.0,0.0,0.0,0.0,0.0,1
182,['Archibald Mercer'],NJ,PA,['Archibald Mercer'],['Archibald Mercer'],,,,5514.66,13671.285380000001,5196.74452,0.0,0.0,0.0,18868.0299,2
183,['Archibald Munro'],RI,RI,,,,,,70.58,0.0,0.0,0.0,0.0,0.0,0.0,0
184,['Archibald Pattison'],MD,MD,['Archibald Pattison'],,,,,689.1,735.1847199999997,0.0,0.0,0.0,0.0,735.1847199999997,1
185,['Archibald Shaw'],PA,PA,,,['Archibald Shaw'],,,77.25,0.0,0.0,72.26666666666667,0.0,0.0,72.26666666666667,1
186,['Archibald Stewart'],RI,RI,,,,,,216.44,0.0,0.0,0.0,0.0,0.0,0.0,0
187,['Ariana Walter'],MD,MD,,,,,,176.84,0.0,0.0,0.0,0.0,0.0,0.0,0
188,['Ariel Laurence'],CT,CT,,,,,,78.42,0.0,0.0,0.0,0.0,0.0,0.0,0
189,['Aron Lanham'],MD,MD,,,,,,97.14,0.0,0.0,0.0,0.0,0.0,0.0,0
190,['Arthur Bryan'],MD,MD,['Arthur Bryan'],,,,,21.54,167.57779,0.0,0.0,0.0,0.0,167.57779,1
191,['Arthur Donaldson'],PA,PA,,,['Arthur Donaldson'],,,231.73,0.0,0.0,226.4777777777778,0.0,0.0,226.4777777777778,1
192,['Arthur Erwin'],PA,PA,['Arthur Erwin'],,['Arthur Erwin'],,,5080.41,810.66111,0.0,961.2888888888889,0.0,0.0,1771.9499988888888,2
193,['Arthur Harper'],SC,SC,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0
194,['Asa Foot'],CT,CT,,,,,['Asa Foot'],80.0,0.0,0.0,0.0,0.0,2.61,2.61,1
195,['Asa Hopkins'],CT,CT,,,,,,11.44,0.0,0.0,0.0,0.0,0.0,0.0,0
196,['Asa Leonard'],RI,RI,,,,,,161.42,0.0,0.0,0.0,0.0,0.0,0.0,0
197,['Asa Martin'],RI,RI,,,,,,722.04,0.0,0.0,0.0,0.0,0.0,0.0,0
198,['Asa Platt'],CT,CT,,,,,,133.31,0.0,0.0,0.0,0.0,0.0,0.0,0
199,['Asa Stevens'],VT,CT,,,,,,45.72,0.0,0.0,0.0,0.0,0.0,0.0,0
200,['Asabel Bebee'],CT,CT,['Asabel Bebee'],,,,,15.83,15.83889,0.0,0.0,0.0,0.0,15.83889,1
201,['Asahel Carpenter'],MA,RI,,,,,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0
202,['Ashbel King'],CT,CT,,,,,,146.66,0.0,0.0,0.0,0.0,0.0,0.0,0
203,['Ashbel Steele'],CT,CT,,,['Ashbel Steele'],['Ashbel Steele'],,22.02,0.0,0.0,6.2555555555555555,6.2555555555555555,0.0,12.511111111111111,2
204,['Asher Robbins'],RI,RI,,,,,,215.68,0.0,0.0,0.0,0.0,0.0,0.0,0
205,['Asiel Meraman'],CT,CT,,,,,,824.83,0.0,0.0,0.0,0.0,0.0,0.0,0
206,['Assheton Humphreys'],PA,PA,,,,,,87.08,0.0,0.0,0.0,0.0,0.0,0.0,0
207,['Augustus Blanchard'],NH,NH,,,,,,177.36,0.0,0.0,0.0,0.0,0.0,0.0,0
208,['Augustus Collins'],CT,CT,['Augustus Collins'],,,,,112.9,268.30833,0.0,0.0,0.0,0.0,268.30833,1
209,['Avery  Hall'],NH,NH,['Avery Hall'],,,,,528.79,822.5445000000001,0.0,0.0,0.0,0.0,822.5445000000001,1
210,['Bank of Providence '],RI,RI,,,,,,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0
211,['Barbara Sivert'],PA,PA,,,,,,62.08,0.0,0.0,0.0,0.0,0.0,0.0,0
212,"['Barnabas Deane', 'J Wadsworth']",CT,CT,['Barnabas Deane'],,,,,1057.73,2292.778,0.0,0.0,0.0,0.0,2292.778,1
213,['Barnabas Deane'],CT,CT,['Barnabas Deane'],,,,,6580.88,2292.778,0.0,0.0,0.0,0.0,2292.778,1
214,['Barnet Akerman'],NH,NH,['Barnet Akerman'],,['Barnett Akerman'],['Barnett Akerman'],,61.5,56.5,0.0,5.0,5.0,0.0,66.5,3
215,['Bartholomew Terrason'],PA,PA,,,,,,221.07,0.0,0.0,0.0,0.0,0.0,0.0,0
216,['Bartholomew Wister'],PA,PA,,,,,,3292.1,0.0,0.0,0.0,0.0,0.0,0.0,0
217,['Basler Geehr'],PA,PA,,,,,,3353.75,0.0,0.0,0.0,0.0,0.0,0.0,0
218,['Bassett Stith'],NC,NC,,,,,,493.8,0.0,0.0,0.0,0.0,0.0,0.0,0
219,['Bathsheba Perow'],CT,CT,,,,,,53.28,0.0,0.0,0.0,0.0,0.0,0.0,0
220,['Bazile Lanneau'],SC,SC,,,,,,566.24,0.0,0.0,0.0,0.0,0.0,0.0,0
221,['Beach Tomlinson'],CT,CT,['Beach Tomlinson'],,,,,1187.78,1049.27777,0.0,0.0,0.0,0.0,1049.27777,1
222,['Benadam Gallup'],CT,CT,['Benadam Gallup'],,,,,122.93,122.9375,0.0,0.0,0.0,0.0,122.9375,1
223,['Benajah Douglass'],CT,CT,['Benajah Douglass'],,,,,86.46,72.66666,0.0,0.0,0.0,0.0,72.66666,1
224,['Benajah Kent'],CT,CT,,,,,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0
225,['Benjamin Barton'],RI,RI,,,,,,8.58,0.0,0.0,0.0,0.0,0.0,0.0,0
226,['Benjamin Boardman'],CT,CT,,,,,,77.94,0.0,0.0,0.0,0.0,0.0,0.0,0
227,['Benjamin Bosworth'],RI,RI,,,,,,845.82,0.0,0.0,0.0,0.0,0.0,0.0,0
