,full name,state,state debt,Same State Loan Office,Different State Loan Office,Same State Liquidated Debt,Different State Liquidated Debt,Pierce Certificates,Total,SSLO Total,DSLO Total,SSLD Total,DSLD Total,PC Total,Debt Total,tot_pre1790_certs
748,['Giles Knight'],PA,PA,,,['Giles Knight'],,,309.42,0.0,0.0,266.6666666666667,0.0,0.0,266.6666666666667,1
749,['Glen Drayton'],SC,SC,,,,,,69.03,0.0,0.0,0.0,0.0,0.0,0.0,0
750,['Godfreid Swartz'],PA,PA,,,,,,83.82,0.0,0.0,0.0,0.0,0.0,0.0,0
751,['Gould Marsh'],RI,RI,,,,,,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0
752,['Griffith Evans'],PA,PA,,,['Griffith Evans'],,,2041.09,0.0,0.0,428.1666666666667,0.0,0.0,428.1666666666667,1
753,['Griffith Jones'],PA,PA,['Griffith Jones'],,['Griffith Jones'],,,1589.51,528.10838,0.0,277.26666666666665,0.0,0.0,805.3750466666667,2
754,['Grindall Reynolds'],RI,RI,,,,,,129.06,0.0,0.0,0.0,0.0,0.0,0.0,0
755,['Gunning Bedford'],DE,PA,['Gunning Bedford'],['Gunning Bedford'],,,,2002.05,370.56665,31.27222,0.0,0.0,0.0,401.83887,2
756,['Gurdon Sattonstall'],CT,CT,,,,,,669.02,0.0,0.0,0.0,0.0,0.0,0.0,0
757,['Gustavus Colhoun'],SC,SC,,,,,,4159.1,0.0,0.0,0.0,0.0,0.0,0.0,0
758,['Gustavus Scott'],MD,MD,['Gustavus Scott'],,,,,27939.06,352.81669999999997,0.0,0.0,0.0,0.0,352.81669999999997,1
759,['Guy Richards'],CT,CT,,,,,,2409.56,0.0,0.0,0.0,0.0,0.0,0.0,0
760,['Hall Jackson'],NH,NH,['Hall Jackson'],['Hall Jackson'],['Hall Jackson'],['Hall Jackson'],,1280.0,897.389,117.53334,2.5,2.5,0.0,1019.92234,4
761,['Hanah Courtney'],PA,PA,,,,,,120.66,0.0,0.0,0.0,0.0,0.0,0.0,0
762,['Hanah Talbert'],PA,PA,,,,,,1066.83,0.0,0.0,0.0,0.0,0.0,0.0,0
763,['Hannah Benton'],CT,CT,,,,,,164.09,0.0,0.0,0.0,0.0,0.0,0.0,0
764,['Hannah Biles'],PA,PA,['Hannah Biles'],['Hannah Biles'],,,,900.0,900.0,148.4708,0.0,0.0,0.0,1048.4708,2
765,['Hannah Chapman'],CT,CT,,,,['Hannah Chapman'],,19.53,0.0,0.0,0.0,6.2444444444444445,0.0,6.2444444444444445,1
766,['Hannah Cooke'],CT,CT,,,,,,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0
767,['Hannah Dummer'],MA,NH,,,,,,138.32,0.0,0.0,0.0,0.0,0.0,0.0,0
768,['Hannah Duton'],PA,PA,,,['Hannah Dutton'],,,40.28,0.0,0.0,5.0,0.0,0.0,5.0,1
769,['Hannah Hodge'],PA,PA,,,,,,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0
770,['Hannah Howley'],CT,CT,,,,,,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0
771,['Hannah Huntington'],CT,CT,,,,,,765.55,0.0,0.0,0.0,0.0,0.0,0.0,0
772,['Hannah Morton'],CT,CT,['Hannah Morton'],,,,,30.31,27.9625,0.0,0.0,0.0,0.0,27.9625,1
773,['Hannah Painter'],CT,CT,,,,,,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0
774,['Hardy Murfree'],NC,NC,,,,,,2176.66,0.0,0.0,0.0,0.0,0.0,0.0,0
775,['Hary Grant'],SC,SC,,,,,,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0
776,['Helena Ritchie'],PA,PA,['Helena Ritchie'],,,,,1360.42,1322.93068,0.0,0.0,0.0,0.0,1322.93068,1
777,['Heman Swift'],CT,CT,['Heman Swift'],,,,"['Heman Swift', 'Herman Swift']",4451.24,743.78743,0.0,0.0,0.0,5839.58,6583.36743,2
778,['Henrietta James'],MD,MD,,,,,,1575.41,0.0,0.0,0.0,0.0,0.0,0.0,0
779,['Henry Allyn'],CT,CT,['Henry Allyn'],,,,,266.37,509.04587,0.0,0.0,0.0,0.0,509.04587,1
780,['Henry Bailey'],SC,SC,,,,,,49.99,0.0,0.0,0.0,0.0,0.0,0.0,0
781,['Henry Baldwin'],MD,MD,,,,,['Henry Baldwin'],2637.94,0.0,0.0,0.0,0.0,2434.45,2434.45,1
782,['Henry Bass'],MA,RI,,,,,,362.03,0.0,0.0,0.0,0.0,0.0,0.0,0
783,['Henry Brotbeck'],MD,MD,,,,,,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0
784,['Henry Champion II'],CT,CT,['Henry Champion'],,,,['Henry Champion'],4182.52,4210.6326,0.0,0.0,0.0,88.11,4298.7426,2
785,['Henry Champion'],CT,CT,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
786,['Henry Channing'],CT,CT,,,,,,4929.91,0.0,0.0,0.0,0.0,0.0,0.0,0
787,['Henry Chapman'],NY,PA,,,,,['Henry H Chapman'],1028.9,0.0,0.0,0.0,0.0,1880.86,1880.86,1
788,['Henry Collins Flagg'],SC,SC,,,,,,2528.77,0.0,0.0,0.0,0.0,0.0,0.0,0
789,['Henry Darroch'],PA,PA,,,['Henry Darroch'],,,366.31,0.0,0.0,137.17777777777778,0.0,0.0,137.17777777777778,1
790,['Henry Downes'],MD,MD,,,,,,189.56,0.0,0.0,0.0,0.0,0.0,0.0,0
791,['Henry Gardiner'],MD,MD,,['Henry Gardner'],,"['Henry Gardiner', 'Henry Gardner']",,101.01,0.0,164778.39408,0.0,211.16666666666669,0.0,164989.56074666666,2
792,['Henry Gardner'],RI,RI,,,,,,22.81,0.0,0.0,0.0,0.0,0.0,0.0,0
793,['Henry Hill'],PA,PA,['Henry Hill'],['Henry Hill'],,['Henry Hill'],,25583.82,60.29861,101.00277,0.0,1.2444444444444445,0.0,162.54582444444443,3
794,['Henry Huntington'],CT,CT,,,,,,177.27,0.0,0.0,0.0,0.0,0.0,0.0,0
795,['Henry Huttenstein'],PA,PA,['Henry Huttenstein'],,['Henry Hottenstein'],,,4677.64,2306.00682,0.0,9.466666666666667,0.0,0.0,2315.4734866666668,2
796,['Henry Jenks'],RI,RI,,,,,,304.71,0.0,0.0,0.0,0.0,0.0,0.0,0
797,['Henry Jennings'],BVI,NC,,,,,,188.18,0.0,0.0,0.0,0.0,0.0,0.0,0
798,['Henry Kepple'],PA,PA,['Henry Kepple'],,,,,6545.17,6652.1044,0.0,0.0,0.0,0.0,6652.1044,1
799,['Henry Laurens'],SC,SC,['Henry Laurens'],['Henry Laurens'],,,,834.146166,0.0,29.41667,0.0,0.0,0.0,29.41667,2
800,['Henry Marchant'],RI,RI,,,,,,47.38,0.0,0.0,0.0,0.0,0.0,0.0,0
801,['Henry Miller'],PA,PA,['Henry Miller'],['Henry Miller'],"['henry miller', 'Henry Miller']",['Henry Miller'],['Henry Miller'],33.33,431.26388,0.0,137.07777777777778,148.77777777777777,670.72,1387.8394355555556,5
802,['Henry Muhlenberg'],PA,PA,['Henry Muhlenberg'],,,,,1178.87,661.68751,0.0,0.0,0.0,0.0,661.68751,1
803,['Henry Piercy'],NJ,PA,,,,,,1774.71,0.0,0.0,0.0,0.0,0.0,0.0,0
804,['Henry Rice'],RI,RI,,,,,,4545.28,0.0,0.0,0.0,0.0,0.0,0.0,0
805,['Henry Rung'],PA,PA,,,,,,564.36,0.0,0.0,0.0,0.0,0.0,0.0,0
806,['Henry Sherburne'],RI,RI,,,,,,299611.0,0.0,0.0,0.0,0.0,0.0,0.0,0
807,['Henry Smith'],PA,PA,['Henry Smith'],,,['Henry Smith'],['Henry Smith'],349.65,160.41666999999998,0.0,0.0,216.83333333333334,26.810000000000002,404.0600033333333,3
808,['Henry Smith'],RI,RI,['Henry Smith'],,,['Henry Smith'],['Henry Smith'],100.0,0.0,0.0,0.0,216.83333333333334,0.0,216.83333333333334,3
809,['Henry Tubman'],MD,MD,,,,,,1103.18,0.0,0.0,0.0,0.0,0.0,0.0,0
810,['Henry Tucker'],BM,SC,,,,,,960.06,0.0,0.0,0.0,0.0,0.0,0.0,0
811,['Hezekiah Bellows'],RI,RI,,,,,,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0
812,['Hezekiah Brainard'],CT,CT,['Hezekiah Brainard'],,,,,2784.39,30.97778,0.0,0.0,0.0,0.0,30.97778,1
813,['Hezekiah Chaffee'],CT,CT,['Hezekiah Chaffee'],,,,,118.06,118.0667,0.0,0.0,0.0,0.0,118.0667,1
814,['Hezekiah Edgerton'],CT,CT,,,,,,25.26,0.0,0.0,0.0,0.0,0.0,0.0,0
815,['Hezekiah Goodwin'],CT,CT,,,,,['Hezekiah Goodwin'],218.46,0.0,0.0,0.0,0.0,181.76000000000002,181.76000000000002,1
816,['Hezekiah Merrill'],CT,CT,,,['Hezekiah Merrill'],['Hezekiah Merrill'],,329.6,0.0,0.0,30.0,30.0,0.0,60.0,2
817,['Hezekiah Niles'],DE,PA,,,,,,414.77,0.0,0.0,0.0,0.0,0.0,0.0,0
818,['Hezekiah Sanford'],CT,CT,['Hezekiah Sanford'],,,,,867.54,4389.729098000001,0.0,0.0,0.0,0.0,4389.729098000001,1
819,['Hezekiah Wyllys'],CT,CT,,,,,,344.74,0.0,0.0,0.0,0.0,0.0,0.0,0
820,['Hieronimus Geyer'],PA,PA,,,,,,35.47,0.0,0.0,0.0,0.0,0.0,0.0,0
821,['Hon Daniel'],MD,PA,,,,,,226.56,0.0,0.0,0.0,0.0,0.0,0.0,0
822,['Hon William'],PA,PA,,,,,,481.9,0.0,0.0,0.0,0.0,0.0,0.0,0
823,['Hope Warner'],CT,CT,,,,,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0
824,['Hopson Pinckney'],VI,SC,,,,,,44.22,0.0,0.0,0.0,0.0,0.0,0.0,0
825,['Horace Johnson'],SC,SC,,,,,,3681.2,0.0,0.0,0.0,0.0,0.0,0.0,0
826,['Howard Moulton'],CT,CT,,,,,,433.46,0.0,0.0,0.0,0.0,0.0,0.0,0
827,['Hugh Alexander'],PA,PA,,,['Hugh Alexander'],['Hugh Alexander'],,2320.06,0.0,0.0,857.5666666666667,1306.5555555555557,0.0,2164.1222222222223,2
828,['Hugh Bethune'],SC,SC,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
829,['Hugh Swinton'],SC,SC,,,,,,180.6,0.0,0.0,0.0,0.0,0.0,0.0,0
830,['Hugh Williamson'],NC,PA,,,,,,224.98,0.0,0.0,0.0,0.0,0.0,0.0,0
831,['Hyam Levy'],SC,SC,,,,,,13.23,0.0,0.0,0.0,0.0,0.0,0.0,0
832,['Ichabod Cole'],RI,RI,,,,,,181.24,0.0,0.0,0.0,0.0,0.0,0.0,0
833,['Ichabod Nathup'],RI,RI,,,,,,227.33,0.0,0.0,0.0,0.0,0.0,0.0,0
834,['Ichabod Robinson'],CT,CT,['Ichabod Robinson'],,,,,184.05,184.0583,0.0,0.0,0.0,0.0,184.0583,1
835,['Ichabod Rollins'],NH,NH,,,,,,325.71,0.0,0.0,0.0,0.0,0.0,0.0,0
836,['Ichabod Ward'],CT,CT,,,,,['Ichabod Ward'],149.69,0.0,0.0,0.0,0.0,13.36,13.36,1
837,['Ichabod Warner'],CT,CT,['Ichabod Warner'],,,,,2169.13,2058.1277959999998,0.0,0.0,0.0,0.0,2058.1277959999998,1
838,['Ignatius Fenwick'],MD,MD,,,,,,5007.31,0.0,0.0,0.0,0.0,0.0,0.0,0
839,['Ignatius Gardiner'],MD,MD,,,,,,159.99,0.0,0.0,0.0,0.0,0.0,0.0,0
840,['Ignatuis Fenwick'],MD,MD,,,,,,3126.48,0.0,0.0,0.0,0.0,0.0,0.0,0
841,['Imanuel Case'],RI,RI,,,,,,327.85,0.0,0.0,0.0,0.0,0.0,0.0,0
842,['Iq Smith'],MD,MD,,,,,,396.44,0.0,0.0,0.0,0.0,0.0,0.0,0
843,['Isaac Angell'],RI,RI,,,,,,243.75,0.0,0.0,0.0,0.0,0.0,0.0,0
844,['Isaac Bailey'],RI,RI,,,,,,453.86,0.0,0.0,0.0,0.0,0.0,0.0,0
845,['Isaac Beers'],CT,CT,['Isaac Beers'],,['Isaac Beers'],['Isaac Beers'],['Isaac Beers'],1359.23,580.375,0.0,1.2555555555555555,1.2555555555555555,56.78,639.6661111111111,4
846,"['Isaac Bronson', 'Gustavus Austin']",CT,CT,,,,,['Isaac Bronson'],22.67,0.0,0.0,0.0,0.0,645.25,645.25,1
847,['Isaac Coats'],PA,PA,,,,,,87.7,0.0,0.0,0.0,0.0,0.0,0.0,0
848,['Isaac Cole'],NC,NC,,,,,,2461.78,0.0,0.0,0.0,0.0,0.0,0.0,0
849,['Isaac DaCosta'],SC,SC,,,,,,42.48,0.0,0.0,0.0,0.0,0.0,0.0,0
850,['Isaac De Sesseline'],SC,SC,,,,,,245.64,0.0,0.0,0.0,0.0,0.0,0.0,0
851,['Isaac Draper'],MA,RI,,,,['Isaac Draper'],,443.15,0.0,0.0,0.0,8.744444444444444,0.0,8.744444444444444,1
852,['Isaac Franks'],PA,PA,,,['Isaac Franks'],,,3945.07,0.0,0.0,1686.6666666666667,0.0,0.0,1686.6666666666667,1
853,['Isaac Gallup'],CT,CT,,,,,,133.4,0.0,0.0,0.0,0.0,0.0,0.0,0
854,"['Isaac Gillet', 'Israel Gilbert']",VT,CT,,,,,,20.38,0.0,0.0,0.0,0.0,0.0,0.0,0
855,['Isaac Griswold'],CT,CT,['Isaac Griswold'],,['Isaac Griswold'],['Isaac Griswold'],,163.1,158.1083,0.0,5.0,5.0,0.0,168.1083,3
856,['Isaac Jennings'],CT,CT,['Isaac Jennings'],,,,,52.76,52.76944,0.0,0.0,0.0,0.0,52.76944,1
857,['Isaac Manchester'],RI,RI,,,,,,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0
858,['Isaac Moses'],SC,SC,,,,,,753.1871,0.0,0.0,0.0,0.0,0.0,0.0,0
859,['Isaac Motte'],SC,SC,,,,,,80.61,0.0,0.0,0.0,0.0,0.0,0.0,0
860,['Isaac Parker'],SC,SC,,,,,,1028.65,0.0,0.0,0.0,0.0,0.0,0.0,0
861,['Isaac Peace'],SC,SC,,,,,,352.44,0.0,0.0,0.0,0.0,0.0,0.0,0
862,['Isaac Perkins'],MD,MD,['Isaac Perkins'],,,,,237.29,238.3,0.0,0.0,0.0,0.0,238.3,1
863,['Isaac Pitman'],RI,RI,,,,,,21.89,0.0,0.0,0.0,0.0,0.0,0.0,0
864,['Isaac Roush'],PA,PA,['Isaac Roush'],,,,,876.16,1616.7971799999998,0.0,0.0,0.0,0.0,1616.7971799999998,1
865,['Isaac S  Keith'],SC,SC,,,,,,3633.46,0.0,0.0,0.0,0.0,0.0,0.0,0
866,['Isaac Smith'],CT,CT,['Isaac Smith'],['Isaac Smith'],['Isaac Smith'],['Isaac Smith'],['Isaac Smith'],118.23,832.2902700000001,29540.13330500001,193.26666666666668,558.6777777777778,334.40999999999997,31458.778019444457,5
867,['Isaac Snowden'],PA,PA,['Isaac Snowden'],,['Isaac Snowden'],,,1402.01,1766.9167,0.0,15.0,0.0,0.0,1781.9167,2
868,['Isaac Swan'],PA,PA,['Isaac Swan'],,,['Isaac Swan'],,760.83,344.75,0.0,0.0,3500.0,0.0,3844.75,2
869,['Isaac Tabor'],RI,RI,,,,,,116.56,0.0,0.0,0.0,0.0,0.0,0.0,0
870,['Isaac Tomlinson'],CT,CT,['Isaac Tomlinson'],,['Isaac Tomlinson'],['Isaac Tomlinson'],,1698.38,83.61111,0.0,2312.0,2312.0,0.0,4707.61111,3
871,['Isaac Vanbibber'],MD,MD,['Isaac Vanbibber'],,,,,418.85,19618.814100000003,0.0,0.0,0.0,0.0,19618.814100000003,1
872,['Isaac Warner'],PA,PA,['Isaac Warner'],,['Isaac Warner'],,,1457.1,293.21668000000005,0.0,30.0,0.0,0.0,323.21668000000005,2
873,['Isaac Wharton'],PA,PA,,,,,,3935.55,0.0,0.0,0.0,0.0,0.0,0.0,0
874,['Isaac Whipoo'],NY,PA,,,,,,2664.18,0.0,0.0,0.0,0.0,0.0,0.0,0
875,['Isaac Wikoff'],NJ,PA,['Isaac Wikoff'],"['Isaac Wilkoff', 'Isaac Wikoff']",['Isaac Wikoff'],['Isaac Wikoff'],,9094.72,29609.733699999993,192.92636,0.0,1492.411111111111,0.0,31295.071171111107,4
876,['Isabel Marchant'],RI,RI,,,,,,662.4,0.0,0.0,0.0,0.0,0.0,0.0,0
877,['Isacc Harleston'],VI,SC,,,,,,3450.0,0.0,0.0,0.0,0.0,0.0,0.0,0
878,['Isacc Hazelehurst'],PA,SC,,,,,,233.74,0.0,0.0,0.0,0.0,0.0,0.0,0
879,['Israel Evans'],NH,NH,,['Israel Evans'],,,,3000.0,0.0,60.45833,0.0,0.0,0.0,60.45833,1
880,['Israel Gorton'],RI,RI,,,,,,64.38,0.0,0.0,0.0,0.0,0.0,0.0,0
881,['Israel Jacobs'],PA,PA,,,,,,171.48,0.0,0.0,0.0,0.0,0.0,0.0,0
882,['Israel Joseph'],SC,SC,,,,,,3265.96,0.0,0.0,0.0,0.0,0.0,0.0,0
883,['Israel Josephs'],SC,GA,,,,,,39.7056,0.0,0.0,0.0,0.0,0.0,0.0,0
884,['Israel Kelsey'],CT,CT,['Israel Kelsey'],,,,,30.47,30.48333,0.0,0.0,0.0,0.0,30.48333,1
885,['Israel Whelen'],PA,PA,,,,,,9350.16,0.0,0.0,0.0,0.0,0.0,0.0,0
886,['Izrahiah Wetmore'],CT,CT,,,['Izrahiah Wetmore'],['Izrahiah Wetmore'],,510.59,0.0,0.0,5.0,5.0,0.0,10.0,2
887,['Jabez Bowen'],RI,RI,,,,,,16142.27,0.0,0.0,0.0,0.0,0.0,0.0,0
888,['Jabez Clark'],CT,CT,['Jabez Clark'],,,,,1238.33,113.3875,0.0,0.0,0.0,0.0,113.3875,1
889,['Jabez Hough'],CT,CT,,,['Jabez Hough'],['Jabez Hough'],,145.84,0.0,0.0,5.0,5.0,0.0,10.0,2
890,['Jabez Perkins'],CT,CT,,['Jabez Perkins'],['Jabez Perkins'],['Jabez Perkins'],,187.14,0.0,15200.0,182.5,182.5,0.0,15565.0,3
891,['Jabez Relph'],RI,RI,,,,,,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0
892,['Jacob Aldridge'],MD,MD,['Jacob Aldridge'],,,,,33.75,33.75833,0.0,0.0,0.0,0.0,33.75833,1
893,['Jacob B Gurley'],CT,CT,,,,,,122.53,0.0,0.0,0.0,0.0,0.0,0.0,0
894,['Jacob Bagley Currier'],MA,NH,,['Jacob Bagley Currier'],,,,76.67,0.0,0.0,0.0,0.0,0.0,0.0,1
895,['Jacob Bankson'],PA,PA,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0
896,['Jacob Barge'],PA,PA,['Jacob Barge'],,,,,2820.75,2536.8250199999998,0.0,0.0,0.0,0.0,2536.8250199999998,1
897,['Jacob Binder'],PA,PA,,,,,,287.03,0.0,0.0,0.0,0.0,0.0,0.0,0
898,['Jacob Blount'],NC,NC,,,,,,55.55,0.0,0.0,0.0,0.0,0.0,0.0,0
899,['Jacob Bright'],PA,PA,['Jacob Bright'],,['Jacob Bright'],,,14209.54,12549.205580000002,0.0,191.8,0.0,0.0,12741.005580000001,2
900,['Jacob Brown'],NH,NH,,,,['Jacob Brown'],['Jacob R Brown'],873.53,0.0,0.0,0.0,45.84444444444444,2192.8,2238.6444444444446,2
901,['Jacob Cohen'],SC,SC,,,,,,201.372,0.0,0.0,0.0,0.0,0.0,0.0,0
902,['Jacob Cox'],VA,MD,,['Jacob Cox'],,,,464.4,0.0,0.0,0.0,0.0,0.0,0.0,1
903,['Jacob Dickert'],PA,PA,['Jacob Dickert'],,,,,2710.31,543.74032,0.0,0.0,0.0,0.0,543.74032,1
904,['Jacob Graff'],PA,PA,['Jacob Graff'],,,,,548.61,540.55282,0.0,0.0,0.0,0.0,540.55282,1
905,['Jacob Graybell'],MD,MD,,,,,,157.72,0.0,0.0,0.0,0.0,0.0,0.0,0
906,['Jacob Holland'],PA,PA,,,,,,295.6,0.0,0.0,0.0,0.0,0.0,0.0,0
907,['Jacob Hovey'],CT,CT,,,,,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0
908,['Jacob Hubley'],PA,PA,,,,,,860.16,0.0,0.0,0.0,0.0,0.0,0.0,0
909,['Jacob Isaacs'],RI,RI,,,,,,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0
910,['Jacob Keiser'],PA,PA,,,,,,15.12,0.0,0.0,0.0,0.0,0.0,0.0,0
911,['Jacob Kenner'],PA,PA,,,,,,1105.46,0.0,0.0,0.0,0.0,0.0,0.0,0
912,['Jacob Lawer Swyler'],PA,PA,,,,,,3966.83,0.0,0.0,0.0,0.0,0.0,0.0,0
913,['Jacob Martin'],SC,SC,,,,,,73.2,0.0,0.0,0.0,0.0,0.0,0.0,0
914,['Jacob Myers'],NJ,PA,,['Jacob Meyers'],,,['Jacob Meyers'],30.0,0.0,25.758329999999997,0.0,0.0,17.1,42.858329999999995,2
915,['Jacob Pratt'],CT,CT,['Jacob Pratt'],,,,,61.01,61.016659999999995,0.0,0.0,0.0,0.0,61.016659999999995,1
916,['Jacob Read'],SC,SC,,,,,,104.1623,0.0,0.0,0.0,0.0,0.0,0.0,0
917,['Jacob Riley'],CT,CT,['Jacob Riley'],,,,,332.22,146.04166400000003,0.0,0.0,0.0,0.0,146.04166400000003,1
918,['Jacob Robbins'],CT,CT,['Jacob Robbins'],,,,,26.34,26.48473,0.0,0.0,0.0,0.0,26.48473,1
919,['Jacob Sammer'],PA,PA,,,,,,1359.04,0.0,0.0,0.0,0.0,0.0,0.0,0
920,['Jacob Schmyser'],PA,PA,,,,,,10.27,0.0,0.0,0.0,0.0,0.0,0.0,0
921,['Jacob Schreiner'],PA,PA,['Jacob Schreiner'],,,,,5983.83,5206.5639599999995,0.0,0.0,0.0,0.0,5206.5639599999995,1
922,['Jacob Staes'],PA,PA,,,,,,92.04,0.0,0.0,0.0,0.0,0.0,0.0,0
923,['Jacob Treadwell'],MA,NH,['Jacob Tredwell'],['Jacob Treadwell'],,['Jacob Treadwell'],,709.74,0.0,0.0,0.0,10.0,0.0,10.0,3
924,['Jacob Walter'],MD,MD,,['Jacob Alter'],,,['Jacob Walters'],742.32,0.0,38.97222,0.0,0.0,23.0,61.97222,2
925,['Jacob Weitzell'],PA,PA,,,['Jacob Weitzell'],,"['Jacob Weitzell', 'Jacob Wetzell', 'Jacob Witzell', 'Jacob Weitzel']",2271.06,0.0,0.0,26.744444444444444,0.0,2003.21,2029.9544444444446,2
926,['James A Wells'],CT,CT,"['James Wells', 'James Welles']",,['James Wells'],['James Wells'],['James Wells'],1524.48,264.19722,0.0,4.088888888888889,145.77777777777777,57.08,471.1438866666667,4
927,['James Arnold'],RI,RI,,,,,,1839.63,0.0,0.0,0.0,0.0,0.0,0.0,0
928,['James Ash'],PA,PA,['James Ash'],,,,,84.32,96.60695,0.0,0.0,0.0,0.0,96.60695,1
929,['James Bell'],PA,PA,,['James Bell'],,['James Bell'],['James Bell'],4.46,0.0,40.23611,0.0,44.08888888888889,288.73,373.0549988888889,3
930,['James Boyd'],PA,PA,['James Boyd'],['James Boyd'],['James Boyd'],['James Boyd'],['James Boyd'],421.26,1317.5861,0.0,66.0111111111111,174.76666666666665,0.0,1558.3638777777778,5
931,['James Boylan'],PA,PA,,,,,,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0
932,['James Bried'],MD,MD,,,,,,97.45,0.0,0.0,0.0,0.0,0.0,0.0,0
933,['James Briggs'],MA,NH,,['James Briggs'],,,['James Briggs'],400.0,0.0,58.10833,0.0,0.0,0.0,58.10833,2
934,['James Bull'],CT,CT,,,,,,1010.08,0.0,0.0,0.0,0.0,0.0,0.0,0
935,['James Burr'],CT,CT,,,['James Burr'],['James Burr'],,295.23,0.0,0.0,7.5,7.5,0.0,15.0,2
936,['James Campbell'],PA,PA,['James Campbell'],['James Campbell'],"['James Cambell', 'James Campbell']",['James Campbell'],['James Campbell'],668.56,497.04867999999993,47.35417,4.511111111111111,53.633333333333326,2448.65,3051.197294444444,5
937,['James Clark'],CT,CT,['James Clarke'],['James Clark'],,"['James D Clark', 'James Clark']","['James Clarke', 'James Clark']",186.58,248.51805000000002,69.91389,0.0,714.4,200.35,1233.18194,4
938,['James Congon'],RI,RI,,,,,,1281.13,0.0,0.0,0.0,0.0,0.0,0.0,0
939,['James Cox'],PA,PA,,,,['James Cox'],,8021.07,0.0,0.0,0.0,1569.6666666666667,0.0,1569.6666666666667,1
940,"['James Craig', 'Doctor James']",VA,PA,['James Craig'],['James Craig'],['James Craig'],,['James Craig'],652.6,10048.400020000001,0.0,231.24444444444444,0.0,429.8,10709.444464444445,4
941,['James Davenport'],CT,CT,,,,,,691.5,0.0,0.0,0.0,0.0,0.0,0.0,0
942,['James Davidson'],PA,PA,,,,['James Davison'],['James Davidson'],1954.41,0.0,0.0,0.0,6.4222222222222225,4169.139999999999,4175.562222222222,2
943,['James Deans'],CT,CT,['James Deans'],,,,,263.01,263.0167,0.0,0.0,0.0,0.0,263.0167,1
944,['James Duncan'],MA,NH,['James Duncan'],['James Duncan'],['James Duncan'],['James Duncan'],['James Duncan'],345.93,0.0,900.0,0.0,413.65555555555557,2400.0,3713.6555555555556,5
945,['James Duncan'],PA,PA,['James Duncan'],['James Duncan'],['James Duncan'],['James Duncan'],['James Duncan'],974.49,0.0,900.0,48.0,413.65555555555557,2433.3,3794.9555555555557,5
946,['James Fisher'],SC,SC,,,,,,6430.06,0.0,0.0,0.0,0.0,0.0,0.0,0
947,['James Gardner'],RI,RI,,,,,,24.71,0.0,0.0,0.0,0.0,0.0,0.0,0
948,['James Gettings'],MD,MD,['James Gettings'],,,,,4355.01,1473.61654,0.0,0.0,0.0,0.0,1473.61654,1
949,['James Gilchrist'],PA,PA,,['James Gilchrist'],,,['James Gilchrist'],51.18,0.0,166.89999,0.0,0.0,2042.1599999999999,2209.0599899999997,2
950,['James Glentworth'],PA,PA,,,,,"['James Glenworth', 'James Glentworth']",17910.75,0.0,0.0,0.0,0.0,2062.6,2062.6,1
951,['James Gordon Heron'],PA,PA,,,['James Herron'],,,3181.64,0.0,0.0,134.83333333333334,0.0,0.0,134.83333333333334,1
952,['James Gordon'],SC,SC,,,,,,124.23,0.0,0.0,0.0,0.0,0.0,0.0,0
953,['James Green'],CT,CT,['James Green'],,['James Green'],['James Green'],"['James Green', 'James Greene']",314.13,299.15282,0.0,21.244444444444444,21.244444444444444,298.44,640.0817088888889,4
954,['James Helme'],RI,RI,,,,,,435.81,0.0,0.0,0.0,0.0,0.0,0.0,0
955,['James Hillhouse'],CT,CT,['James Hillhouse'],,['James Hillhouse'],['James Hillhouse'],,10129.36,468.09440000000006,0.0,6.2444444444444445,6.2444444444444445,0.0,480.583288888889,3
956,['James Hooker'],CT,CT,,,['James Hooker'],['James Hooker'],['James Hooker'],1964.34,0.0,0.0,11.255555555555556,11.255555555555556,246.94,269.4511111111111,3
957,['James Hunter'],PA,PA,['James Hunter'],['James Hunter'],['James Hunter'],['James Hunter'],['James Hunter'],3027.72,2543.53589,0.0,540.0333333333333,708.8888888888889,358.67,4151.128112222223,5
958,['James Hyde'],CT,CT,,,,,['James Hyde'],1000.0,0.0,0.0,0.0,0.0,1633.5799999999997,1633.5799999999997,1
959,['James Irvine'],PA,PA,,,,['James Irvin'],,1180.82,0.0,0.0,0.0,38.977777777777774,0.0,38.977777777777774,1
