,Occupations,6p_Total,6p_def_Total,3p_Total,count,state,Average (6p),6p_Total_pct,6p_def_Total_pct,3p_Total_pct,count_pct
0,,20897.0,11020.0,11628.0,26,New Jersey,803.73,68.0,68.1,70.32,76.47
5,gentleman,6078.0,3088.0,2478.0,1,New Jersey,6078.0,19.78,19.08,14.99,2.94
3,executor,1488.0,744.0,792.0,2,New Jersey,744.0,4.84,4.6,4.79,5.88
1,attorney,1393.0,747.0,764.0,1,New Jersey,1393.0,4.53,4.62,4.62,2.94
7,physician,418.0,257.0,190.0,1,New Jersey,418.0,1.36,1.59,1.15,2.94
6,merchant,236.0,168.0,149.0,1,New Jersey,236.0,0.77,1.04,0.9,2.94
2,esquire,184.0,92.0,443.0,1,New Jersey,184.0,0.6,0.57,2.68,2.94
4,farmer,37.0,67.0,92.0,1,New Jersey,37.0,0.12,0.41,0.56,2.94
