,6p_Dollar,6p_Cents,6p_def_Dollar,6p_def_Cents,3p_Dollar,3p_Cents,town,state,occupation,county,name_type,6p_total
2429,5736.0,8.0,2868.0,4.0,2421.0,2.0,Philadelphia,PA,Merchants,Philadelphia County,town,5736.08
2430,1783.0,54.0,891.0,77.0,896.0,63.0,Reading,PA,,,other,1783.54
2431,17476.0,16.0,8738.0,8.0,4718.0,52.0,Philadelphia,PA,,Philadelphia County,town,17476.16
2432,7083.0,53.0,3541.0,77.0,1998.0,74.0,Philadelphia,PA,Post Master,Philadelphia County,town,7083.53
2433,269.0,83.0,134.0,91.0,82.0,85.0,Delaware Newcastle County,DE,,New Castle County,county,269.83
2434,1560.0,78.0,780.0,39.0,426.0,78.0,,,,,other,1560.78
2435,1993.0,33.0,996.0,67.0,538.0,20.0,Philadelphia,PA,,Philadelphia County,town,1993.33
2436,2750.0,,1375.0,,742.0,50.0,,,,,other,
2437,27207.0,31.0,13603.0,66.0,7533.0,61.0,Philadelphia,PA,,Philadelphia County,town,27207.31
2438,2602.0,16.0,1301.0,9.0,1981.0,95.0,Philadelphia,PA,Merchant,Philadelphia County,town,2602.16
2439,5906.0,66.0,2953.0,34.0,5725.0,67.0,Philadelphia,PA,Merchant,Philadelphia County,town,5906.66
2440,1386.0,67.0,693.0,33.0,374.0,40.0,Philadelphia,PA,,Philadelphia County,town,1386.67
2441,493.0,83.0,246.0,92.0,133.0,33.0,Philadelphia,PA,Executor to the Estate Mathias Londenberger,Philadelphia County,town,493.83
2442,,,,,192.0,,,,,,other,
2443,280.0,84.0,140.0,42.0,75.0,82.0,Chester County,PA,,Chester County,county,280.84
2444,1553.0,50.0,776.0,75.0,607.0,11.0,Philadelphia,PA,,Philadelphia County,town,1553.5
2445,1777.0,60.0,888.0,80.0,568.0,28.0,Germantown,PA,,,other,1777.6
2446,1854.0,63.0,927.0,32.0,500.0,74.0,Chester County Pennsylvania,PA,,Chester County,county,1854.63
2447,577.0,97.0,288.0,98.0,193.0,13.0,York Town Pennsylvania,PA,,,state,577.97
2448,2369.0,2.0,1184.0,51.0,1276.0,58.0,Philadelphia,PA,Merchant,Philadelphia County,town,2369.02
2449,2370.0,60.0,1185.0,30.0,835.0,97.0,,,,,other,2370.6
2450,169.0,83.0,84.0,92.0,45.0,84.0,,,,,other,169.83
2451,758.0,46.0,379.0,24.0,454.0,77.0,,,,,other,758.46
2452,58.0,5.0,29.0,3.0,48.0,24.0,Philadelphia,PA,AH.Vat Law,Philadelphia County,town,58.05
2453,73.0,33.0,36.0,67.0,62.0,48.0,,,,,other,73.33
2454,533.0,33.0,266.0,67.0,144.0,,,,,,other,533.33
2455,275.0,70.0,137.0,85.0,107.0,37.0,,,Deceased Estate of,,other,275.7
2456,1167.0,92.0,583.0,96.0,315.0,32.0,,,Executors to Estate of Alexander Johnston Deceased,,other,1167.92
2457,386.0,49.0,193.0,25.0,127.0,56.0,,,Executors to John Mackey Deaceased,,other,386.49
2458,659.0,86.0,329.0,94.0,37.0,90.0,,,,,other,659.86
2459,63.0,18.0,31.0,60.0,281.0,92.0,,,Administrator to John Scott Deceased,,other,63.18
2460,666.0,66.0,333.0,34.0,180.0,,Philadelphia,PA,Merchant,Philadelphia County,town,666.66
2461,132.0,1.0,66.0,1.0,35.0,63.0,Philadelphia County,PA,,,other,132.01
2462,183.0,71.0,91.0,86.0,183.0,43.0,,,,,other,183.71
2463,1304.0,70.0,652.0,35.0,352.0,25.0,,,,,other,1304.7
2464,7741.0,10.0,3870.0,56.0,3622.0,85.0,Philadelphia,PA,Merchant,Philadelphia County,town,7741.1
2465,1400.0,,700.0,,378.0,,,,,,other,
2466,138.0,87.0,69.0,44.0,1440.0,,,,,,other,138.87
2467,792.0,65.0,396.0,33.0,360.0,84.0,,,,,other,792.65
2468,400.0,,200.0,,108.0,,Philadelphia,PA,,Philadelphia County,town,
2469,856.0,56.0,428.0,28.0,231.0,26.0,York Town Pennsylvania,PA,Pennsylvania,,state,856.56
2470,16.0,85.0,8.0,43.0,1.0,60.0,,,,,other,16.85
2471,1556.0,65.0,778.0,33.0,420.0,28.0,Philadelphia,PA,,Philadelphia County,town,1556.65
2472,1005.0,,502.0,50.0,271.0,34.0,Philadelphia,PA,,Philadelphia County,town,
2473,5658.0,36.0,2829.0,18.0,3567.0,31.0,York Town Pennsylvania,PA,Executers of David Grierlate Y Town,,state,5658.36
2474,41.0,96.0,20.0,99.0,30.0,11.0,Lancaster Pennsylvania,PA,,,state,41.96
2475,1954.0,21.0,977.0,11.0,1195.0,21.0,,,,,other,1954.21
2476,522.0,80.0,261.0,40.0,159.0,17.0,,,,,other,522.8
2477,668.0,48.0,334.0,24.0,205.0,90.0,Lancaster Pennsylvania,PA,,,state,668.48
2478,118.0,57.0,59.0,29.0,48.0,1.0,,,,,other,118.57
2479,1453.0,23.0,726.0,56.0,628.0,58.0,Dauphin County Pennsylvania,PA,,,state,1453.23
2480,885.0,18.0,442.0,59.0,399.0,,,,,,other,885.18
2481,1762.0,17.0,881.0,8.0,819.0,34.0,Allegheny County Pennsylvania,PA,,,state,1762.17
2482,1079.0,38.0,539.0,69.0,291.0,24.0,,,,,other,1079.38
2483,470.0,44.0,235.0,22.0,127.0,1.0,,,,,other,470.44
2484,3173.0,26.0,1586.0,64.0,3145.0,4.0,Philadelphia,PA,Merchant,Philadelphia County,town,3173.26
2485,177.0,77.0,88.0,89.0,48.0,,Philadelphia,PA,,Philadelphia County,town,177.77
2486,3532.0,89.0,1766.0,45.0,1096.0,82.0,,,,,other,3532.89
2487,109.0,50.0,54.0,76.0,29.0,55.0,Louden County Virginia,VA,,Loudoun County,county,109.5
2488,156.0,18.0,78.0,10.0,42.0,16.0,Philadelphia,PA,,Philadelphia County,town,156.18
2489,1241.0,2.0,620.0,51.0,335.0,6.0,,,His estate,,other,1241.02
2490,435.0,7.0,217.0,53.0,235.0,15.0,Virginia,VA,,,state,435.07
2491,3386.0,94.0,1693.0,47.0,1172.0,3.0,Bucks County Pennsylvania,PA,,,state,3386.94
2492,197.0,10.0,98.0,55.0,53.0,20.0,Philadelphia,PA,,Philadelphia County,town,197.1
2493,1522.0,78.0,761.0,39.0,411.0,15.0,Chester County Pennsylvania,PA,,Chester County,county,1522.78
2494,5094.0,64.0,2547.0,32.0,2102.0,83.0,,,,,other,5094.64
2495,9674.0,56.0,4837.0,29.0,2612.0,10.0,Philadelphia,PA,Merchant,Philadelphia County,town,9674.56
2496,,,,,800.0,10.0,,,,,other,
2497,90.0,88.0,45.0,44.0,46.0,56.0,Borden Town,PA,,,other,90.88
2498,3653.0,60.0,1826.0,80.0,1157.0,38.0,Philadelphia,PA,Broker,Philadelphia County,town,3653.6
2499,284.0,60.0,142.0,31.0,76.0,84.0,,,,,other,284.6
2500,81.0,90.0,40.0,96.0,22.0,11.0,Chester Co Pennsylvania,PA,,Chester County,county,81.9
2501,259.0,70.0,129.0,85.0,109.0,83.0,,,,,other,259.7
2502,538.0,92.0,269.0,46.0,252.0,65.0,The N Lib of Philadelphia,PA,Tanner,,other,538.92
2503,7.0,83.0,3.0,92.0,,,Philadelphia,PA,,Philadelphia County,town,7.83
2504,80.0,28.0,40.0,15.0,28.0,90.0,Pennsylvania Berks County,PA,,,state,80.28
2505,511.0,63.0,255.0,81.0,230.0,13.0,Pennsylvania Berks County,PA,,,state,511.63
2506,233.0,10.0,116.0,55.0,112.0,8.0,Montgomery County Pennsylvania,PA,,,state,233.1
2507,585.0,83.0,292.0,92.0,158.0,10.0,,,,,other,585.83
2508,1284.0,34.0,642.0,17.0,346.0,76.0,Philadelphia County,PA,,,other,1284.34
2509,214.0,36.0,107.0,19.0,106.0,44.0,Franklin County Pennsylvania,PA,,,state,214.36
2510,262.0,26.0,131.0,13.0,188.0,74.0,Philadelphia,PA,,Philadelphia County,town,262.26
2511,317.0,79.0,158.0,89.0,1252.0,,Philadelphia,PA,Merchant,Philadelphia County,town,317.79
2512,694.0,37.0,347.0,19.0,567.0,1.0,Reading Berks County,PA,,,other,694.37
2513,2755.0,24.0,1377.0,62.0,772.0,91.0,Dauphin County Pennsylvania,PA,,,state,2755.24
2514,165.0,81.0,82.0,91.0,80.0,76.0,,,,,other,165.81
2515,666.0,67.0,333.0,33.0,258.0,50.0,Philadelphia,PA,Merchant,Philadelphia County,town,666.67
2516,124.0,21.0,62.0,11.0,56.0,20.0,New Jersey,NJ,,,state,124.21
2517,3257.0,22.0,1628.0,62.0,1409.0,11.0,Philadelphia,PA,Merchant,Philadelphia County,town,3257.22
2518,2879.0,48.0,1439.0,74.0,2615.0,49.0,Charleston South Carolina,SC,Merchant,Charleston County,town,2879.48
2519,704.0,12.0,352.0,6.0,359.0,48.0,Lancaster Pennsylvania,PA,,,state,704.12
2520,708.0,7.0,356.0,77.0,488.0,22.0,Lancaster,PA,,,other,708.07
2521,5.0,47.0,,,,,Lancaster,PA,,,other,5.47
2522,1324.0,81.0,662.0,41.0,675.0,52.0,New Jersey,NJ,Executor of Michael De Mott deceased,,state,1324.81
2523,234.0,33.0,117.0,17.0,63.0,26.0,Philadelphia,PA,,Philadelphia County,town,234.33
2524,1546.0,70.0,773.0,36.0,627.0,15.0,Pittsburgh Pennsylvania,PA,,,state,1546.7
2525,844.0,44.0,422.0,23.0,527.0,57.0,New Jersey,NJ,,,state,844.44
2526,1431.0,78.0,715.0,89.0,690.0,12.0,Lancaster County Pennsylvania,PA,,,state,1431.78
2527,299.0,4.0,149.0,52.0,147.0,36.0,,,,,other,299.04
2528,327.0,61.0,163.0,81.0,124.0,45.0,Pittsburgh Pennsylvania,PA,,,state,327.61
2529,18.0,84.0,9.0,43.0,,,,,,,other,18.84
2530,78.0,51.0,39.0,26.0,,,Philadelphia,PA,,Philadelphia County,town,78.51
2531,161.0,74.0,80.0,87.0,72.0,83.0,Brunswick New Jersey,NJ,,Middlesex County,town,161.74
2532,951.0,28.0,475.0,65.0,256.0,83.0,Philadelphia,PA,,Philadelphia County,town,951.28
2533,997.0,32.0,498.0,66.0,359.0,26.0,Philadelphia,PA,,Philadelphia County,town,997.32
2534,166.0,36.0,83.0,19.0,96.0,34.0,Reading Berks County,PA,,,other,166.36
2535,92.0,4.0,46.0,2.0,93.0,92.0,St Eustatia,PA,,,other,92.04
2536,933.0,33.0,466.0,67.0,504.0,,Philadelphia,PA,Widow,Philadelphia County,town,933.33
2537,719.0,65.0,359.0,82.0,354.0,94.0,Berks County Pennsylvania,PA,,,state,719.65
2538,206.0,39.0,103.0,19.0,94.0,14.0,Philadelphia,PA,Druggist,Philadelphia County,town,206.39
2539,91.0,66.0,45.0,84.0,44.0,5.0,New Jersey,NJ,,,state,91.66
2540,750.0,82.0,375.0,42.0,407.0,55.0,New Jersey,NJ,,,state,750.82
2541,524.0,11.0,262.0,6.0,278.0,48.0,New Jersey,NJ,,,state,524.11
2542,131.0,66.0,65.0,84.0,62.0,95.0,New Jersey,NJ,,,state,131.66
2543,448.0,33.0,224.0,17.0,193.0,31.0,New Jersey,NJ,,,state,448.33
2544,4326.0,79.0,2163.0,39.0,1945.0,97.0,New Jersey,NJ,,,state,4326.79
2545,208.0,69.0,104.0,34.0,56.0,34.0,Philadelphia,PA,,Philadelphia County,town,208.69
2546,3730.0,98.0,1865.0,49.0,1635.0,53.0,Lancaster County Pennsylvania,PA,,,state,3730.98
2547,29.0,56.0,14.0,78.0,15.0,63.0,New Jersey,NJ,,,state,29.56
2548,433.0,85.0,216.0,92.0,137.0,13.0,Bucks County Pennsylvania,PA,,,state,433.85
2549,177.0,49.0,88.0,75.0,83.0,52.0,Berks County Pennsylvania,PA,,,state,177.49
2550,1123.0,84.0,561.0,93.0,356.0,34.0,North Carolina,NC,,,state,1123.84
2551,2436.0,28.0,1218.0,15.0,2122.0,17.0,Philadelphia,PA,,Philadelphia County,town,2436.28
2552,110.0,10.0,55.0,6.0,59.0,32.0,New Jersey,NJ,,,state,110.1
2553,1734.0,78.0,867.0,39.0,468.0,38.0,,,,,other,1734.78
2554,1486.0,73.0,743.0,37.0,546.0,17.0,Philadelphia,PA,Merchant,Philadelphia County,town,1486.73
2555,692.0,24.0,346.0,12.0,255.0,10.0,Philadelphia,PA,,Philadelphia County,town,692.24
2556,2181.0,68.0,1090.0,84.0,764.0,73.0,Bucks County Pennsylvania,PA,,,state,2181.68
2557,115.0,94.0,57.0,97.0,42.0,30.0,Bucks County Pennsylvania,PA,Ex to the Estate of John Baird Bucks Co,,state,115.94
2558,2775.0,56.0,1387.0,78.0,749.0,40.0,Lancaster Pennsylvania,PA,,,state,2775.56
2559,343.0,50.0,171.0,76.0,131.0,34.0,Philadelphia,PA,Merchant,Philadelphia County,town,343.5
2560,193.0,96.0,96.0,98.0,91.0,14.0,Philadelphia,PA,,Philadelphia County,town,193.96
2561,600.0,32.0,300.0,16.0,192.0,42.0,Bucks County Pennsylvania,PA,,,state,600.32
2562,1032.0,62.0,516.0,32.0,278.0,63.0,Lancaster Pennsylvania,PA,,,state,1032.62
2563,28.0,2.0,14.0,11.0,,,Philadelphia,PA,,Philadelphia County,town,28.02
2564,318.0,77.0,159.0,39.0,157.0,86.0,Fayette County Pennsylvania,PA,,,state,318.77
2565,203.0,28.0,101.0,65.0,54.0,87.0,Lancaster County Pennsylvania,PA,,,state,203.28
2566,843.0,20.0,421.0,60.0,370.0,72.0,Lancaster County Pennsylvania,PA,,,state,843.2
2567,668.0,96.0,334.0,48.0,180.0,61.0,Philadelphia,PA,Ex of William Honeyman,Philadelphia County,town,668.96
2568,193.0,77.0,96.0,89.0,115.0,63.0,Philadelphia,PA,,Philadelphia County,town,193.77
2569,408.0,88.0,204.0,45.0,110.0,40.0,Philadelphia,PA,,Philadelphia County,town,408.88
2570,1424.0,55.0,712.0,28.0,728.0,45.0,Fayette County Pennsylvania,PA,,,state,1424.55
2571,4095.0,4.0,2047.0,53.0,1978.0,30.0,Philadelphia,PA,Merchant,Philadelphia County,town,4095.04
2572,374.0,56.0,187.0,28.0,122.0,80.0,Delaware County Pennsylvania,DE,Co,,state,374.56
2573,37.0,69.0,18.0,84.0,19.0,16.0,Philadelphia,PA,,Philadelphia County,town,37.69
2574,532.0,85.0,266.0,42.0,170.0,86.0,Philadelphia,PA,,Philadelphia County,town,532.85
2575,55.0,88.0,27.0,94.0,15.0,7.0,Philadelphia County,PA,Co,,other,55.88
2576,258.0,51.0,129.0,26.0,159.0,75.0,,,,,other,258.51
2577,1264.0,81.0,632.0,41.0,520.0,11.0,Philadelphia,PA,Merchant,Philadelphia County,town,1264.81
2578,3138.0,10.0,1569.0,5.0,1300.0,33.0,,,,,other,3138.1
2579,64.0,37.0,32.0,18.0,64.0,90.0,Passyunk,PA,,,other,64.37
2580,828.0,4.0,414.0,3.0,344.0,56.0,Montgomery County,PA,,,other,828.04
2581,2468.0,42.0,1234.0,21.0,954.0,,Philadelphia,PA,Co,Philadelphia County,town,2468.42
2582,41.0,66.0,20.0,84.0,40.0,1.0,,,,,other,41.66
2583,239.0,62.0,119.0,81.0,159.0,41.0,New Jersey,NJ,,,state,239.62
2584,547.0,95.0,273.0,98.0,171.0,94.0,,,,,other,547.95
2585,1964.0,62.0,982.0,31.0,585.0,66.0,Philadelphia,PA,,Philadelphia County,town,1964.62
2586,1363.0,11.0,681.0,56.0,368.0,3.0,Philadelphia,PA,Inn Keeper,Philadelphia County,town,1363.11
2587,12.0,10.0,6.0,5.0,,,Montgomery County,PA,,,other,12.1
2588,1989.0,20.0,994.0,60.0,828.0,,Reading,PA,,,other,1989.2
2589,652.0,30.0,326.0,15.0,366.0,57.0,Carlisle Pennsylvania,PA,Merchant,,state,652.3
2590,1885.0,48.0,942.0,75.0,509.0,7.0,Philadelphia,PA,,Philadelphia County,town,1885.48
2591,1555.0,92.0,777.0,96.0,1537.0,28.0,Maryland,MD,,,state,1555.92
2592,573.0,44.0,286.0,72.0,277.0,4.0,Reading Pennsylvania,PA,,,state,573.44
2593,276.0,,138.0,,108.0,,Northampton County Pennsylvania,PA,Co,,state,
2594,1806.0,87.0,903.0,44.0,699.0,33.0,Lancaster Pennsylvania,PA,,,state,1806.87
2595,1059.0,67.0,529.0,84.0,748.0,8.0,Chester County Pennsylvaina,PA,,Chester County,county,1059.67
2596,298.0,49.0,149.0,25.0,80.0,58.0,Chester County Pennsylvaina,PA,,Chester County,county,298.49
2597,191.0,1.0,95.0,51.0,10.0,78.0,Philadelphia,PA,,Philadelphia County,town,191.01
2598,916.0,11.0,458.0,6.0,457.0,14.0,Philadelphia County,PA,Esquire,,other,916.11
2599,514.0,70.0,257.0,35.0,242.0,31.0,Northern Liberties,PA,Esquire,,other,514.7
2600,1104.0,78.0,552.0,40.0,1071.0,62.0,New Jersey,NJ,,,state,1104.78
2601,8439.0,7.0,4219.0,54.0,3863.0,32.0,Philadelphia,PA,Merchant,Philadelphia County,town,8439.07
2602,,,,,2696.0,48.0,,,,,other,
2603,1865.0,44.0,932.0,73.0,539.0,66.0,Chester County Pennsylvaina,PA,Administer of the estate of Job Vernon,Chester County,county,1865.44
2604,135.0,,67.0,50.0,78.0,76.0,Philadelphia,PA,,Philadelphia County,town,
2605,34.0,75.0,17.0,38.0,17.0,37.0,,,,,other,34.75
2606,62.0,37.0,31.0,19.0,20.0,3.0,Northum County Pennsylvania,PA,,,state,62.37
2607,4732.0,4.0,2366.0,3.0,1917.0,60.0,,,Ex to the Estate Christopher Grover,,other,4732.04
2608,1519.0,56.0,759.0,79.0,410.0,27.0,Philadelphia,PA,,Philadelphia County,town,1519.56
2609,2173.0,51.0,1086.0,76.0,1173.0,68.0,Dauphin County Pennsylvania,PA,,,state,2173.51
2610,,,,,543.0,52.0,,,,,other,
2611,934.0,67.0,467.0,34.0,451.0,65.0,Philadelphia,PA,,Philadelphia County,town,934.67
2612,1783.0,33.0,891.0,67.0,963.0,,,,,,other,1783.33
2613,550.0,6.0,275.0,4.0,336.0,,Fredericksburg Virginia,VA,,Spotsylvania County,town,550.06
2614,11270.0,49.0,5635.0,25.0,3043.0,3.0,Philadelphia,PA,Merchant,Philadelphia County,town,11270.49
2615,47.0,68.0,23.0,84.0,32.0,86.0,,,,,other,47.68
2616,1325.0,68.0,662.0,85.0,714.0,50.0,New Jersey,NJ,Attorney at law,,state,1325.68
2617,237.0,70.0,118.0,85.0,164.0,8.0,Chambersburgh Pennsylvania,PA,Esquire,,state,237.7
2618,103.0,25.0,51.0,63.0,71.0,96.0,Philadelphia,PA,,Philadelphia County,town,103.25
2619,206.0,67.0,103.0,33.0,55.0,80.0,Fredrick Co Maryland,MD,Frederick Company,Frederick County,county,206.67
2620,1276.0,40.0,638.0,20.0,344.0,61.0,Philadelphia,PA,,Philadelphia County,town,1276.4
2621,2900.0,51.0,1450.0,26.0,791.0,92.0,Philadelphia,PA,,Philadelphia County,town,2900.51
2622,2205.0,72.0,1102.0,86.0,928.0,97.0,,,Executor to the Estate of John Holmes deceased,,other,2205.72
2623,800.0,,400.0,,216.0,,Philadelphia,PA,Merchant,Philadelphia County,town,
2624,426.0,67.0,213.0,34.0,177.0,85.0,Philadelphia,PA,,Philadelphia County,town,426.67
2625,200.0,,100.0,,54.0,,,,,,other,
2626,1469.0,78.0,734.0,90.0,396.0,84.0,Philadelphia,PA,Merchant,Philadelphia County,town,1469.78
2627,178.0,96.0,89.0,48.0,125.0,34.0,Lancaster,PA,,,other,178.96
2628,49.0,94.0,24.0,97.0,42.0,66.0,Chester County Pennsylvania,PA,,Chester County,county,49.94
2629,2419.0,40.0,1209.0,70.0,765.0,13.0,Frankford Philadelphia County,PA,,,other,2419.4
2630,380.0,70.0,190.0,36.0,102.0,78.0,Bucks County Pennsylvania,PA,,,state,380.7
2631,,,,,55.0,27.0,,,,,other,
2632,181.0,98.0,90.0,99.0,49.0,13.0,Montgomery County,PA,,,other,181.98
2633,68.0,82.0,34.0,42.0,56.0,84.0,Chester County Pennsylvania,PA,,Chester County,county,68.82
2634,85.0,41.0,42.0,71.0,46.0,11.0,,,Executor to the Estate of Jacob Coleman deceased,,other,85.41
2635,2206.0,72.0,1103.0,36.0,595.0,81.0,Ohio County Virginia,VA,,Ohio County,county,2206.72
2636,1792.0,53.0,896.0,27.0,483.0,97.0,,,,,other,1792.53
2637,239.0,86.0,119.0,94.0,64.0,75.0,Philadelphia,PA,,Philadelphia County,town,239.86
2638,104.0,12.0,52.0,6.0,28.0,11.0,Montgomery County,PA,,,other,104.12
2639,300.0,,150.0,,81.0,,Bucks County Pennsylvania,PA,,,state,
2640,1160.0,69.0,580.0,35.0,313.0,37.0,Dauphincoy Pennsylvania,PA,,,state,1160.69
2641,1236.0,5.0,618.0,3.0,345.0,7.0,Philadelphia,PA,Merchant,Philadelphia County,town,1236.05
2642,1623.0,76.0,811.0,89.0,438.0,83.0,Philadelphia,PA,Merchant,Philadelphia County,town,1623.76
2643,4200.0,35.0,2100.0,18.0,2994.0,8.0,Philadelphia,PA,Junior Broker,Philadelphia County,town,4200.35
2644,3265.0,85.0,1632.0,92.0,2780.0,21.0,Philadelphia,PA,,Philadelphia County,town,3265.85
2645,47.0,91.0,23.0,96.0,44.0,32.0,York County Pennsylvania,PA,Executor to the Estate Abraham Hull deceased,,state,47.91
2646,1600.0,,800.0,,955.0,60.0,Philadelphia,PA,Broker,Philadelphia County,town,
2647,1084.0,48.0,542.0,25.0,1052.0,22.0,Philadelphia,PA,Broker,Philadelphia County,town,1084.48
2648,59.0,55.0,29.0,78.0,,,Cape May New Jersey,NJ,,Cape May County,town,59.55
2649,8.0,40.0,4.0,20.0,6.0,6.0,York County Pennsylvania,PA,,,state,8.4
2650,139.0,98.0,69.0,99.0,37.0,78.0,Cumb County Pennsylvania,PA,,Cumberland County,state,139.98
2651,24705.0,70.0,12352.0,85.0,8671.0,50.0,,,,,other,24705.7
2652,159.0,25.0,79.0,62.0,42.0,98.0,Philadelphia,PA,,Philadelphia County,town,159.25
2653,298.0,10.0,149.0,5.0,433.0,24.0,,,,,other,298.1
2654,547.0,48.0,273.0,74.0,249.0,61.0,Lancaster Pennsylvania,PA,Shopkeeper,,state,547.48
2655,1779.0,4.0,889.0,53.0,480.0,33.0,Philadelphia,PA,Merchant,Philadelphia County,town,1779.04
2656,2173.0,88.0,1086.0,95.0,586.0,94.0,Philadelphia,PA,Merchant,Philadelphia County,town,2173.88
2657,61.0,36.0,30.0,68.0,43.0,34.0,Philadelphia County,PA,,,other,61.36
2658,41.0,80.0,20.0,91.0,19.0,5.0,Philadelphia,PA,Silversmith,Philadelphia County,town,41.8
2659,532.0,54.0,266.0,27.0,359.0,37.0,Philadelphia County,PA,,,other,532.54
2660,1789.0,16.0,894.0,58.0,527.0,6.0,Chester County Pennsylvania,PA,,Chester County,county,1789.16
2661,2383.0,54.0,1191.0,77.0,643.0,55.0,Montgomery County,PA,,,other,2383.54
2662,936.0,31.0,468.0,16.0,454.0,31.0,,,,,other,936.31
2663,945.0,25.0,472.0,63.0,319.0,36.0,Carlisle Pennsylvania,PA,,,state,945.25
2664,1514.0,4.0,757.0,2.0,411.0,,Lancaster County Pennsylvania,PA,,,state,1514.04
2665,6942.0,82.0,3471.0,42.0,2477.0,42.0,Philadelphia,PA,Broker,Philadelphia County,town,6942.82
2666,2856.0,24.0,1428.0,13.0,1535.0,94.0,Philadelphia,PA,Merchant,Philadelphia County,town,2856.24
2667,1833.0,28.0,916.0,64.0,1171.0,95.0,Philadelphia,PA,Merchant,Philadelphia County,town,1833.28
2668,1287.0,13.0,643.0,57.0,378.0,,Philadelphia,PA,Mariner,Philadelphia County,town,1287.13
2669,2514.0,4.0,1257.0,2.0,1712.0,14.0,Delaware State,DE,Esquire,,state,2514.04
2670,26.0,85.0,13.0,43.0,14.0,77.0,Philadelphia,PA,,Philadelphia County,town,26.85
2671,618.0,14.0,309.0,7.0,166.0,88.0,Chester County,PA,Trust By David Cloyd,Chester County,county,618.14
2672,3874.0,,1937.0,1.0,1045.0,92.0,Philadelphia,PA,Merchant,Philadelphia County,town,
2673,700.0,38.0,350.0,20.0,398.0,40.0,New Jersey,NJ,,,state,700.38
2674,298.0,96.0,149.0,48.0,80.0,71.0,,,,,other,298.96
2675,191.0,35.0,95.0,68.0,51.0,66.0,Northern Liberties,PA,Inn Keeper,,other,191.35
2676,826.0,42.0,413.0,22.0,423.0,24.0,Chester County Pennsylvania,PA,,Chester County,county,826.42
2677,284.0,60.0,142.0,31.0,133.0,61.0,Philadelphia,PA,,Philadelphia County,town,284.6
2678,326.0,76.0,163.0,39.0,132.0,81.0,Philadelphia,PA,Merchant,Philadelphia County,town,326.76
2679,578.0,9.0,289.0,5.0,333.0,68.0,Trenton New Jersey,NJ,,Hunterdon County,town,578.09
2680,2313.0,98.0,1157.0,,900.0,,Philadelphia,PA,Merchant,Philadelphia County,town,2313.98
2681,121.0,55.0,60.0,78.0,65.0,63.0,Northampton County Pennsylvania,PA,,,state,121.55
2682,133.0,92.0,66.0,96.0,36.0,15.0,Bucks County Pennsylvania,PA,,,state,133.92
2683,156.0,94.0,78.0,48.0,255.0,27.0,Bucks County Pennsylvania,PA,,,state,156.94
2684,400.0,,200.0,,108.0,,Philadelphia,PA,,Philadelphia County,town,
2685,7126.0,94.0,3563.0,48.0,1958.0,12.0,,,Executor to the Estate of Francis Hopkinson deceased,,other,7126.94
2686,3417.0,53.0,1708.0,77.0,1159.0,30.0,Philadelphia,PA,Merchant,Philadelphia County,town,3417.53
2687,,,,,16.0,45.0,,,,,other,
2688,276.0,68.0,138.0,35.0,93.0,77.0,Bucks County Pennsylvania,PA,,,state,276.68
2689,459.0,6.0,229.0,54.0,188.0,94.0,Bucks County Pennsylvania,PA,,,state,459.06
2690,4363.0,44.0,2181.0,73.0,1858.0,24.0,Philadelphia,PA,Merchant,Philadelphia County,town,4363.44
2691,107.0,37.0,53.0,69.0,42.0,98.0,Bucks County Pennsylvania,PA,,,state,107.37
2692,126.0,82.0,63.0,41.0,84.0,72.0,,,Administrator to Estate of Frederick Faring Deceased,,other,126.82
2693,4478.0,70.0,2239.0,36.0,3753.0,42.0,Philadelphia,PA,Widow,Philadelphia County,town,4478.7
2694,2565.0,62.0,1282.0,82.0,2180.0,74.0,Philadelphia,PA,Gentleman,Philadelphia County,town,2565.62
2695,1168.0,56.0,584.0,29.0,543.0,23.0,New Brunswick New Jersey,NJ,,Middlesex County,town,1168.56
2696,190.0,71.0,95.0,36.0,58.0,96.0,Mount Holley New Jersey,NJ,,Burlington County,town,190.71
2697,3717.0,56.0,1858.0,78.0,1348.0,73.0,Philadelphia,PA,Merchant,Philadelphia County,town,3717.56
2698,685.0,11.0,342.0,56.0,304.0,97.0,Bucks County,PA,,,other,685.11
2699,43.0,52.0,21.0,71.0,23.0,32.0,Philadelphia,PA,Merchant,Philadelphia County,town,43.52
2700,655.0,,327.0,50.0,176.0,84.0,Philadelphia,PA,,Philadelphia County,town,
2701,618.0,60.0,309.0,31.0,167.0,2.0,Philadelphia,PA,Merchant,Philadelphia County,town,618.6
2702,2.0,97.0,1.0,49.0,1042.0,40.0,Allegheny County Pennsylvania,PA,,,state,2.9699999999999998
2703,27.0,68.0,13.0,84.0,6.0,,Philadelphia,PA,Merchant,Philadelphia County,town,27.68
2704,1802.0,96.0,901.0,49.0,1238.0,25.0,Philadelphia County,PA,Ex Philadelphia County,,other,1802.96
2705,758.0,65.0,379.0,33.0,460.0,91.0,Philadelphia,PA,Merchant,Philadelphia County,town,758.65
2706,400.0,,200.0,,108.0,,,,,,other,
2707,612.0,2.0,306.0,2.0,165.0,24.0,Philadelphia,PA,,Philadelphia County,town,612.02
2708,1241.0,76.0,620.0,88.0,345.0,66.0,Kensington,PA,Ship Wright,,other,1241.76
