,Last Name,First Name,Position,State,County / Town,Vote,full name 1,name duplication,state-name duplication
0,Stevens,John,President,NJ,Hunterdon,yes,John Stevens,True,False
1,Fell,John,,NJ,Bergen,yes,John Fell,False,False
2,Zabriskie,Peter,,NJ,Bergen,yes,Peter Zabriskie,False,False
3,Hennion,Cornelius,,NJ,Bergen,yes,Cornelius Hennion,False,False
4,Chetwood,John,,NJ,Essex,yes,John Chetwood,False,False
5,Hay,Samuel,,NJ,Essex,yes,Samuel Hay,False,False
6,Crane ,David,,NJ,Essex,yes,David Crane ,False,False
7,Neilson,John,,NJ,Middlesex,yes,John Neilson,False,False
8,Beatty,John,,NJ,Middlesex,yes,John Beatty,False,False
9,Manning ,Benjamin,,NJ,Middlesex,yes,Benjamin Manning ,False,False
10,Lawrence,Elisha,,NJ,Monmouth,yes,Elisha Lawrence,False,False
11,Breese,Samuel,,NJ,Monmouth,yes,Samuel Breese,False,False
12,Crawford ,William,,NJ,Monmouth,yes,William Crawford ,False,False
13,Witherspoon,Jno,,NJ,Somerset,yes,Jno Witherspoon,False,False
14,Hardenbergh,Jacob,,NJ,Somerset,yes,Jacob Hardenbergh,False,False
15,Frelinghuysen ,Theo,,NJ,Somerset,yes,Theo Frelinghuysen ,False,False
16,Reynolds,Thomas,,NJ,Burlington,yes,Thomas Reynolds,False,False
17,Anderson,Geo,,NJ,Burlington,yes,Geo Anderson,False,False
18,Wallace ,Joshua M.,,NJ,Burlington,yes,Joshua M. Wallace ,False,False
19,Howell,R,,NJ,Gloucester,yes,R Howell,False,False
20,Hunter,And,,NJ,Gloucester,yes,And Hunter,False,False
21,Whitall ,Benjamin,,NJ,Gloucester,yes,Benjamin Whitall ,False,False
22,Cripps,Whitton,,NJ,Salem,yes,Whitton Cripps,False,False
23,Wetherby ,Edmund,,NJ,Salem,yes,Edmund Wetherby ,False,False
24,Hand,Jesse,,NJ,Cape May,yes,Jesse Hand,False,False
25,Eldredge,Jeremiah,,NJ,Cape May,yes,Jeremiah Eldredge,False,False
26,Whilldin ,Matthew,,NJ,Cape May,yes,Matthew Whilldin ,False,False
27,Brearley,David,,NJ,Hunterdon,yes,David Brearley,False,False
28,Corshon ,Joshua,,NJ,Hunterdon,yes,Joshua Corshon ,False,False
29,Windes,William,,NJ,Morris,yes,William Windes,False,False
30,Woodhull,William,,NJ,Morris,yes,William Woodhull,False,False
31,Faesch ,John Jacob,,NJ,Morris,yes,John Jacob Faesch ,False,False
32,Potter,David,,NJ,Cumberland,yes,David Potter,False,False
33,Bowen,Jonathan,,NJ,Cumberland,yes,Jonathan Bowen,False,False
34,Elmer,Eli,,NJ,Cumberland,yes,Eli Elmer,False,False
35,Ogden,Robert,,NJ,Sussex,yes,Robert Ogden,False,False
36,Anderson,Thomas,,NJ,Sussex,yes,Thomas Anderson,False,False
37,Hoops,Robert,,NJ,Sussex,yes,Robert Hoops,False,False
38,Stockton,Samuel W.,Secretary,NJ,,did not vote,Samuel W. Stockton,False,False
39,Collins,Thomas ,President,DE,,yes,Thomas  Collins,False,False
40,Ingram,John,,DE,Sussex,yes,John Ingram,True,False
41,Jones,John,,DE,Sussex,yes,John Jones,True,False
42,Moore,William,,DE,Sussex,yes,William Moore,False,False
43,Hall,William,,DE,Sussex,yes,William Hall,False,False
44,Laws,Thomas,,DE,Sussex,yes,Thomas Laws,False,False
45,Cooper,Isaac,,DE,Sussex,yes,Isaac Cooper,False,False
46,Stockly,Woodman,,DE,Sussex,yes,Woodman Stockly,False,False
47,Laws,John,,DE,Sussex,yes,John Laws,False,False
48,Evans,Thomas,,DE,Sussex,yes,Thomas Evans,False,False
49,Holland,Israel,,DE,Sussex,yes,Israel Holland,False,False
50,Ridgely,Nicholas,,DE,Kent,yes,Nicholas Ridgely,False,False
51,Smith,Richard,,DE,Kent,yes,Richard Smith,False,False
52,Truitt,George,,DE,Kent,yes,George Truitt,False,False
53,Bassett,Richard,,DE,Kent,yes,Richard Bassett,False,False
54,Sykes,James,,DE,Kent,yes,James Sykes,False,False
55,McLane,Allen,,DE,Kent,yes,Allen McLane,False,False
56,"Cummins, Sr.",Daniel,,DE,Kent,yes,"Daniel Cummins, Sr.",False,False
57,Barker,Joseph,,DE,Kent,yes,Joseph Barker,False,False
58,White,Edward,,DE,Kent,yes,Edward White,False,False
59,Manlove,George,,DE,Kent,yes,George Manlove,False,False
60,Latimer,Ja.s,President,DE,New Castle,yes,Ja.s Latimer,False,False
61,Black,James,,DE,New Castle,yes,James Black,False,False
62,James,Jn.a,,DE,New Castle,yes,Jn.a James,False,False
63,"Bedford, Sr.",Gunning,,DE,New Castle,yes,"Gunning Bedford, Sr.",False,False
64,Johns,Kensey,,DE,New Castle,yes,Kensey Johns,False,False
65,Wastson,Thomas,,DE,New Castle,yes,Thomas Wastson,False,False
66,Maxwell,Solomon,,DE,New Castle,yes,Solomon Maxwell,False,False
67,Way,Nicholas,,DE,New Castle,yes,Nicholas Way,False,False
68,Duff,Thomas,,DE,New Castle,yes,Thomas Duff,False,False
69,"Bedford, Jr.",Gunning,,DE,New Castle,yes,"Gunning Bedford, Jr.",False,False
70,Wereat,John,President,GA,Richmond,yes,John Wereat,False,False
71,Stevens,William,,GA,Chatham,yes,William Stevens,False,False
72,Habersham,Joseph,,GA,Chatham,yes,Joseph Habersham,False,False
73,Davis,Jenkin,,GA,Effingham,yes,Jenkin Davis,False,False
74,Brownson,N.,,GA,Effingham,yes,N. Brownson,False,False
75,Telfair,Edward,,GA,Burke,yes,Edward Telfair,False,False
76,Todd,H.,,GA,Burke,yes,H. Todd,False,False
77,Few,William,,GA,Richmond,yes,William Few,False,False
78,McNeil,James,,GA,Richmond,yes,James McNeil,False,False
79,Matthews,George,,GA,Wilkes,yes,George Matthews,False,False
80,Sullivan,Florence,,GA,Wilkes,yes,Florence Sullivan,False,False
81,King,John,,GA,Wilkes,yes,John King,False,False
82,Powell,James,,GA,Liberty,yes,James Powell,False,False
83,Elliot,John,,GA,Liberty,yes,John Elliot,True,False
84,Maxwell,James,,GA,Liberty,yes,James Maxwell,False,False
85,Handley,George,,GA,Glynn,yes,George Handley,False,False
86,Hillary,Christopher,,GA,Glynn,yes,Christopher Hillary,False,False
87,Milton,J.,,GA,Glynn,yes,J. Milton,False,False
88,Osborne,Henry,,GA,Camden,yes,Henry Osborne,False,False
89,Seagrove,James,,GA,Camden,yes,James Seagrove,False,False
90,Weed,Jacob,,GA,Camden,yes,Jacob Weed,False,False
91,Irwin,Jared,,GA,Washington,yes,Jared Irwin,False,False
92,Rutherford,John,,GA,Washington,yes,John Rutherford,False,False
93,Christmas,Robert,,GA,Greene,yes,Robert Christmas,False,False
94,Daniell,Thomas,,GA,Greene,yes,Thomas Daniell,False,False
95,Middleton,R.,,GA,Greene,yes,R. Middleton,False,False
96,Griswold,Matthew,President,CT,,yes,Matthew Griswold,False,False
97,Strong,Jedediah,Secretary,CT,,did not vote,Jedediah Strong,True,True
98,Wadsworth,Jeremiah,,CT,,yes,Jeremiah Wadsworth,False,False
99,Root,Jesse,,CT,,yes,Jesse Root,False,False
100,Lee,Isaac,,CT,,yes,Isaac Lee,False,False
101,Hart,Selah,,CT,,yes,Selah Hart,False,False
102,"Peck, Jun.",Zebulon,,CT,,yes,"Zebulon Peck, Jun.",False,False
103,Pitkin,Elisha,,CT,,yes,Elisha Pitkin,False,False
104,Wolcott,Erastur,,CT,,yes,Erastur Wolcott,False,False
105,Watson,John,,CT,,yes,John Watson,False,False
106,Treadwell,John,,CT,,yes,John Treadwell,False,False
107,Judd,William,,CT,,yes,William Judd,False,False
108,Minor,Nathaniel,,CT,,yes,Nathaniel Minor,False,False
109,Sturges,Jonathan,,CT,,yes,Jonathan Sturges,False,False
110,Burr,Thaddeus,,CT,,yes,Thaddeus Burr,False,False
111,Whittlesey,Elisha,,CT,,yes,Elisha Whittlesey,False,False
112,White,Joseph Moss,,CT,,yes,Joseph Moss White,False,False
113,Mead,Amos,,CT,,yes,Amos Mead,False,False
114,Fitch,Jabez,,CT,,yes,Jabez Fitch,False,False
115,Beardsley,Nehemiah,,CT,,yes,Nehemiah Beardsley,False,False
116,Potter,James,,CT,,yes,James Potter,False,False
117,Chandler,John,,CT,,yes,John Chandler,False,False
118,Burnham,Issac,,CT,,yes,Issac Burnham,False,False
119,Wilder,John,,CT,,yes,John Wilder,False,False
120,Prindle,Mark,,CT,,yes,Mark Prindle,False,False
121,Hubbel,Jedediah,,CT,,yes,Jedediah Hubbel,False,False
122,Austin,Aaron,,CT,,yes,Aaron Austin,False,False
123,Canfield,Samuel,,CT,,yes,Samuel Canfield,False,False
124,Everitt,Daniel,,CT,,yes,Daniel Everitt,False,False
125,Fitch,Hezekiah,,CT,,yes,Hezekiah Fitch,False,False
126,Porter,Joshua,,CT,,yes,Joshua Porter,False,False
127,Hinma,Benjamin,,CT,,yes,Benjamin Hinma,False,False
128,Mosely,Joseph,,CT,,yes,Joseph Mosely,False,False
129,Goodrich,Wait,,CT,,yes,Wait Goodrich,False,False
130,Curtiss,John,,CT,,yes,John Curtiss,False,False
131,Barns,Asa,,CT,,yes,Asa Barns,False,False
132,Mitchell,Stephen Mix,,CT,,yes,Stephen Mix Mitchell,False,False
133,Chester,John,,CT,,yes,John Chester,False,False
134,Ellsworth,Oliver,,CT,,yes,Oliver Ellsworth,False,False
135,Newberry,Roger,,CT,,yes,Roger Newberry,False,False
136,Sherman,Roger,,CT,,yes,Roger Sherman,False,False
137,Edwards,Pierpont,,CT,,yes,Pierpont Edwards,False,False
138,Beach,Samuel,,CT,,yes,Samuel Beach,False,False
139,Holbrook,Daniel,,CT,,yes,Daniel Holbrook,False,False
140,Holbrook,John,,CT,,yes,John Holbrook,False,False
141,Buckingham,Gideon,,CT,,yes,Gideon Buckingham,False,False
142,"Mallet, Jun.",Lewis,,CT,,yes,"Lewis Mallet, Jun.",False,False
143,Hopkins,Joseph,,CT,,yes,Joseph Hopkins,False,False
144,Welton,John,,CT,,yes,John Welton,False,False
145,Law,Richard,,CT,,yes,Richard Law,False,False
146,Learned,Amasa,,CT,,yes,Amasa Learned,False,False
147,Huntington,Samuel,,CT,,yes,Samuel Huntington,False,False
148,Huntington,Jedediah,,CT,,yes,Jedediah Huntington,False,False
149,Huntington,Isaac,,CT,,yes,Isaac Huntington,False,False
150,Robbins,Robert,,CT,,yes,Robert Robbins,False,False
151,Foot,Daniel,,CT,,yes,Daniel Foot,False,False
152,Hyde,Eli,,CT,,yes,Eli Hyde,False,False
153,Woodbridge,Joseph,,CT,,yes,Joseph Woodbridge,False,False
154,Billings,Stephen,,CT,,yes,Stephen Billings,False,False
155,Lee,Andrew,,CT,,yes,Andrew Lee,False,False
156,Noyes,William,,CT,,yes,William Noyes,False,False
157,"Raymond, Jun.",Joshua ,,CT,,yes,"Joshua  Raymond, Jun.",False,False
158,Halsey,Jeremiah,,CT,,yes,Jeremiah Halsey,False,False
159,Coit,Wheeler,,CT,,yes,Wheeler Coit,False,False
160,Phelps,Charles,,CT,,yes,Charles Phelps,False,False
161,Beach,John,,CT,,yes,John Beach,False,False
162,Rogers,Hezekiah,,CT,,yes,Hezekiah Rogers,False,False
163,Sandford,Lemuel,,CT,,yes,Lemuel Sandford,False,False
164,Heron,William,,CT,,yes,William Heron,False,False
165,Bradley,Philip Burr,,CT,,yes,Philip Burr Bradley,False,False
166,Danchy,Nathan,,CT,,yes,Nathan Danchy,False,False
167,Davenport,James,,CT,,yes,James Davenport,False,False
168,"Davenport, Jun.",John,,CT,,yes,"John Davenport, Jun.",False,False
169,Johnson,William Samuel,,CT,,yes,William Samuel Johnson,False,False
170,Mills,Elisha,,CT,,yes,Elisha Mills,False,False
171,Dyer,Eliphalet,,CT,,yes,Eliphalet Dyer,False,False
172,Elderkin,Jedediah,,CT,,yes,Jedediah Elderkin,False,False
173,Smith,Simeon,,CT,,yes,Simeon Smith,False,False
174,Dow,Hendrick,,CT,,yes,Hendrick Dow,False,False
175,Paine,Seth,,CT,,yes,Seth Paine,False,False
176,Witter,Asa,,CT,,yes,Asa Witter,False,False
177,Cleveland,Moses,,CT,,yes,Moses Cleveland,False,False
178,Howe,Samson,,CT,,yes,Samson Howe,False,False
179,Danielson,William,,CT,,yes,William Danielson,False,False
180,Williams,William,,CT,,yes,William Williams,True,False
181,Bradford,James,,CT,,yes,James Bradford,False,False
182,Dunlap,Joshua,,CT,,yes,Joshua Dunlap,False,False
183,Learned,Daniel,,CT,,yes,Daniel Learned,False,False
184,Campbell,Moses,,CT,,yes,Moses Campbell,False,False
185,Dow,Benjamin,,CT,,yes,Benjamin Dow,False,False
186,Wolcott,Oliver,,CT,,yes,Oliver Wolcott,False,False
187,Strong,Jedediah,,CT,,yes,Jedediah Strong,True,True
188,Hawley,Moses,,CT,,yes,Moses Hawley,False,False
189,Burrall,Charles,,CT,,yes,Charles Burrall,False,False
190,Hale,Nathan,,CT,,yes,Nathan Hale,False,False
191,Miles,Daniel,,CT,,yes,Daniel Miles,False,False
192,Hall,Asaph,,CT,,yes,Asaph Hall,False,False
193,Sheldon,Epaphras,,CT,,yes,Epaphras Sheldon,False,False
194,Curtiss,Eleazer,,CT,,yes,Eleazer Curtiss,False,False
195,Whittlesey,John ,,CT,,yes,John  Whittlesey,False,False
196,Brinsmade,Dan. Nath.,,CT,,yes,Dan. Nath. Brinsmade,False,False
197,Fenn,Thomas,,CT,,yes,Thomas Fenn,False,False
198,Smith,David,,CT,,yes,David Smith,False,False
199,M'Cune,Robert,,CT,,yes,Robert M'Cune,False,False
200,Sherman,Daniel,,CT,,yes,Daniel Sherman,False,False
201,Orton,Samuel,,CT,,yes,Samuel Orton,False,False
202,Miller,Asher,,CT,,yes,Asher Miller,False,False
203,Parsons,Samuel H.,,CT,,yes,Samuel H. Parsons,False,False
204,White,Ebenezer,,CT,,yes,Ebenezer White,False,False
205,Goodrich,Hezekiah,,CT,,yes,Hezekiah Goodrich,False,False
206,Throop,Dyer,,CT,,yes,Dyer Throop,False,False
207,Chapman,Jabez,,CT,,yes,Jabez Chapman,False,False
208,Higgins,Cornelius,,CT,,yes,Cornelius Higgins,False,False
209,Brainard,Hezekiah,,CT,,yes,Hezekiah Brainard,False,False
210,Morgan,Theophilus,,CT,,yes,Theophilus Morgan,False,False
211,Lane,Hezekiah,,CT,,yes,Hezekiah Lane,False,False
212,Hart,William,,CT,,yes,William Hart,False,False
213,Shipman,Samuel,,CT,,yes,Samuel Shipman,False,False
214,West,Jeremiah,,CT,,yes,Jeremiah West,False,False
215,Chapman,Samuel,,CT,,yes,Samuel Chapman,False,False
216,Warner,Ichabod,,CT,,yes,Ichabod Warner,False,False
217,Carver,Samuel,,CT,,yes,Samuel Carver,False,False
218,Ripley,Jeremiah,,CT,,yes,Jeremiah Ripley,False,False
219,Root,Ephraim,,CT,,yes,Ephraim Root,False,False
220,Phelps,John,,CT,,yes,John Phelps,False,False
221,Foot,Isaac,,CT,,yes,Isaac Foot,False,False
222,Sessions,Abijah,,CT,,yes,Abijah Sessions,False,False
223,Holt,Caleb,,CT,,yes,Caleb Holt,False,False
224,Crocker,Seth,,CT,,yes,Seth Crocker,False,False
225,Perkins,Daniel,,CT,,no,Daniel Perkins,False,False
226,Holcomb,Hezekiah,,CT,,no,Hezekiah Holcomb,False,False
227,King,Alexander,,CT,,no,Alexander King,False,False
228,Todd,David,,CT,,no,David Todd,False,False
229,Phelps,Noah,,CT,,no,Noah Phelps,False,False
230,Humphry,Daniel,,CT,,no,Daniel Humphry,False,False
231,Gold,William ,,CT,,no,William  Gold,False,False
232,Hoadly,Timothy,,CT,,no,Timothy Hoadly,False,False
233,Brooks,David,,CT,,no,David Brooks,False,False
234,Wadsworth,James,,CT,,no,James Wadsworth,False,False
235,Hall,Daniel,,CT,,no,Daniel Hall,False,False
236,Davenport,Samuel,,CT,,no,Samuel Davenport,False,False
237,Ward,Andrew,,CT,,no,Andrew Ward,False,False
238,Elliot,John,,CT,,no,John Elliot,True,False
239,Bassett,Daniel,,CT,,no,Daniel Bassett,False,False
240,Hall,Street,,CT,,no,Street Hall,False,False
241,Whiting,Samuel,,CT,,no,Samuel Whiting,False,False
242,Osborn,Samuel,,CT,,no,Samuel Osborn,False,False
243,Newton,Samuel,,CT,,no,Samuel Newton,False,False
244,Carpenter,Ephraim,,CT,,no,Ephraim Carpenter,False,False
245,Southworth,Constant,,CT,,no,Constant Southworth,False,False
246,Atwood,Nathaniel,,CT,,no,Nathaniel Atwood,False,False
247,Randall,Jonathan,,CT,,no,Jonathan Randall,False,False
248,Cotton,Simon,,CT,,no,Simon Cotton,False,False
249,Pain,Stephen,,CT,,no,Stephen Pain,False,False
250,Perrin,Timothy,,CT,,no,Timothy Perrin,False,False
251,Wilder,Joseph,,CT,,no,Joseph Wilder,False,False
252,Patterson,Matthew,,CT,,no,Matthew Patterson,False,False
253,Wilson,Abner,,CT,,no,Abner Wilson,False,False
254,Goodman,Thomas,,CT,,no,Thomas Goodman,False,False
255,Humphry,Asahel,,CT,,no,Asahel Humphry,False,False
256,Humphry,Hosea,,CT,,no,Hosea Humphry,False,False
257,Coleman,Josiah,,CT,,no,Josiah Coleman,False,False
258,Gillet,Jonathan,,CT,,no,Jonathan Gillet,False,False
259,Enos,Eliphalet,,CT,,no,Eliphalet Enos,False,False
260,Nash,Ebenezer,,CT,,no,Ebenezer Nash,False,False
261,Ingham,Daniel,,CT,,no,Daniel Ingham,False,False
262,Marvin,Elihu,,CT,,no,Elihu Marvin,False,False
263,Pomeroy,Joshua,,CT,,no,Joshua Pomeroy,False,False
264,Pease,Abiel,,CT,,no,Abiel Pease,False,False
265,Barnes,Richard,,MD,Saint Mary's County,yes,Richard Barnes,False,False
266,Chilton,Charles,,MD,Saint Mary's County,yes,Charles Chilton,False,False
267,Sewall,Nicholas Lewis,,MD,Saint Mary's County,yes,Nicholas Lewis Sewall,False,False
268,Tilghman,William,,MD,Kent County,yes,William Tilghman,False,False
269,Yates,Donaldson,,MD,Kent County,yes,Donaldson Yates,False,False
270,Perkins,Isaac,,MD,Kent County,yes,Isaac Perkins,False,False
271,Granger,William,,MD,Kent County,yes,William Granger,False,False
272,Wilkinson,Joseph,,MD,Calvert County,yes,Joseph Wilkinson,False,False
273,Grahame,Charles,,MD,Calvert County,yes,Charles Grahame,False,False
274,"Chesley, Jun.",John,,MD,Calvert County,yes,"John Chesley, Jun.",False,False
275,Smith,Walter,,MD,Calvert County,yes,Walter Smith,False,False
276,Brown,Gustavus Richard,,MD,Charles County,yes,Gustavus Richard Brown,False,False
277,Plater,George,President,MD,Saint Mary's County,yes,George Plater,False,False
278,Sulivane,Daniel,,MD,Dorchester County,yes,Daniel Sulivane,False,False
279,Shaw,James,,MD,Dorchester County,yes,James Shaw,False,False
280,Gilpin,Joseph,,MD,Cecil County,yes,Joseph Gilpin,False,False
281,Hollingsworth,Henry,,MD,Cecil County,yes,Henry Hollingsworth,False,False
282,Heron,James Gordon,,MD,Cecil County,yes,James Gordon Heron,False,False
283,Evans,Samuel,,MD,Cecil County,yes,Samuel Evans,False,False
284,Bowie,Fielder,,MD,Prince George's County,yes,Fielder Bowie,False,False
285,Sprigg,Osborn,,MD,Prince George's County,yes,Osborn Sprigg,False,False
286,Hall,Benjamin,,MD,Prince George's County,yes,Benjamin Hall,False,False
287,Digges,George,,MD,Prince George's County,yes,George Digges,False,False
288,Carroll,Nicholas,,MD,City of Annapolis,yes,Nicholas Carroll,False,False
289,Parnham,John,,MD,Charles County,yes,John Parnham,False,False
290,Turner,Zephaniah,,MD,Charles County,yes,Zephaniah Turner,False,False
291,Stone,Michael Jenifer,,MD,Charles County,yes,Michael Jenifer Stone,False,False
292,"Goldsborough, Jun.",Robert,,MD,Talbot County,yes,"Robert Goldsborough, Jun.",False,False
293,Lloyd,Edward,,MD,Talbot County,yes,Edward Lloyd,False,False
294,Stevens,John,,MD,Talbot County,yes,John Stevens,True,False
295,Gale,George,,MD,Somerset County,yes,George Gale,False,False
296,Waggaman,Henry,,MD,Somerset County,yes,Henry Waggaman,False,False
297,Stewart,John,,MD,Somerset County,yes,John Stewart,True,False
298,Gale,John,,MD,Somerset County,yes,John Gale,False,False
299,Hammond,Nicholas,,MD,Dorchester County,yes,Nicholas Hammond,False,False
300,Faw,Abraham,,MD,Frederick County,yes,Abraham Faw,False,False
301,Paca,William,,MD,Harford County,yes,William Paca,False,False
302,Richardson,William,,MD,Caroline County,yes,William Richardson,False,False
303,Richardson,Joseph,,MD,Caroline County,yes,Joseph Richardson,False,False
304,Driver,Matthew,,MD,Caroline County,yes,Matthew Driver,False,False
305,Edmondson,Peter,,MD,Caroline County,yes,Peter Edmondson,False,False
306,McHenry,James,,MD,Baltimore Town,yes,James McHenry,False,False
307,Coulter,John,,MD,Baltimore Town,yes,John Coulter,False,False
308,Hanson,Alexander Conlee,,MD,City of Annapolis,yes,Alexander Conlee Hanson,False,False
309,Tilghman,James,,MD,Queen Ann's County,yes,James Tilghman,False,False
310,Seney,John,,MD,Queen Ann's County,yes,John Seney,False,False
311,Hollyday,James,,MD,Queen Ann's County,yes,James Hollyday,False,False
312,Hemsley,William,,MD,Queen Ann's County,yes,William Hemsley,False,False
313,Chaille,Peter,,MD,Worchester County,yes,Peter Chaille,False,False
314,Martin,James,,MD,Worchester County,yes,James Martin,False,False
315,Morris,William,,MD,Worchester County,yes,William Morris,False,False
316,Done,John,,MD,Worchester County,yes,John Done,False,False
317,Johnson,Thomas,,MD,Frederick County,yes,Thomas Johnson,False,False
318,Lee,Thomas Sim,,MD,Frederick County,yes,Thomas Sim Lee,False,False
319,Potts,Richard,,MD,Frederick County,yes,Richard Potts,False,False
320,Sprigg,Thomas,,MD,Washington County,yes,Thomas Sprigg,False,False
321,Stull,John,,MD,Washington County,yes,John Stull,False,False
322,Rawlings,Moses,,MD,Washington County,yes,Moses Rawlings,False,False
323,Shryock,Henry,,MD,Washington County,yes,Henry Shryock,False,False
324,Cramphin,Thomas,,MD,Montgomery County,yes,Thomas Cramphin,False,False
325,Thomas,Richard,,MD,Montgomery County,yes,Richard Thomas,False,False
326,"Deakins, Jun.",William,,MD,Montgomery County,yes,"William Deakins, Jun.",False,False
327,Edwards,Benjamin,,MD,Montgomery County,yes,Benjamin Edwards,False,False
328,Harwood,William,Clerk,MD,,did not vote,William Harwood,False,False
329,Chase,Jeremiah Townley,,MD,Ann Arundel County,no,Jeremiah Townley Chase,False,False
330,Chase,Samuel,,MD,Ann Arundel County,no,Samuel Chase,False,False
331,Mercer,John Francis,,MD,Ann Arundel County,no,John Francis Mercer,False,False
332,Harrison,Benjamin,,MD,Ann Arundel County,no,Benjamin Harrison,False,False
333,Ridgely,Charles,,MD,Baltimore County,no,Charles Ridgely,True,True
334,Ridgely,Charles,son of William,MD,Baltimore County,no,Charles Ridgely,True,True
335,Cockey,Edward,,MD,Baltimore County,no,Edward Cockey,False,False
336,Cromwell,Nathan,,MD,Baltimore County,no,Nathan Cromwell,False,False
337,Love,John,,MD,Harford County,no,John Love,False,False
338,Pinkney,William,,MD,Harford County,no,William Pinkney,False,False
339,Martin,Luther,,MD,Harford County,no,Luther Martin,False,False
340,Goldsborough,Robert,,MD,Dorchester County,Did not vote,Robert Goldsborough,False,False
341,Curtis,Edmund,,VA,,no,Edmund Curtis,False,False
342,Parker,George,,VA,,yes,George Parker,False,False
343,Nicolas,George,,VA,,yes,George Nicolas,False,False
344,Nicolas,Wilson Cary,,VA,,yes,Wilson Cary Nicolas,False,False
345,Pride,John,,VA,,no,John Pride,False,False
346,Booker,Edmund,,VA,,no,Edmund Booker,False,False
347,Cabell,William,,VA,,no,William Cabell,False,False
348,Cabell,Samuel Jordan,,VA,,no,Samuel Jordan Cabell,False,False
349,Johnston,Zachariah,,VA,,yes,Zachariah Johnston,False,False
350,Stuart,Archibald,,VA,,yes,Archibald Stuart,False,False
351,Trigg,John,,VA,,no,John Trigg,False,False
352,Clay,Charles,,VA,,no,Charles Clay,False,False
353,Darke,William,,VA,,yes,William Darke,False,False
354,Stephen,Adam,,VA,,yes,Adam Stephen,False,False
355,Fleming,William,,VA,,yes,William Fleming,False,False
356,McFerran,Martin,,VA,,yes,Martin McFerran,False,False
357,Lee,Henry,,VA,Bourbon,no,Henry Lee,False,False
358,Conn,Notley,,VA,,Did not vote,Notley Conn,False,False
359,Jones,John,,VA,,no,John Jones,True,False
360,Jones,Binns,,VA,,no,Binns Jones,False,False
361,Patteson,Charles,,VA,,no,Charles Patteson,False,False
362,Bell,David,,VA,,no,David Bell,False,False
363,Alexander,Robert,,VA,,no,Robert Alexander,True,False
364,Winston,Edmund,,VA,,no,Edmund Winston,False,False
365,Pendleton,Edmund,Honorable,VA,,yes,Edmund Pendleton,False,False
366,Taylor,James,,VA,,yes,James Taylor,True,True
367,Read,Thomas,,VA,Charlotte,no,Thomas Read,False,False
368,Carrington,Paul,Honorable,VA,Charlotte,yes,Paul Carrington,False,False
369,Harrison V,Benjamin,,VA,Charles City,no,Benjamin Harrison V,False,False
370,"Tyler, Sr.",John,Honorable,VA,Charles City,no,"John Tyler, Sr.",False,False
371,Patteson,David,,VA,Chesterfield,yes,David Patteson,False,False
372,"Pankey, Jun.",Stephen,,VA,Chesterfield,no,"Stephen Pankey, Jun.",False,False
373,Michaux,Joseph,,VA,Cumberland,no,Joseph Michaux,False,False
374,Drew,Thomas,,VA,Cumberland,no,Thomas Drew,False,False
375,Strother,French,,VA,Culpeper,no,French Strother,False,False
376,Early,Joel,,VA,Culpeper,no,Joel Early,False,False
377,Jones,Joseph,,VA,Dinwiddie,no,Joseph Jones,False,False
378,Watkins,William,,VA,Dinwiddie,no,William Watkins,False,False
379,King,Miles,,VA,Elizabeth City,yes,Miles King,False,False
380,Westwood,Worllich,,VA,Elizabeth City,yes,Worllich Westwood,False,False
381,Upshaw,James,,VA,Essex,no,James Upshaw,False,False
382,Smith,Meriwether,,VA,Essex,no,Meriwether Smith,False,False
383,Stuart,David,,VA,Fairfax,yes,David Stuart,False,False
384,Simms,Charles,,VA,Fairfax,yes,Charles Simms,False,False
385,Marshall,Humphrey,,VA,Fayette,yes,Humphrey Marshall,False,False
386,Fowler,John,,VA,Fayette,no,John Fowler,False,False
387,Pickett,Martin,,VA,Fauquier,yes,Martin Pickett,False,False
388,Brooke,Humphrey,,VA,Fauquier,yes,Humphrey Brooke,False,False
389,Richardson,Samuel ,,VA,Fluvanna,no,Samuel  Richardson,False,False
390,Haden,Joseph,,VA,Fluvanna,no,Joseph Haden,False,False
391,Woodcock,John Sheaman,,VA,Frederick,yes,John Sheaman Woodcock,False,False
392,White,Alexander,,VA,Frederick,yes,Alexander White,False,False
393,Early,John,,VA,Franklin,no,John Early,False,False
394,Arthur,Thomas,,VA,Franklin,no,Thomas Arthur,False,False
395,Lewis,Warner,,VA,Gloucester,yes,Warner Lewis,False,False
396,Smith,Thomas,,VA,Gloucester,yes,Thomas Smith,True,False
397,Guerrant,John,,VA,Goochland,no,John Guerrant,False,False
398,Sampson,William,,VA,Goochland,no,William Sampson,False,False
399,Clendenin,George,,VA,Greenbrier,yes,George Clendenin,False,False
400,Stuart,John,,VA,Greenbrier,yes,John Stuart,False,False
401,Mason,William,,VA,Greensville,yes,William Mason,False,False
402,Fisher,Daniel,,VA,Greensville,yes,Daniel Fisher,False,False
403,Coles,Isaac,,VA,Halifax,no,Isaac Coles,False,False
404,Carrington,George,,VA,Halifax,no,George Carrington,False,False
405,Woodrow,Andrew,,VA,Hampshire,yes,Andrew Woodrow,False,False
406,Humphreys,Ralph,,VA,Hampshire,yes,Ralph Humphreys,False,False
407,Goodall,Parke,,VA,Hanover,no,Parke Goodall,False,False
408,Littlepage,John Carter,,VA,Hanover,no,John Carter Littlepage,False,False
