,First Name,Last Name,Search Town,Search County,Search State,Name,"Home in 1790 (City, County, State)",index_new,valid
71,William,Belcher,Preston,New London County,CT,William Belcher | William Beleher,"Litchfield, Litchfield, Connecticut",116,0
114,William,Joseph,Hartford,Hartford County,CT,William Roseter | William Josephs,"Guilford, New Haven, Connecticut",184,0
126,Ichabod,Warner,Bolton,Tolland County,CT,J. Ichabod Warner | J Schabod Warner,"Washington, Litchfield, Connecticut",199,0
163,Elizabeth,Brown,Newport,Newport County,RI,Elizabeth Brown,"Providence, Providence, Rhode Island",249,0
194,Nancy,Smith,New Haven,New Haven County,CT,Henry Smith | Nancy Smith,"Litchfield, Litchfield, Connecticut",313,0
207,John,Comstock,Fairfield,Fairfield County,CT,John Comstack | John Comstock | John Comstock,"New Milford, Litchfield, Connecticut",326,0
275,Abigail,Bulkley,Colchester,New London County,CT,Abigail Bulkley,"Fairfield, Fairfield, Connecticut",423,0
316,Stephen,Foot,Colchester,New London County,CT,Stephen Foot,"Hebron, Tolland, Connecticut",490,0
319,Susannah,White,Windham,Windham County,CT,Susannah White,"Scituate, Providence, Rhode Island",493,0
403,Thomas,Chester,Wethersfield,Hartford County,CT,Thomas Chester,"New London, Connecticut",625,0
416,Joseph,Hovey,Mansfield Center,Tolland County,CT,Joseph Hovey,"Mansfield, Windham, Connecticut",644,0
419,Seth,Dunham,Mansfield Center,Tolland County,CT,Seth Dunham,"Mansfield, Windham, Connecticut",647,0
436,Michael,Bull,Hartford,Hartford County,CT,Michael Bull,"Harwinton, Litchfield, Connecticut",679,0
446,Nathaniel,Cogswell,Brooklyn,Windham County,CT,Nathl Cogswell| Nathaniel Cogswell,"New London, Connecticut",690,0
451,Benjamin,Isaacs,Norwalk,Fairfield County,CT,Benjamin Isaacs,"Frederickstown, Dutchess, New York",704,0
475,Stephen,Holt,New Haven,New Haven County,CT,Stephen Holt | Stephen Hott,"New London, Connecticut",736,0
497,Zachariah,Huntington,Derby,New Haven County,CT,Zachariah Huntington,"New London, Connecticut",780,0
505,Jacob B,Gurley,Mansfield Center,Tolland County,CT,Jacob B Gurley,"Mansfield, Windham, Connecticut",789,0
514,Elias,Perkins,New London,New London County,CT,Elias Perkins,"Woodbridge, New Haven, Connecticut",802,0
545,Benjamin,Stoddert,Georgetown,Cecil County,MD,Benjn Stoddert | Richd Hodding | Benjamin Stoddert,"Montgomery, Maryland",860,0
546,Uriah,Forrest,Georgetown,Cecil County,MD,Uriah Forrest | Uriah Fouse,"Montgomery, Maryland",861
593,John,Muir,Annapolis,Anne Arundel County,MD,John Muir,"North Susquehannah, Cecil, Maryland",954
621,Richard,Owen,Annapolis,Anne Arundel County,MD,Richard Owen,"Charles, Maryland",982
632,Benjamin,Harwood,Annapolis,Anne Arundel County,MD,Benjamin Harwood,"Prince Georges, Maryland",1006
708,Jacob,Graybill,Baltimore,Baltimore County,MD,Jacob Graybill,"Frederick, Maryland",1130
762,John,Mason,Georgetown,Cecil County,MD,John Mason | John Maron,"Harford, Maryland",1223
793,John,Hogg,Hillsborough,Orange County,NC,John Hogg,"Franklin, North Carolina",1296
867,Simon,Ward,North Hampton,Rockingham County,NH,Simon Ward,"Warner, Hillsborough, New Hampshire",1418
927,John,Bleakley,Philadelphia,Philadelphia County,PA,John Bleakly | John Bleakley,"Tredifferin, Chester, Pennsylvania",1509
961,Griffith,Evans,Philadelphia,Philadelphia County,PA,Griffith Evans,"Montgomery, Pennsylvania",1570
1031,John,Armstrong,Armstrong,Lycoming County,PA,John Armstrong,"Northumberland, Pennsylvania",1679
1107,David,Lewis,Philadelphia,Philadelphia County,PA,David Lewis,"Radnor, Delaware, Pennsylvania",1839
1154,Israel,Morris,Philadelphia,Philadelphia County,PA,Israel Morris,"Bucks, Pennsylvania",1949
1302,James,Gilchrist,Philadelphia,Philadelphia County,PA,James Gelchrist| James Gilchrist,"Mixed Township, York, Pennsylvania",2206
1340,David,Caldwell,Philadelphia,Philadelphia County,PA,David Caldwell | David Coldwell,"Springfield, Delaware, Pennsylvania",2267
1342,William,Stuart,King George,King George County,VA,William Stuart,"Charles, Maryland",2275
1565,William,Battey,Warwick,Kent County,RI,William Battey | William Batley,"Jamestown, Newport, Rhode Island",2664
1629,Peleg,Brown,Middletown,Middlesex County,CT,Peleg Brown | Peter Brown,"New London, Connecticut",2752
1736,Samuel,Sampson,Providence,Providence County,RI,Samuel Sampson,"Harvard, Worcester, Massachusetts",2901
1831,Henry Collins,Flagg,Charleston,Charleston County,SC,Henry Collins Flagg | Henry Colton Flagg,"All Saints, Georgetown, South Carolina",3084
1835,Samuel,Paxton,Williamsburg,James City County,VA,Samuel Paxton,"Patapsco Lower Hundred, Baltimore, Maryland",3088
1842,James,Fisher,Charleston,Charleston County,SC,James Fisher | James Tisher,"Greenville, South Carolina",3099
1858,Joseph,Brevard,Camden,Kershaw County,SC,Joseph Brevard | Joseph Willard,"Lancaster, South Carolina",3129
1879,Henry,Bailey,Charleston,Charleston County,SC,Henry Bailey | Herry Bailey,"Union, South Carolina",3180
1881,Calvin,Spencer,Charleston,Charleston County,SC,Calvin Spencer,"St Thomas, Cheraws District, South Carolina",3182
1888,Joseph,Kershaw,Camden,Kershaw County,SC,Joseph Kershaw,"Lancaster, South Carolina",3189
1902,Thomas,Wadsworth,Charleston,Charleston County,SC,Thomas Wadsworth Esquire,"Laurens, South Carolina",3229
42,Enoch,Parsons,Middletown,Middlesex County,CT,Enoch Persons | Enoch Pinons,"Litchfield, Litchfield, Connecticut",63
86,Anne,Brooker,Stamford,Fairfield County,CT,John Brooker,"Litchfield, Litchfield, Connecticut",147
93,Robert C,Johnson,Stratford,Fairfield County,CT,Robert Johnson,"New Haven, New Haven, Connecticut",160
113,Elial,Williams,Wethersfield,Hartford County,CT,Willoby Williams | Willoly Williams,"Wallingford, New Haven, Connecticut",183
181,Mary,Judson,Danbury,Fairfield County,CT,Seth Judson | S M Juston,"Woodbury, Litchfield, Connecticut",288
196,John,Olmsted,Colchester,New London County,CT,Jehd Olmstead | John Hanstead,"East Haddam, Middlesex, Connecticut",315
197,Jane,Olmsted,East Hartford,Hartford County,CT,Jehd Olmstead | John Hanstead,"East Haddam, Middlesex, Connecticut",315
241,James,Deanes,Lebanon,Windham County,CT,James Dean,"New London, Connecticut",373
242,James,Deans,Lebanon,Windham County,CT,James Dean,"New London, Connecticut",373
340,Nathaniel,Matson,Windsor,Hartford County,CT,Nathn Mathson | Nathn Matson,"Pomfret, Windham, Connecticut",531
347,Mary,Torrey,Lebanon,Windham County,CT,Mary Terry | Mary Jerry,"Southold, Suffolk, New York",538
360,Matthew,Lee,Farmington,Hartford County,CT,John M Lee,"New London, Connecticut",551
381,Leah,Fellows,Woodstock,Windham County,CT,Lois Fellows,"Litchfield, Litchfield, Connecticut",583
445,Nathan,Cogswell,Brooklyn,Windham County,CT,Nathl Cogswell| Nathaniel Cogswell,"New London, Connecticut",690
459,Samuel,Beamont,Lebanon,Windham County,CT,Samuel Beaumont,"Saybrook, Middlesex, Connecticut",715
506,Abner,andruss,Wallingford,New Haven County,CT,Abner Andrus,"Granby, Hartford, Connecticut",790
511,Aaron,Forbes,New Haven,New Haven County,CT,Aaron Forbs,"East Hartford, Hartford, Connecticut",797
602,John,Threlkeld,Georgetown,Cecil County,MD,Jane Threlkild| Jane Threlkeld | Jane Orme Threlkild,"Montgomery, Maryland",964
622,Richard,Owens,Annapolis,Anne Arundel County,MD,Richard Owen,"Charles, Maryland",982
641,John,Mcclellan,Baltimore,Baltimore County,MD,John McClelan,"Unknown Township, St Marys, Maryland",1021
653,Charles,Beatty,Georgetown,Cecil County,MD,Charles Betty,"Montgomery, Maryland",1038
692,John,Callahan,Annapolis,Anne Arundel County,MD,John Callehan,"Prince Georges, Maryland",1098
693,John,Callhan,Annapolis,Anne Arundel County,MD,John Callehan,"Prince Georges, Maryland",1098
700,James,Brice,Annapolis,Anne Arundel County,MD,James Brue | Thomas Brice,"Queen Annes, Maryland",1110
701,William,Wilkins,Annapolis,Anne Arundel County,MD,Wm Walkins,"Patapsco Lower Hundred, Baltimore, Maryland",1116
707,Jacob,Graybell,Baltimore,Baltimore County,MD,Jacob Graybill,"Frederick, Maryland",1130
756,Daniel,Delozier,Baltimore,Baltimore County,MD,Daniel Delosier,"Frederick, Maryland",1216
774,George,Pickett,Richmond,Chesterfield County,VA,George Picket| George Pigott,"Bedford, Pennsylvania",1242
790,Betty,Wright,New Bern,Craven County,NC,Elizabeth Wright,"Onslow, North Carolina",1293
850,Israel,Evans,Concord,Grafton County,NH,Charles J Evans | Charles I Evans,"Brooklyn, Kings, New York",1383
866,Timothy,Wathers,Concord,Grafton County,NH,Timothy Waters,"Hartland, Windsor, Vermont",1417
868,Daniel,Marsh,Stoughton,Norfolk County,MA,Daniel March,"Sutton, Worcester, Massachusetts",1419
917,Abigail,Ash,Philadelphia,Philadelphia County,PA,Abigal Ash,"Darby, Delaware, Pennsylvania",1496
967,Robert,McCrea,Alexandria,Fairfax County,VA,Robert McRee,"Mecklenburg, North Carolina",1580
968,Robert,Mease,Alexandria,Fairfax County,VA,Robert Maise | Robert Marse | Mayes,"Orangeburg, South Carolina",1581
1042,Dorethea,Losh,New Germantown,Perry County,PA,Dorrithy Losh,"Germantown, Philadelphia, Pennsylvania",1699
1043,Dorothea,Losh,New Germantown,Perry County,PA,Dorrithy Losh,"Germantown, Philadelphia, Pennsylvania",1699
1056,andrew,Porter,Philadelphia,Philadelphia County,PA,Andw Porter| Andrew Porter,"Montgomery, Pennsylvania",1725
1096,Mary,Correy,Philadelphia,Philadelphia County,PA,Mary Carey,"Franklin, Pennsylvania",1806
1114,Peter,Wikoff,Philadelphia,Philadelphia County,PA,Peter Wycoffe| Peter Wyckoff,"Northumberland, Pennsylvania",1852
1137,Philip,Rothrock,York Township,York County,PA,Philip Roderock | Philip Rodecock,"Washington, Maryland",1908
1155,Margaret,Robnison,Philadelphia,Philadelphia County,PA,Margret Robinson| Martha Robinson,"Unity, Westmoreland, Pennsylvania",1951
1168,Abraham,Witt,Philadelphia,Philadelphia County,PA,Abraham White,"Georges, Fayette, Pennsylvania",1980
1214,George,Weedon,Fredericksburg,Spotsylvania County,VA,George Weeden,"Providence, Providence, Rhode Island",2061
1217,Anna,Cunningham,Philadelphia,Philadelphia County,PA,John Cuningham,"Marple, Delaware, Pennsylvania",2070
1219,Thomas,Francis,Philadelphia,Philadelphia County,PA,Thomas Frances | Thomas Francess,"Radnor, Delaware, Pennsylvania",2075
1247,Pontius D,Stelle,Trenton,Hunterdon County,NJ,George Stale | George State | George D Stahle Steele,"German Flatts, Montgomery, New York",2116
1261,William,Stein,Philadelphia,Philadelphia County,PA,William Steen | William Stern,"Hopewell, Newton, Tyborn, and Westpensboro, Cumberland, Pennsylvania",2133
1262,Williams,Stein,Philadelphia,Philadelphia County,PA,William Steen | William Stern,"Hopewell, Newton, Tyborn, and Westpensboro, Cumberland, Pennsylvania",2133
1277,Henry,Huttleston,Lancaster,Lancaster County,PA,Henry Hudleston | Henry Huddleston | Henry Huddleston,"Bucks, Pennsylvania",2151
1282,Susannah,Shepard,Philadelphia,Philadelphia County,PA,S Shirer | S Shiper,"Hellam, York, Pennsylvania",2158
1283,Charles,Bensell,New Germantown,Perry County,PA,Charles Bensyl,"Germantown, Philadelphia, Pennsylvania",2166
1285,William,Garrett,Philadelphia,Philadelphia County,PA,Wm Jarrett | Wm Garrett,"Montgomery, Pennsylvania",2172
1330,Jacob Lawer,Swyler,Philadelphia,Philadelphia County,PA,Jacob Seller,"Bucks, Pennsylvania",2253
1347,James,Lyle,Philadelphia,Philadelphia County,PA,James Lysle,"Huntingdon, Pennsylvania",2280
1373,Joseph Le,Blane,Philadelphia,Philadelphia County,PA,Joseph Blane,"Hopewell, Newton, Tyborn, and Westpensboro, Cumberland, Pennsylvania",2332
1382,James,O'Hara,Pittsburgh,Allegheny County,PA,James Hare | James Hara,"Sadsbury, Chester, Pennsylvania",2346
1416,George,Booth,Philadelphia,Philadelphia County,PA,George Botts | George Both,"German, Fayette, Pennsylvania",2422
1420,William,Lynch,Philadelphia,Philadelphia County,PA,George M Lynch | George W Lynch,"Dauphin, Pennsylvania",2428
1434,James Gordon,Heron,Pittsburgh,Allegheny County,PA,James Herron | John Herron,"Armstrong, Westmoreland, Pennsylvania",2449
1447,Thomas,Biddle,Philadelphia,Philadelphia County,PA,Thos Biddle,"Montgomery, Pennsylvania",2477
1478,Sarah,Bradfeid,Northampton,Hampshire County,MA,Sarah Bradford,"Kingston, Plymouth, Massachusetts",2532
1486,Thomas,Casey,East Greenwich,Kent County,RI,Thomas Case,"Exeter, Washington, Rhode Island",2556
1524,Zephaniah,andrews,Providence,Providence County,RI,Zepheniah Andrews,"Raynham, Bristol, Massachusetts",2600
1635,Martha,Robinson,Attleboro,Bristol County,MA,Thomas R Robinson | Thomas M Robinson,"Newport, Newport, Rhode Island",2757,0
1714,Robert,Cooke,Newport,Newport County,RI,Robert Cook,"Coventry, Kent, Rhode Island",2868
1775,Daniel,Tefft,Providence,Providence County,RI,Daniel Taft | Daniel Gott,"Mendon, Worcester, Massachusetts",2978,0
1804,Williams,Thayer,Charleston,Charleston County,SC,William Teague | Philipson Tayer,"Laurens, South Carolina",3041,0
1824,John,Chesnut,Camden,Kershaw County,SC,Jno Chestnut | Jno Chesnut,"Lancaster, South Carolina",3066,0
1846,John,Harbach,Boston,Suffolk County,MA,John Harback,"Sutton, Worcester, Massachusetts",3107,0
1890,Nathan,Glen,Philadelphia,Philadelphia County,PA,Nathan Gullen,"Coventry, Chester, Pennsylvania",3191,0
