,First Name,Last Name,Search Town,Search County,Search State,Name,"Home in 1790 (City, County, State)",index_new,valid
1671,William Nevill,Thomas,Charleston,Charleston County,SC,Williams Thomas | William Thomas | William Thomas,"St Phillips and St Michaels, Charleston, South Carolina",3226,1
1672,William Nevill,Thomas,Charleston,Charleston County,SC,Wm Thomas,"St Georges, Charleston, South Carolina",3227,1
1675,James,Gordon,Charleston,Charleston County,SC,Jas Gordon | Jae Gordon,"St Johns, Charleston, South Carolina",3235,1
1687,Samuel,Prioleau,Charleston,Charleston County,SC,Sam Prioleau | Saml Prioleau,"St James Goose Creek, Charleston, South Carolina",3259,1
1688,Samuel,Prioleau,Charleston,Charleston County,SC,Saml Prioleau,"St James Goose Creek, Charleston, South Carolina",3260,1
291,Phineas,Miller,,,GA,"Charles, (S. P.) Miller Senior | Charles Miller Senior","Kent, Maryland",700,0
349,Archibald,Hervey,,,SC,Archd Hervey,"Harford, Maryland",823,0
350,Archibald,Hervey,,,SC,Archd Hervey | Richd Hervey,"Harford, Maryland",824,0
351,Archibald,Hervey,,,SC,Archibaid Harvey | Archibald Harvey,"Kent, Maryland",825,0
365,Morton,Williams,,,SC,Jas McWilliams | Jas M Williams,"Franklin, Pennsylvania",844,0
507,Jacob,Cox,,,VA,Jacob Cox,"Prince Georges, Maryland",1112,0
508,Jacob,Cox,,,VA,Jacob Cox,"Pasquotank, North Carolina",1113,0
529,Samuel,Beall,,,VA,Samuel Beall,"Montgomery, Maryland",1148,0
530,Samuel,Beall,,,VA,Samuel Beail | Samuel Boall | Samuel Beall,"Washington, Maryland",1149,0
531,Samuel,Beall,,,VA,Daniel Bayles | Samuel Bayler,"Harford, Maryland",1150,0
719,Edward,Thompson,,,PA,Edward Thompson,"Harford, Maryland",1526,0
720,Edward,Thompson,,,PA,Edwd Thompson,"Harford, Maryland",1527,0
764,Nathaniel G,Phillips,,,PA,Nathaniel Phillips,"Queen Annes, Maryland",1628,0
765,Nathaniel G,Phillips,,,PA,Nathan Phillips,"Queen Annes, Maryland",1629,0
766,Nathaniel G,Phillips,,,PA,Nathan Phillips | Nathan Phillip,"Queen Annes, Maryland",1630,0
785,Ebenezar,Denny,,,PA,James E Denney | E James Denney,"Talbot, Maryland",1658,0
787,Ebenezer,Denny,,,PA,James E Denney | E James Denney,"Talbot, Maryland",1658,0
799,Lieu John,Pratt,,,PA,Reverend John Roe Pratt | Reverend John Isatt,"Queen Annes, Maryland",1680
828,Hannah,Buck,,,PA,John (R. H.) Beck | John Beck,"Kent, Maryland",1737,0
913,William,Bond,,,PA,Captain Capt William Bond | Captain William Bonden | William Bond,"Montgomery, Maryland",1846,0
921,Jonathan,Gront,,,PA,Jonothan Grant | Jonathan Grant,"Talbot, Maryland",1864,0
963,Jeffrey,Clark,,,PA,Jessey Glark | Jefrey Clark | Jessey Clark | Jessey Clark | Jeffrey Clark | Jesse Clark,"Mecklenburg, North Carolina",1919,0
964,Jeffrey,Clark,,,PA,J Clarke | J Clark,"Claremont, South Carolina",1920,0
966,Jeffrey,Clerk,,,PA,Jessey Glark | Jefrey Clark | Jessey Clark | Jessey Clark | Jeffrey Clark | Jesse Clark,"Mecklenburg, North Carolina",1919,0
967,Jeffrey,Clerk,,,PA,J Clarke | J Clark,"Claremont, South Carolina",1920,0
1082,Joseph,Hopkinson,,,PA,Joseph Hopkins | Joseph Hiphias,"Bertie, North Carolina",2123,0
1083,Joseph,Hopkinson,,,PA,Joseph Hopkins | Joseph Stapkins,"Union, South Carolina",2124,0
1312,William,Speneer,,,NJ,Wm Spanner | Wm Spamer | Wm Spann,"Claremont, South Carolina",2507,0
1371,Mary,Low,,,RI,Mary Lowe,"Prince Georges, Maryland",2628,0
1372,Mary,Low,,,RI,Mary Lowe | Mary Lore | Laws,"Wilkes, North Carolina",2629,0
1472,Jn,Demount,,,RI,John Diment | John Dement,"Charles, Maryland",2854,0
1553,William,Wheater,,,RI,William Whealer | William Wheater,"New London, Connecticut",3001,0
1558,William,Littlefield,,,RI,Wm Littlefield,"Union, South Carolina",3008,0
1570,Mehitable,Davis,,,RI,John M Davis | M John Davis,"Talbot, Maryland",3029,0
1571,Mehitable,Davis,,,RI,Wm Davis | M Davisw | William Davis,"Burke, North Carolina",3030,0
1601,Francis,Ingraham,,,SC,Francis Ingram,"Washington, Maryland",3101,0
1651,Samuel,Stirk,,,SC,Samuel Stark,"Anne Arundel, Maryland",3197,0
1652,Samuel,Stirk,,,SC,Samuel Stark,"Luzerne, Pennsylvania",3198,0
1653,Samuel,Stirk,,,SC,Samuel Stark | Samuel Mack | Samuel Slack | Samuel Mack | Samuel Mack,"New London, Connecticut",3199,0
344,James,Smith,,Effingham County,GA,James Smith,"Beaufort, South Carolina",811,0
345,James,Smith,,Effingham County,GA,James Smith,"Beaufort, South Carolina",812,0
346,James,Smith,,Effingham County,GA,Jas Smith,"Beaufort, South Carolina",813,0
347,James,Smith,,Effingham County,GA,Jno Smith | Jas Smith,"Beaufort, South Carolina",814,0
367,William,Ives,,Columbia County,GA,William Ives,"Craven, North Carolina",846,0
368,William,Ives,,Columbia County,GA,William Ives,"Craven, North Carolina",847,0
369,William,Ives,,Columbia County,GA,Wm Evis| Wm Eves | Wm Eaves | William Eaves | William Sherrer Eaves | Wm Eves,"Rutherford, North Carolina",848,0
376,Thomas,Bond,,St Marys County,MD,Thomas Bond,"Anne Arundel, Maryland",864,1
377,Thomas,Bond,,St Marys County,MD,Thomas Bond,"Charles, Maryland",865,1
384,George,Yoast,,Frederick County,MD,George Yost | George Gort,"Washington, Maryland",881,0
420,Edward,Harris,,Queen Annes County,MD,Edward Harriss,"Montgomery, Maryland",926,1
421,Edward,Harris,,Queen Annes County,MD,Edward Harriss,"Prince Georges, Maryland",927,1
426,Philip,Walker,,Caroline County,MD,Philip Walker,"Bedford, Pennsylvania",932,1
428,Philip,Walker,,Caroline County,MD,Phillip Walker,"Huntingdon, Pennsylvania",934,1
439,John,Weems,,Calvert County,MD,Revd John Weems,"Charles, Maryland",959,1
440,John,Weems,,Calvert County,MD,Col. Jno Weems | Col. Jno Wums,"Anne Arundel, Maryland",960,1
445,Alexander,Hamilton,,Prince Georges County,MD,Alexander Hamilton,"Charles, Maryland",986,1
455,Margaret,Fisher,,Frederick County,MD,Margt Fisher,"Montgomery, Pennsylvania",997,1
463,Philip,Key,,St Marys County,MD,Philip Key,"Anne Arundel, Maryland",1013,1
464,Philip,Key,,St Marys County,MD,Philip Key | Philip Keyb,"Anne Arundel, Maryland",1014,1
466,Henry,Tubman,,St Marys County,MD,Henry Tubman,"Charles, Maryland",1025,1
498,Elijah,Robosson,,Allegany County,MD,Elijah Robinson,"Anne Arundel, Maryland",1099,0
499,Elijah,Robosson,,Allegany County,MD,Elijah Robinson,"Queen Annes, Maryland",1100,0
500,James,Mcgan,,Harford County,MD,James McCan,"Mifflin, Pennsylvania",1101,0
524,Edwrad,Harris,,Queen Annes County,MD,Edward Harriss,"Montgomery, Maryland",926,0
525,Edwrad,Harris,,Queen Annes County,MD,Edward Harriss,"Prince Georges, Maryland",927,0
990,David,Thomas,,Loudoun County,VA,David Thomas,"Montgomery, Maryland",1954,0
991,David,Thomas,,Loudoun County,VA,David Thomas,"Washington, Maryland",1955,0
1001,Samuel,Downey,,Franklin County,PA,Saml Downey,"Harford, Maryland",1973,0
1002,Samuel,Downey,,Franklin County,PA,Samuel Denney,"Caroline, Maryland",1974,0
1075,Jacob,Weitzell,,Lancaster County,PA,Jacob Whitzel,"Huntingdon, Pennsylvania",2105m9
1077,Jacob,Weitzell,,Lancaster County,PA,Jacob Whitsil | Jacob Whittit | Jacob Wetzel,"Lincoln, North Carolina",2107,0
1084,William,Martin,,Allegheny County,PA,William Martin,"Washington, Pennsylvania",2135,1
1085,William,Martin,,Allegheny County,PA,William Masters | William Martin,"Washington, Pennsylvania",2136,1
1134,andrew,Mcfarlane,,Westmoreland County,PA,Andw McFarlane,"Washington, Pennsylvania",2216,1
1213,Samuel,Beatt,,James City County,VA,Samuel Batey| Samuel Beaty,"Mecklenburg, North Carolina",2344,0
1217,William,Wikoff,,Monmouth County,NJ,William Wickoffe| William Wyckoff | William Wyckoff,"Northumberland, Pennsylvania",2355,0
1218,William,Wikoff,,Monmouth County,NJ,William Wycoffe| William Wyckoff,"Northumberland, Pennsylvania",2356,0
1219,William,Wikoff,,Monmouth County,NJ,Wm & Nicholas Wycoffe | Wm Wycoffe | Wm Wyckoff,"Northumberland, Pennsylvania",2357,0
1233,John,Gale,,Somerset County,MD,John (of B.) Gale | John Gale,"Kent, Maryland",1063,0
1234,John,Gale,,Somerset County,MD,"John, of S Gale | John Gale","Kent, Maryland",1064,0
1235,John,Gale,,Somerset County,MD,Joanna Gates | Joanna Giles,"Charles, Maryland",2375,0
1236,John,Gale,,Somerset County,MD,John Gull,"Washington, Maryland",2376,0
1613,Richard Bohun,Baker,,Dorchester County,SC,Richard Baker | Richard Bakir,"Gates, North Carolina",3127,0
1614,Richard Bohun,Baker,,Dorchester County,SC,Richard Baker,"Pitt, North Carolina",3128,0
1658,Robert,Smith,,Abbeville County,SC,Robert Smith,"Greenville, South Carolina",3204,0
1659,Robert,Smith,,Abbeville County,SC,Robert Smith,"Laurens, South Carolina",3205,0
55,Edmund,Wells,,,NY,Edmond Wells | Edmond Wills,"Cambridge, Albany, New York",126,1
83,Asa,Stephens,,,VT,Asa Sterns | Asa Stevens | Asa Stearns,"Weathersfield, Windsor, Vermont",177,1
170,Samuel,Gale,,,NY,Samuel A Gale,"Hillsdale, Columbia, New York",403,1
244,Jeremiah,Rogers,,,NY,Jeremiah Rodgers,"South Hampton, Suffolk, New York",593,1
245,Jeremiah,Rogers,,,NY,Jeremiah Rodgers,"South Hampton, Suffolk, New York",594,1
253,Amos,Shepard,,,NH,James Shepard,"Canterbury, Rockingham, New Hampshire",611,0
258,Thomas,Vailes,,,NY,Thomas Veal,"Beekman, Dutchess, New York",622,0
259,Thomas,Vailes,,,NY,Thomas Vail,"New York City East Ward, New York, New York",623,0
260,Thomas,Vailes,,,NY,Thos Vail,"Southold, Suffolk, New York",624,0
318,Matthew,Watson,,,RI,Mathew Watson,"Barrington, Bristol, Rhode Island",765,1
319,Matthew,Watson,,,RI,Mathew Watson Junior,"Barrington, Bristol, Rhode Island",766,1
363,Morton,Williams,,,SC,John M Williams,"St Phillips and St Michaels, Charleston, South Carolina",842,0
374,Robert Ross,Waddell,,,NY,Robert Waddle,"New Cornwall, Orange, New York",858,0
375,Robert Ross,Waddell,,,NY,Robert R Waddel,"New York City East Ward, New York, New York",859,1
477,John,Jordon,,,MD,John Jordan,"Two Delaware Hundreds, Baltimore, Maryland",1059,0
478,John,Jordon,,,MD,John Jordan,"Unknown Township, St Marys, Maryland",1060,0
563,Ann,Maccubin,,,MD,John McCubins,"Patapsco Lower Hundred, Baltimore, Maryland",1204,0
569,Bale,Randall,,,MD,Beal Randel| Beal Randall,"Patapsco Lower Hundred, Baltimore, Maryland",1210,1
609,William,Steele,,,NY,William Stiles | William Stites,"South Hempstead, Queens, New York",1278,0
610,William,Steele,,,NY,Willm Steel,"Westfield, Washington, New York",1279,1
721,William,andrews,,,CT,William Andrews,"Litchfield, Litchfield, Connecticut",1530,1
722,William,andrews,,,CT,William Andrews | William Andrew,"Watertown, Litchfield, Connecticut",1531,1
774,John,Whitman,,,PA,John Witman,"Amity, Berks, Pennsylvania",1641,1
776,John,Whitman,,,PA,Jacob Witman | John Witman,"Reading, Berks, Pennsylvania",1643,1
834,George,Haine,,,PA,George Hains,"Roxborough, Philadelphia, Pennsylvania",1743,0
841,Isaac,Craige,,,PA,Isaac Craig,"Portion Taken From Washington, Allegheny, Pennsylvania",1758,1
842,Isaac,Craige,,,PA,"William, Esq Craig | William Craig","Water Street East Side, Philadelphia, Pennsylvania",1759,0
861,Susan,Livingston,,,NY,James Livingston | James S Livingston | James S. Livingston,"Livingston, Columbia, New York",1201,0
862,Susan,Livingston,,,NY,William S Livingston,"New York City West Ward, New York, New York",1202,0
888,Jaocb,Schreiner,,,PA,Jacob (Shop Keeper) Schreiner | Jacob Schreiner,"Water Street East Side, Philadelphia, Pennsylvania",1537,1
889,Jaocb,Schreiner,,,PA,Jacob Schreiner Junior,"Water Street East Side, Philadelphia, Pennsylvania",1538,1
897,George,Budd,,,PA,George Butz,"Water Street East Side, Philadelphia, Pennsylvania",1823,0
898,George,Budd,,,PA,George Butt,"Manchester, York, Pennsylvania",1824,0
920,Jonathan,Gront,,,PA,Jonathan Grant,"Portion Taken From Washington, Allegheny, Pennsylvania",1863,1
957,John,Leamy,,,PA,John Leamey,"Water Street East Side, Philadelphia, Pennsylvania",1911,1
958,John,Leamy,,,PA,John (Mert) Leamey | John Leamey,"Water Street East Side, Philadelphia, Pennsylvania",1912,1
961,William,Sherer,,,PA,William Shearer,"New London, Chester, Pennsylvania",1917,1
983,Samuel,Rankin,,,PA,Samuel (Negroe) Rankin | Samuel Ranken,"Philadelphia City, Philadelphia, Pennsylvania",1945,1
1038,William,Mcilvaine,,,PA,Wm McElven,"Water Street East Side, Philadelphia, Pennsylvania",2032,1
1057,Catharine,Coleman,,,PA,Kitty Coleman,"Water Street East Side, Philadelphia, Pennsylvania",2082,0
1061,William,Coleman,,,PA,Willm Coleman,"Reading, Berks, Pennsylvania",2086,1
1062,William,Coleman,,,PA,Wm (Taylor) Coleman | Wm Coleman,"Water Street East Side, Philadelphia, Pennsylvania",2087,1
1069,Walter,Stewart,,,PA,Walter (Mariner) Stewart | Watter Stewart,"Water Street East Side, Philadelphia, Pennsylvania",1879,1
1070,Walter,Stewart,,,PA,Walter (Mercht; R. M. Dwelling) Stewart | Matter Stewart,"Water Street East Side, Philadelphia, Pennsylvania",1880,1
1100,Joesph,Stiles,,,PA,Joseph Steel | Joseph Stell,"Hopewell, Newton, Tyborn, and Westpensboro, Cumberland, Pennsylvania",2168,0
1102,Joseph,Stiles,,,PA,Joseph Steel | Joseph Stell,"Hopewell, Newton, Tyborn, and Westpensboro, Cumberland, Pennsylvania",2168,0
1175,Nathaniel,Irwin,,,PA,Nathanl Irwin | Nathan Irwin,"Honeybrook, Chester, Pennsylvania",2278,1
1258,William,French,,,PA,Wm French,"Portion Taken From Washington, Allegheny, Pennsylvania",2415,1
1259,William,French,,,PA,Wm French,"Portion Taken From Washington, Allegheny, Pennsylvania",2416,1
1260,William,French,,,PA,Wm French,"Hopewell, Newton, Tyborn, and Westpensboro, Cumberland, Pennsylvania",2417,1
1549,MOses,Brown,,,RI,Moses Brown,"Providence, Providence, Rhode Island",2645,1
1550,MOses,Brown,,,RI,Moses Brown,"Little Compton, Kent, Rhode Island",2989,1
1573,George,Lewis,,,NY,George Michael Lewis,"Canajoxharrie, Montgomery, New York",3032,1
56,Edmund,Wells,,,NY,Edmund Wells,"Roxbury, Suffolk, Massachusetts",127,0
57,Edmund,Wells,,,NY,Edmond Ttt Wells | Edmond Wills,"Coventry, Chester, Pennsylvania",128,0
254,Amos,Shepard,,,NH,James Shepard,"Ball Town, Lincoln, Maine",612,0
255,Amos,Shepard,,,NH,James Shepard,"Boston, Suffolk, Massachusetts",613,0
290,Phineas,Miller,,,GA,Phinehas Miller,"Hubbardston, Worcester, Massachusetts",699,0
292,Phineas,Miller,,,GA,John P Miller,"New York City Montgomery Ward, New York, New York",701,0
348,Archibald,Hervey,,,SC,Archibald Hervey,"Barnet, Orange, Vermont",822,0
366,Morton,Williams,,,SC,Reverend Revd Mr Williams | Reverend M Williams,"Weymouth, Suffolk, Massachusetts",845,0
506,Jacob,Cox,,,VA,Jacob Cox,"Patapsco Lower Hundred, Baltimore, Maryland",1111,0
558,Moses,Darling,,,MD,Moses Darling,"Hopkinton, Hillsborough, New Hampshire",1198,0
559,Moses,Darling,,,MD,Moses Darling,"Canajoxharrie, Montgomery, New York",1199,0
560,Susanna,Livingstone,,,MD,James Livingston | James S Livingston | James S. Livingston,"Livingston, Columbia, New York",1201,0
561,Susanna,Livingstone,,,MD,William S Livingston,"New York City West Ward, New York, New York",1202,0
564,Ann,Maccubin,,,MD,Jerimiah McKillen | Jenniah McPhellin | Jerimiah McKibbin,"Hopewell, Newton, Tyborn, and Westpensboro, Cumberland, Pennsylvania",1205,0
756,David,Lownes,,,PA,David Lown,"Rhinebeck, Dutchess, New York",1608,0
757,David,Lownes,,,PA,David Lown Junior| David Lown Jun (Jr),"Rhinebeck, Dutchess, New York",1609,0
767,Nathaniel G,Phillips,,,PA,Nathan Phillips | Natha H Phillips,"Brook Haven, Suffolk, New York",1631,0
783,George,Washington,,,VA,George Washing| Washington,"St Phillips and St Michaels, Charleston, South Carolina",1654,0
784,George,Washington,,,VA,George Washington,"Worthington, Hampshire, Massachusetts",1655,0
786,Ebenezar,Denny,,,PA,Ebenezer Doane | Ebenezer Deane,"Butterfield Plantation, Cumberland, Maine",1659,0
788,Ebenezer,Denny,,,PA,Ebenezer Doane | Ebenezer Deane,"Butterfield Plantation, Cumberland, Maine",1659,0
800,Lieu John,Pratt,,,PA,John Pratt,"South Hempstead, Queens, New York",1689,0
825,Hannah,Buck,,,PA,Hannah Buck,"Haverhill, Essex, Massachusetts",1734,0
826,Hannah,Buck,,,PA,Heny Works | Honre Booke,"Willington, Tolland, Connecticut",1735,0
827,Hannah,Buck,,,PA,Hannah Peck | Hannah Beck,"Woodbridge, New Haven, Connecticut",1736,0
837,Samuel,Robbins,,,PA,Samuel Robbins,"Frederickstown, Dutchess, New York",1751,0
838,Samuel,Robbins,,,PA,Samuel Robbins,"North Castle, Westchester, New York",1752,0
843,Hannah,Deane,,,PA,Hannah Dean,"Taunton, Bristol, Massachusetts",1760,0
844,Hannah,Deane,,,PA,Hannah Doane,"Barnstable, Barnstable, Massachusetts",1761,0
869,John,Backus,,,PA,John Backus | John Backner,"Balls Town, Albany, New York",1792,0
870,John,Backus,,,PA,John Backus | John Backers,"Half Moon, Albany, New York",1793,0
871,John,Backus,,,PA,John Bachus | John Backus,"Rensselaerwick, Albany, New York",1794,0
872,John,Backus,,,PA,John Bachus | John Backus,"Granville, Washington, New York",1795,0
899,Daniel,Ludlow,,,PA,Daniel Ludlow | Daniel Ludlam,"Kinderhook, Columbia, New York",1825,0
900,Daniel,Ludlow,,,PA,Daniel Ludlow,"Brooklyn, Kings, New York",1826,0
901,Daniel,Ludlow,,,PA,Daniel Ludlow,"New York City East Ward, New York, New York",1827,0
905,Peter B,Dumont,,,PA,Peter Dumont,"Canajoxharrie, Montgomery, New York",1833,0
906,Peter B,Dumont,,,PA,Petrus Du Mond | Petrus Dumond,"Kingston, Ulster, New York",1834,0
907,Peter B,Dumont,,,PA,John B Dumond | John B Damond,"Catskill, Albany, New York",1835,0
914,William,Bond,,,PA,Willm Bond,"Kinderhook, Columbia, New York",1847,0
915,William,Bond,,,PA,Willm Bond,"Queensbury, Washington, New York",1848,0
916,Sarah,Hand,,,PA,Sarah Hunt,"Hollis, Hillsborough, New Hampshire",1854,0
917,Sarah,Hand,,,PA,Sarah Hunt,"Salem, Essex, Massachusetts",1855,0
922,Jonathan,Grout,,,PA,Jonathan Grout,"Westborough, Worcester, Massachusetts",1865,0
923,Jonathan,Grout,,,PA,Jonathan Grout,"Worcester, Worcester, Massachusetts",1866,0
924,Jonathan,Grout,,,PA,Jonathan Grout,"Petersham, Worcester, Massachusetts",1867,0
959,Samuel,Strawbridge,,,PA,Samuel Trowbridge | Samuel Strowbridge,"Newtown, Fairfield, Connecticut",1915,0
960,Samuel,Strawbridge,,,PA,Saml Strobridge,"Stoughton, Suffolk, Massachusetts",1916,0
962,William,Sherer,,,PA,Willm Shearer | Willm Sheaver,"Hebron, Washington, New York",1918,0
965,Jeffrey,Clark,,,PA,Calvin Clarke | Ephria Clarke,"Fitzwilliam, Cheshire, New Hampshire",1921,0
1007,William,Applegate,,,NJ,William Applegate,"Northern Liberties, Philadelphia, Pennsylvania",1986,0
1008,William,Applegate,,,NJ,Willm Applegate,"Elizabeth, Allegheny, Pennsylvania",1987,0
1020,John,Merns,,,NJ,John Mains | John Marns | John Marin,"Argyle, Washington, New York",2003,0
1021,John,Merns,,,NJ,John Kerns | John Marns,"Hopewell, Newton, Tyborn, and Westpensboro, Cumberland, Pennsylvania",2004,0
1053,Nathaniel,Holmes,,,PA,Nathaniel Holmes Junior,"North Castle, Westchester, New York",2072,0
1054,Nathaniel,Holmes,,,PA,Nathaniel Holmes Senior,"North Castle, Westchester, New York",2073,0
1055,Nathaniel,Holmes,,,PA,Nathl Holmes | Nathe Palmer,"Livingston, Columbia, New York",2074,0
1187,John D,Alvey,,,NJ,John Alvey,"Unknown Township, St Marys, Maryland",2296,0
1188,John D,Alvey,,,NJ,John B Alvey,"Unknown Township, St Marys, Maryland",2297,0
1290,George,Idol,,,NC,George Cadle| George Eadle,"Palatine, Montgomery, New York",2475,0
1291,George,Idol,,,NC,Geo Edel,"Alsace, Berks, Pennsylvania",2476,0
1310,William,Speneer,,,NJ,Wm Spencer | Wm Spener,"Berwick, York, Maine",2505,0
1311,William,Speneer,,,NJ,Wm Spencer | Wm Spener,"Berwick, York, Maine",2506,0
1370,Mary,Low,,,RI,Marry Low,"Rochester, Strafford, New Hampshire",2627,0
1473,Jn,Demount,,,RI,Ann Dumont,"New York City North Ward, New York, New York",2855,0
1526,William,Crooke,,,RI,William Crooks,"Blandford, Hampshire, Massachusetts",2961,0
1527,William,Crooke,,,RI,Wm Starbuck | Wm Crook,"Sherburn, Nantucket, Massachusetts",2962,0
1537,Ezekiel,Carpenter,,,RI,Ezekiel Carpenter,"Woodstock, Windham, Connecticut",2979,0
1538,Ezekiel,Carpenter,,,RI,Ezekiel Carpenter,"Attleborough, Bristol, Massachusetts",2980,0
1539,Mess,Brown,,,RI,Miss Miss Brown,"Boston, Suffolk, Massachusetts",2987,0
1540,Mess,Brown,,,RI,Mos Browna,"Duxborough, Plymouth, Massachusetts",2988,0
1551,William,Larned,,,RI,William Larned| Maj. William Larned,"Dudley, Worcester, Massachusetts",2999,0
1552,William,Larned,,,RI,Willm Larned,"New Salem, Hampshire, Massachusetts",3000,0
1554,William,Wheater,,,RI,William Waters,"Hartford, Hartford, Connecticut",3002,0
1555,William,Wheater,,,RI,William Wheeler | William Wheeter,"Worthington, Hampshire, Massachusetts",3003,0
1556,William,Wheater,,,RI,Willm Waters,"Roxbury, Suffolk, Massachusetts",3004,0
1557,William,Littlefield,,,RI,Willm Littlefield | Willn Littlefield,"Wells, York, Maine",3007,0
1572,Mehitable,Davis,,,RI,John R Davis | John M Davis,"Rochester, Ulster, New York",3031,0
1585,Catharine,Alexander,,,SC,Catharine Alexander,"Salem, Washington, New York",3067,0
1586,Catharine,Alexander,,,SC,Catharine Alexander,"Water Street East Side, Philadelphia, Pennsylvania",3068,0
1600,Francis,Ingraham,,,SC,Francis Ingraham | Francis Ingram,"Water Street East Side, Philadelphia, Pennsylvania",1619,0
1602,Francis,Ingraham,,,SC,Frans Ingraham,"Boston, Suffolk, Massachusetts",3102,0
1654,Samuel,Stirk,,,SC,Saml Stark | Saml Stack,"Derryfield, Hillsborough, New Hampshire",3200,0
422,Edward,Kain,,Harford County,MD,Edward Kean,"Chanceford, York, Pennsylvania",928,0
423,Edward,Kain,,Harford County,MD,Edward Kean,"Fawn, York, Pennsylvania",929,0
424,Edward,Kain,,Harford County,MD,Edward Kean,"Fawn, York, Pennsylvania",930,0
425,Edward,Kain,,Harford County,MD,Edward Kean | Edward Bean,"Fawn, York, Pennsylvania",931,0
427,Philip,Walker,,Caroline County,MD,Philip Walter | Philip Walker,"Upper Milford, Northampton, Pennsylvania",933,0
437,William,Sinclair,,Calvert County,MD,William Sinklar Senior| William Sinklair/Sinclair/ St. Clair,"Misc Run Hundred, Baltimore, Maryland",951,0
438,William,Sinclair,,Calvert County,MD,William Sinklar Junior,"Misc Run Hundred, Baltimore, Maryland",952,0
456,Margaret,Fisher,,Frederick County,MD,"Thos, Saml, & M. (Mert) Fisher | Thos Smal Fish","Water Street East Side, Philadelphia, Pennsylvania",998,0
457,Margaret,Fisher,,Frederick County,MD,M Fisher,"Water Street East Side, Philadelphia, Pennsylvania",999,0
485,Richard,Bryant,,Prince Georges County,MD,Richard Bryant,"Waterford Plantation, Cumberland, Maine",1076,0
486,Richard,Bryant,,Prince Georges County,MD,Richard Bryant | Richard Brown,"Waterford, York, Maine",1077,0
487,Richard,Bryant,,Prince Georges County,MD,Richard Bryant | Richards Bryant,"Merideth, Strafford, New Hampshire",1078,0
501,James,Mcgan,,Harford County,MD,James McCain | James McCarn | McCan | James McCann | James McCaw | James McCaw,"South Huntington, Westmoreland, Pennsylvania",1102,0
509,William,Patterson,,Anne Arundel County,MD,William Patterson,"Baltimore Town, Baltimore, Maryland",1114,0
510,William,Patterson,,Anne Arundel County,MD,William Patterson,"Two Delaware Hundreds, Baltimore, Maryland",1115,0
526,John,Snowden,,Prince Georges County,MD,John (Labourer) Snowden,"Water Street East Side, Philadelphia, Pennsylvania",1134,0,0
527,John,Snowden,,Prince Georges County,MD,John Snowden,"Water Street East Side, Philadelphia, Pennsylvania",1135
528,John,Snowden,,Prince Georges County,MD,Jedediah (Joiner) Snowden | Jedediah Snowden,"Water Street East Side, Philadelphia, Pennsylvania",1136,0
597,John,Campbell,,New Castle County,DE,John Campbell,"Chester, Delaware, Pennsylvania",1263,0
598,John,Campbell,,New Castle County,DE,John Campbell,"Back Creek, Cecil, Maryland",1264,0
599,John,Campbell,,New Castle County,DE,John Campbell,"South Millford, Cecil, Maryland",1265,0
600,John,Campbell,,New Castle County,DE,John Campbell,"West Caln, Chester, Pennsylvania",1266,0
946,Geoerge,White,,New Castle County,DE,George White,"Radnor, Delaware, Pennsylvania",1897,0
947,Geoerge,White,,New Castle County,DE,George White,"New Garden, Chester, Pennsylvania",1898,0
948,George,White,,New Castle County,DE,George White,"Radnor, Delaware, Pennsylvania",1897,0
949,George,White,,New Castle County,DE,George White,"New Garden, Chester, Pennsylvania",1898,0
1076,Jacob,Weitzell,,Lancaster County,PA,Jacob Wetzell,"Montgomery, Ulster, New York",2106,0
1133,andrew,Mcfarlane,,Westmoreland County,PA,| Andrew McFarlin | Andrew McFarlin,"Portion Taken From Washington, Allegheny, Pennsylvania",2215,1
1167,Jacob,Kenner,,Northampton County,PA,Jacob Krener | Jacob Keener,"Northern Liberties, Philadelphia, Pennsylvania",2270,0
1168,Jacob,Kenner,,Northampton County,PA,Jacob (Wheelright) Kinner | Jacob Kinner | Jacob (Wheelright) Kinnard,"Philadelphia City, Philadelphia, Pennsylvania",2271,0
1212,Samuel,Beatt,,James City County,VA,Samuel Beaty,"North Susquehannah, Cecil, Maryland",2343,0
1296,Abraham,Mosser,,York County,PA,Abraham Messer | Abraham Massen,"Earl, Lancaster, Pennsylvania",2486,0
1297,Jacob,Keiser,,York County,PA,Jacob Kyser | Jacob Kyver,"Hopewell, Newton, Tyborn, and Westpensboro, Cumberland, Pennsylvania",2495,9
1298,Jacob,Keiser,,York County,PA,Jacob Kysor | Jacob Kyver,"Hopewell, Newton, Tyborn, and Westpensboro, Cumberland, Pennsylvania",2496,0
1299,Jacob,Keiser,,York County,PA,Jacob Cossouer| Jacob Coursey | Jacob Kiser,"Patapsco Lower Hundred, Baltimore, Maryland",2497,0
64,Josiah,Allyn,Windsor,Hartford County,CT,Josiah Allyn | Joseph Allan,"Litchfield, Litchfield, Connecticut",136,1
110,Benjamin,Webster,Hartford,Hartford County,CT,Benjamin Webster,"Litchfield, Litchfield, Connecticut",259,1
111,Benjamin,Webster,Hartford,Hartford County,CT,Benjamin Webster,"Middletown, Middlesex, Connecticut",260,1
139,Solomon,Williams,Hampton,Windham County,CT,Solomon Williams,"New London, Connecticut",302,1
