,First Name,Last Name,Search Town,Search County,Search State,Name,"Home in 1790 (City, County, State)",index_new,valid
140,Solomon,Williams,Hampton,Windham County,CT,Solomon Williams,"New London, Connecticut",303,1
143,Elijah,Boardman,New Milford,Litchfield County,CT,Elijah Boardman,"Wethersfield, Hartford, Connecticut",323,1
160,David,Davis,Mansfield Center,Tolland County,CT,David Davis,"Plainfield, Windham, Connecticut",382,1
161,David,Davis,Mansfield Center,Tolland County,CT,David Davis | David Dagis,"Paxton, Worcester, Massachusetts",383,1
162,James,Rogers,Charlestown,Sullivan County,NH,James Rogers | John Reed,"Acworth, Cheshire, New Hampshire",387,1
163,James,Rogers,Charlestown,Sullivan County,NH,James Rogers,"Lempster, Cheshire, New Hampshire",388,1
164,James,Rogers,Charlestown,Sullivan County,NH,James Rogers,"Lempster, Cheshire, New Hampshire",389,1
165,James,Rogers,Charlestown,Sullivan County,NH,James Rogers,"Bartlett, Grafton, New Hampshire",390,1
171,Jeremiah,Willcox,Hartford,Hartford County,CT,Jeremiah Willcox,"Middletown, Middlesex, Connecticut",404,1
176,John,Salter,Mansfield Center,Tolland County,CT,John Salter,"Mansfield, Windham, Connecticut",413,1
177,John,Salter,Mansfield Center,Tolland County,CT,John Salter,"Charlton, Worcester, Massachusetts",414,1
180,Simeon,Baldwin,Farmington,Hartford County,CT,Simion Baldwin | Simeon Baldwin | Simeon Baldwin,"New Haven, New Haven, Connecticut",428,1
181,Simeon,Baldwin,Farmington,Hartford County,CT,Simeon Baldwin | Simion Baldwin,"New Milford, Litchfield, Connecticut",432,1
202,Joel,Blakeley,North Haven,New Haven County,CT,Joel Blakeley | Joel Blakely,"Watertown, Litchfield, Connecticut",480,1
265,Jacob,Hovey,Mansfield Center,Tolland County,CT,Jacob Hovey,"Mansfield, Windham, Connecticut",642,1
266,Jacob,Hovey,Mansfield Center,Tolland County,CT,Jacob Hovey,"Windham, Windham, Connecticut",643,1
269,John,Rathbun,Stonington,New London County,CT,| John Kathbun | John Rathbun,"Exeter, Washington, Rhode Island",650,0
270,John,Rathbun,Stonington,New London County,CT,John Rathbun Junior | John Kathbun Junior,"Exeter, Washington, Rhode Island",651,0
271,John,Rathbun,Stonington,New London County,CT,John Rathbun,"North Kingston, Washington, Rhode Island",652,0
306,Jonathan,Woodward,Granby,Hampshire County,MA,Jonathan Woodward,"Spencer, Worcester, Massachusetts",739,1
308,Jonathan,Russell,Thompson,Windham County,CT,Jonathan Russell,"Branford, New Haven, Connecticut",742,1
309,Jonathan,Russell,Thompson,Windham County,CT,Jonathan Russell,"Wethersfield, Hartford, Connecticut",743,1
324,Simon,Willard,Roxbury,Litchfield County,CT,Simon Willard,"Wethersfield, Hartford, Connecticut",769,1
325,Simon,Willard,Roxbury,Litchfield County,CT,Simon Willard,"Egremont, Berkshire, Massachusetts",770,1
359,John,Casper,Portsmouth,Norfolk County,VA,John Casper,"Rowan, North Carolina",836,0
360,John,Casper,Portsmouth,Norfolk County,VA,John Cooper | John Casper,"Pitts Town, Albany, New York",837,0
361,John,Casper,Portsmouth,Norfolk County,VA,John Cooper | John Casper,"Salem, Washington, New York",838,0
362,John,Casper,Portsmouth,Norfolk County,VA,John Cooper | John Casper,"Mifflin, Pennsylvania",839,0
404,Robert,Peter,Georgetown,Cecil County,MD,Robert Peter,"Montgomery, Maryland",900,1
405,Robert,Peter,Georgetown,Cecil County,MD,Robert Peters,"Prince Georges, Maryland",901,1
407,Robert,Peters,Georgetown,Cecil County,MD,Robert Peters,"Prince Georges, Maryland",901,1
413,William,Deakins,Georgetown,Cecil County,MD,William Leakins | William Deakins,"Frederick, Maryland",915,1
414,William,Deakins,Georgetown,Cecil County,MD,William Deakins,"Montgomery, Maryland",916,1
415,William,Deakins,Georgetown,Cecil County,MD,William Deakins | William Denkins,"Prince Georges, Maryland",917,1
443,John,Steward,Bladensburg,Prince Georges County,MD,John Steward| John Stewart,"Washington, Maryland",983,1
444,John,Steward,Bladensburg,Prince Georges County,MD,Captain Capt John Stewart | Captain John Steward,"Anne Arundel, Maryland",984,1
458,John,Laird,Georgetown,Cecil County,MD,John Laird,"Chanceford, York, Pennsylvania",1007,0
459,John,Laird,Georgetown,Cecil County,MD,John Laird,"Fawn, York, Pennsylvania",1008,0
468,William,Campbell,Annapolis,Anne Arundel County,MD,William Campbell,"West Sassafras Hundred, Cecil, Maryland",1028,1
594,Robert,Means,Richmond,Chesterfield County,VA,Robert Uans | Robert Mans | Robert Means,"Mecklenburg, North Carolina",1256,0
595,Robert,Means,Richmond,Chesterfield County,VA,Robert Means,"Rockingham, North Carolina",1257,0
619,John,Casey,Hillsborough,Orange County,NC,John Casey,"Carteret, North Carolina",1300,1
620,John,Casey,Hillsborough,Orange County,NC,John Casey,"Pasquotank, North Carolina",1301,1
632,Jacob,Brown,Newbury,Hillsborough County,NH,Jacob Brown,"Northampton, Rockingham, New Hampshire",1350,1
633,Jacob,Brown,Newbury,Hillsborough County,NH,Jacob Brown,"New Hampton, Strafford, New Hampshire",1351,1
634,Jacob,Brown,Newbury,Hillsborough County,NH,Jacob Brown,"Ossipee, Strafford, New Hampshire",1352,1
635,Jacob,Brown,Newbury,Hillsborough County,NH,David Brown | Jacob Brown,"Westmoreland, Cheshire, New Hampshire",1353,1
680,George,Dodge,Salem,Rockingham County,NH,George Dodge,"Tamworth, Strafford, New Hampshire",1449,1
682,George,Dodge,Salem,Rockingham County,NH,George Dodge,"Ipswich, Essex, Massachusetts",1451,0
683,James,Duncan,Haverhill,Essex County,MA,James Duncan,"Antrim, Hillsborough, New Hampshire",1454,0
684,James,Duncan,Haverhill,Essex County,MA,James Duncan | James Damson,"Hancock, Hillsborough, New Hampshire",1455,0
727,Robert,Buchanan,Philadelphia,Philadelphia County,PA,Robert Buchanan,"Mifflin, Pennsylvania",1540,1
744,John,Jones,Montgomery,Lycoming County,PA,John Jones,"Northumberland, Pennsylvania",1584,1
745,John,Jones,Montgomery,Lycoming County,PA,John Jones,"Northumberland, Pennsylvania",1585,1
746,John,Jones,Montgomery,Lycoming County,PA,John Jones,"Northumberland, Pennsylvania",1586,1
816,John,Harner,Philadelphia,Philadelphia County,PA,John Harner,"Manor of Moreland, Montgomery, Pennsylvania",1711,1
873,John,Travis,Philadelphia,Philadelphia County,PA,John Travis,"Willistown, Chester, Pennsylvania",1801,1
874,John,Travis,Philadelphia,Philadelphia County,PA,John Travis,"Tyrone, Fayette, Pennsylvania",1802,1
875,John,Travis,Philadelphia,Philadelphia County,PA,John Travis,"Cosikton District, Northampton, Pennsylvania",1803,1
953,Samuel,Blair,New Germantown,Perry County,PA,Samuel Blair,"Northumberland, Pennsylvania",1906,1
954,Samuel,Blair,New Germantown,Perry County,PA,Samuel Blair,"Northumberland, Pennsylvania",1907,1
976,James,Riddle,York Township,York County,PA,James Riddles,"Mifflin, Pennsylvania",1935,1
1120,Samuel,Rogers,Philadelphia,Philadelphia County,PA,Samuel Rogers,"Washington, Pennsylvania",2188,1
1137,Robert,Patton,Dauphin,Dauphin County,PA,"Robert, Esqr (Post Master) Patton | Robert Patton","Water Street East Side, Philadelphia, Pennsylvania",1896,1
1138,Robert,Patton,Dauphin,Dauphin County,PA,Robert Patton,"Uwchland, Chester, Pennsylvania",2221,1
1139,Robert,Patton,Dauphin,Dauphin County,PA,Robert Patton,"Huntingdon, Pennsylvania",2222,1
1157,Peter,Browne,New Kensington,Westmoreland County,PA,Peter Browne,"Northern Liberties, Philadelphia, Pennsylvania",2261,1
1165,Joseph,Boggs,Philadelphia,Philadelphia County,PA,Joseph Boggs,"Tredifferin, Chester, Pennsylvania",1532,1
1177,James,Syle,Philadelphia,Philadelphia County,PA,James Pyle | James Syle,"Birmingham, Chester, Pennsylvania",2281,1
1245,Samuel,Fulton,Philadelphia,Philadelphia County,PA,Samuel Fulton,"Washington, Fayette, Pennsylvania",2391,1
1317,Gideon,Freeborn,East Greenwich,Kent County,RI,Gideon Freeborn | Gedeon Freeborn,"Exeter, Washington, Rhode Island",2515,1
1318,Gideon,Freeborn,East Greenwich,Kent County,RI,Gideon Freeborne | Gideon Freeborn,"Exeter, Washington, Rhode Island",2516,1
1327,Ebenezer,Waters,Littleton,Middlesex County,MA,Ebenezer Waters,"Sutton, Worcester, Massachusetts",2534,1
1328,Ebenezer,Waters,Littleton,Middlesex County,MA,Ebenezer Waters | Ebenzer Waters,"Sutton, Worcester, Massachusetts",2535,1
1329,Ebenezer,Waters,Littleton,Middlesex County,MA,Ebenezer Waters,"Boston, Suffolk, Massachusetts",2536,1
1334,Joel,Chapin,Ludlow,Hampden County,MA,Lieutenant Lieut Joel Chapin | Lieutenant Joel Chapin,"Bernardston, Hampshire, Massachusetts",2544,1
1358,Daniel,Martin,Johnston,Providence County,RI,Daniel Martin,"Rehoboth, Bristol, Massachusetts",2606,1
1359,Daniel,Martin,Johnston,Providence County,RI,Daniel Martin,"Swanzey, Bristol, Massachusetts",2607,1
1421,James,Holmes,Kingston,Washington County,RI,James Holmes,"New London, Connecticut",2738,1
1465,Benjamin,Richmond,Little Compton,Newport County,RI,Benjamin Richmond,"Taunton, Bristol, Massachusetts",2828,1
1467,Joseph,Gifford,Little Compton,Newport County,RI,Joseph Gifford,"Dartmouth, Bristol, Massachusetts",2830,1
1468,Joseph,Gifford,Little Compton,Newport County,RI,Joseph Gifford,"Westport, Bristol, Massachusetts",2831,1
1492,William,Wall,Providence,Providence County,RI,William Wall,"Plainfield, Windham, Connecticut",2896,1
1494,William,Wall,Providence,Providence County,RI,William Wilbar | William Walla,"Plainfield, Windham, Connecticut",2898,1
1503,John,Peck,Boston,Suffolk County,MA,John Peck,"Lexington, Middlesex, Massachusetts",2921,1
1504,John,Peck,Boston,Suffolk County,MA,John Peck,"Lexington, Middlesex, Massachusetts",2922,1
1516,Nathan,Fisk,North Scituate,Providence County,RI,Nathan Fisk | Mathan Fisk,"Coventry, Kent, Rhode Island",2942,1
1517,Nathan,Fisk,North Scituate,Providence County,RI,Nathan Fisk Junior | Nathan Fish Junior,"Coventry, Kent, Rhode Island",2943,1
1518,Nathan,Fisk,North Scituate,Providence County,RI,Nathan Fisk,"Brookfield, Worcester, Massachusetts",2944,1
1534,Mary,Allen,Providence,Providence County,RI,Mary Allen | Mary Allies,"Upton, Worcester, Massachusetts",2975,1
1535,Mary,Allen,Providence,Providence County,RI,Mary Allen,"Westport, Bristol, Massachusetts",2976,1
1605,John,Ward,Charleston,Charleston County,SC,John Ward,"Fairfield, South Carolina",3108,1
1606,John,Ward,Charleston,Charleston County,SC,John Dard | John Cord | John Ward,"Laurens, South Carolina",3109,1
1607,John,Ward,Charleston,Charleston County,SC,John Ward,"Pendleton, South Carolina",3110,1
1684,William,Cole,Charleston,Charleston County,SC,William Cole | Willam Cole,"St Thomas, Cheraws District, South Carolina",1231,1
1685,William,Cole,Charleston,Charleston County,SC,William Cole,"Laurens, South Carolina",1232,1
1686,William,Cole,Charleston,Charleston County,SC,William Cole,"Newberry, South Carolina",1233,1
65,Josiah,Allyn,Windsor,Hartford County,CT,Jos Allen | Jas Allen,"Ellington, Tolland, Connecticut",137,0
66,Josiah,Allyn,Windsor,Hartford County,CT,Josu Alden | Josa Alden,"Stafford, Tolland, Connecticut",138,0
67,Josiah,Allyn,Windsor,Hartford County,CT,Joshua Allen,"Tyringham, Berkshire, Massachusetts",139,0
98,Joseph,Bulkley,Wethersfield,Hartford County,CT,Joseph Blakley | Joseph Blakeledge,"Guilford, New Haven, Connecticut",226,0
99,Joseph,Bulkley,Wethersfield,Hartford County,CT,"Joseph, 2 Blakley II | Joseph Blakley II","Wallingford, New Haven, Connecticut",227,0
144,Elijah,Boardman,New Milford,Litchfield County,CT,Elihu Boardman,"Wethersfield, Hartford, Connecticut",324,0
172,Jeremiah,Willcox,Hartford,Hartford County,CT,Jeremiah Wilcox | Jeremia Wilson,"Litchfield, Litchfield, Connecticut",405,1
173,Jeremiah,Willcox,Hartford,Hartford County,CT,Jeremi Wilcox | Jerome Wilcox | Jeremiah Wilcox | Wilcox,"New London, Connecticut",406,0
197,Hezekiah,Sanford,Redding,Fairfield County,CT,"Ezekiel, 2d Sanford II | Ezekiah Sanford II","Watertown, Litchfield, Connecticut",462,1
203,Joel,Blakeley,North Haven,New Haven County,CT,Eli Blakeley,"Watertown, Litchfield, Connecticut",481,0
268,Benjamin,Gallup,Voluntown,New London County,CT,Benjn Gallop,"Plainfield, Windham, Connecticut",649,0
272,John,Rathbun,Stonington,New London County,CT,John Rathbon,"Ashford, Windham, Connecticut",653,0
285,Nathaniel,Buell,Salisbury,Hillsborough County,NH,Nathaniel Ball,"Cockermouth, Grafton, New Hampshire",686,0
286,Asa,Platt,Milford,New Haven County,CT,Jesse Platt,"Weston, Fairfield, Connecticut",692,0
287,Asa,Platt,Milford,New Haven County,CT,Jesse Platt,"Newtown, Fairfield, Connecticut",693,0
307,Jonathan,Woodward,Granby,Hampshire County,MA,Jonathan Woodard,"Pittsfield, Berkshire, Massachusetts",740,0
312,Thoamas,Llyod,Hartford,Hartford County,CT,Thomas Leet,"Guilford, New Haven, Connecticut",574,0
313,Thoamas,Llyod,Hartford,Hartford County,CT,Thomas Leeds | Thomas Ludd,"New London, Connecticut",759,0
322,Simeon,Willard,Roxbury,Litchfield County,CT,Simon Willard,"Wethersfield, Hartford, Connecticut",769,0
323,Simeon,Willard,Roxbury,Litchfield County,CT,Simon Willard,"Egremont, Berkshire, Massachusetts",770,0
352,John,Robertson,Savannah,Chatham County,GA,Jno Robertson,"Beaufort, South Carolina",827,0
353,John,Robertson,Savannah,Chatham County,GA,Jno Robertson | Jas Robertson | James Robertson,"Beaufort, South Carolina",828,0
354,John Splatt,Cripps,Charleston,Charleston County,SC,John Cribb,"Prince Fredericks, Georgetown, South Carolina",829,0
355,John Splatt,Cripps,Charleston,Charleston County,SC,John Cribb,"Prince Georges, Georgetown, South Carolina",830,0
356,John Splatt,Cripps,Charleston,Charleston County,SC,John Cribb,"Prince Georges, Georgetown, South Carolina",831,0
379,Ariana,Walter,Baltimore,Baltimore County,MD,Aaron Wilder,"Guilford, Windham, Vermont",871,0
380,Ariana,Walter,Baltimore,Baltimore County,MD,Aaron Wilder,"Townsend, Windham, Vermont",872,0
406,Robert,Peters,Georgetown,Cecil County,MD,Robert Peter,"Montgomery, Maryland",900,0
460,John,Laird,Georgetown,Cecil County,MD,John Lare | John Sare | John Sare,"Manor Township, Lancaster, Pennsylvania",1009,0
469,William,Campbell,Annapolis,Anne Arundel County,MD,Wm Campbell,"Worcester, Maryland",1029,0
470,William,Campbell,Annapolis,Anne Arundel County,MD,Wm Campbell,"Worcester, Maryland",1030,0
493,Samuel,Sterett,Baltimore,Baltimore County,MD,"Samuel, 2nd Street II | Samuel Street II","Wallingford, New Haven, Connecticut",1086,0
494,Samuel,Sterett,Baltimore,Baltimore County,MD,Samuel Street,"Wallingford, New Haven, Connecticut",1087,0
540,John H,Stone,Annapolis,Anne Arundel County,MD,John Stone,"Prince Georges, Maryland",1171,0
541,John H,Stone,Annapolis,Anne Arundel County,MD,John Stone,"Prince Georges, Maryland",1172,0
556,William,Cooke,Annapolis,Anne Arundel County,MD,William Crook | William Johl | William Cook,"Prince Georges, Maryland",1195,0
557,William,Cooke,Annapolis,Anne Arundel County,MD,Wm Cook,"Patapsco Lower Hundred, Baltimore, Maryland",1196,0
596,Robert,Means,Richmond,Chesterfield County,VA,Robert Mayne | Robert Mayner,"Hertford, North Carolina",1258,0
611,Joseph,Lindley,Richmond,Chesterfield County,VA,Joseph Linley,"Litchfield, Litchfield, Connecticut",1282,0
612,Joseph,Lindley,Richmond,Chesterfield County,VA,Joseph Tyler | Joseph Linly,"Branford, New Haven, Connecticut",1283,0
613,William,Hartshorne,Richmond,Chesterfield County,VA,William Hartshorn,"Amherst, Hillsborough, New Hampshire",1284,0
614,William,Hartshorne,Richmond,Chesterfield County,VA,Willm Hartshorn | Willm Hartshorne,"Stephen Town, Albany, New York",1285,0
621,John,Casey,Hillsborough,Orange County,NC,Jno Case | Jno Care | John Case | John Case,"Rutherford, North Carolina",1302,0
622,John,Casey,Hillsborough,Orange County,NC,Tho' Case | Jno Cara | Thomas Case,"Rutherford, North Carolina",1303,0
638,Joshua,Fisher,Beverly,Essex County,MA,Josiah Fisher,"Dedham, Suffolk, Massachusetts",1366,0
639,Joshua,Fisher,Beverly,Essex County,MA,Josh Fisher,"Franklin, Suffolk, Massachusetts",1367,0
656,Joshua,Thompson,Concord,Grafton County,NH,Josiah Thompson,"Medford, Middlesex, Massachusetts",1398,0
657,Joshua,Thompson,Concord,Grafton County,NH,Ich Thompson | Jeh Thompson,"Wrentham, Suffolk, Massachusetts",1399,0
666,Samuel,Blodgett,Boston,Suffolk County,MA,Dr Saml Blodgett | Saml Blodgett,"Cambridge, Middlesex, Massachusetts",1413,0
667,Samuel,Blodgett,Boston,Suffolk County,MA,Saml Blodget,"Haverhill, Essex, Massachusetts",1414,0
676,Anna,Sims,Portsmouth,Rockingham County,NH,John Symmes,"Lynn, Essex, Massachusetts",1438,0
677,Anna,Sims,Portsmouth,Rockingham County,NH,John Simms,"Medford, Middlesex, Massachusetts",1439,0
703,John,Kisel,New Germantown,Perry County,PA,John Casiell,"Montgomery, Pennsylvania",1505,0
704,John,Kisel,New Germantown,Perry County,PA,John Kissil | John Kissel | John KISSEL | John Fissel,"Earl, Lancaster, Pennsylvania",1506,0
705,John,Kisel,New Germantown,Perry County,PA,John Kessle | John Shessle | John Kissel,"Warwick, Lancaster, Pennsylvania",1507,0
723,Thomas,Dungan,New Germantown,Perry County,PA,Thomas Duncan,"Hopewell, Newton, Tyborn, and Westpensboro, Cumberland, Pennsylvania",1533,0
724,Thomas,Dungan,New Germantown,Perry County,PA,Thomas Duncan | Thomas Dunlan,"Dauphin, Pennsylvania",1534,0
728,Robert,Buchanan,Philadelphia,Philadelphia County,PA,Robert Buckhanen | Robert Buckhanon,"Pitt, Allegheny, Pennsylvania",1541,0
729,Robert,Buchanan,Philadelphia,Philadelphia County,PA,Robt Buchanon | Robt Buchaman,"Hopewell, Newton, Tyborn, and Westpensboro, Cumberland, Pennsylvania",1542,0
730,Robert,Buchanan,Philadelphia,Philadelphia County,PA,Robt Buchannon | Robt Buchannan,"Mixed Township, York, Pennsylvania",1543,0
781,George Von,Hud,Tulpehocken,Berks County,PA,| George Herts | George Hiels | George Huts,"Chestnut Hill, Northampton, Pennsylvania",1651,0
782,George Von,Hud,Tulpehocken,Berks County,PA,George Hood,"Northumberland, Pennsylvania",1652,0
817,John,Harner,Philadelphia,Philadelphia County,PA,John Horner,"Bucks, Pennsylvania",1712,0
878,Agnes Ann,Davidson,Philadelphia,Philadelphia County,PA,John Davidson,"Hopewell, Newton, Tyborn, and Westpensboro, Cumberland, Pennsylvania",1807,0
879,Agnes Ann,Davidson,Philadelphia,Philadelphia County,PA,John Davidson,"Luzerne, Pennsylvania",1808,0
977,James,Riddle,York Township,York County,PA,"Jas, Esqr Riddle | Jas Biddle | Jas, Esqr Biddle","Franklin, Pennsylvania",1936,0
978,Jennet,Grier,York Township,York County,PA,D A Gregor | J A Greyer,"St Johns, Charleston, South Carolina",1937,0
979,Jennet,Grier,York Township,York County,PA,J A Greyer,"St Johns, Charleston, South Carolina",1938,0
986,Margaret,Robinson,Philadelphia,Philadelphia County,PA,Margaret Robison,"Mixed Township, York, Pennsylvania",1950,0
987,Margaret,Robinson,Philadelphia,Philadelphia County,PA,Margret Robinson| Martha Robinson,"Unity, Westmoreland, Pennsylvania",1951,0
1005,Hugh,Alexander,Pittsburgh,Allegheny County,PA,Adam (Ho. Carpr) Alexander | Adam Alexander,"Philadelphia City, Philadelphia, Pennsylvania",1984,0
1006,Hugh,Alexander,Pittsburgh,Allegheny County,PA,Hughey Alixander,"Bedford, Pennsylvania",1985,0
1009,Abarham,Pyott,Pittsburgh,Allegheny County,PA,Abraham Pratt | Abraham Piatt,"Goshen, Chester, Pennsylvania",1989,0
1010,Abarham,Pyott,Pittsburgh,Allegheny County,PA,"Abraham, Esqr Piatt Esquire | Abraham Ratt Esquire","Northumberland, Pennsylvania",1990,0
1011,Abraham,Pyott,Pittsburgh,Allegheny County,PA,Abraham Pratt | Abraham Piatt,"Goshen, Chester, Pennsylvania",1989,0
1012,Abraham,Pyott,Pittsburgh,Allegheny County,PA,"Abraham, Esqr Piatt Esquire | Abraham Ratt Esquire","Northumberland, Pennsylvania",1990,0
1035,William,Turnbull,Philadelphia,Philadelphia County,PA,Willm Turnbull,"Pittsburgh, Allegheny, Pennsylvania",2029,0
1036,William,Turnbull,Philadelphia,Philadelphia County,PA,Willm Turnbull | Willm Tumbull,"South Huntington, Westmoreland, Pennsylvania",2030,0
1047,George,Weldon,Fredericksburg,Spotsylvania County,VA,George Wilton,"New Milford, Litchfield, Connecticut",2062,0
1048,George,Weldon,Fredericksburg,Spotsylvania County,VA,George Walton | George Watton,"Hanover, Grafton, New Hampshire",2063,0
1049,George,Weldon,Fredericksburg,Spotsylvania County,VA,George Walden,"Portsmouth, Rockingham, New Hampshire",2064,0
1050,George,Weldon,Fredericksburg,Spotsylvania County,VA,George Walton,"Dorsett, Bennington, Vermont",2065,0
1108,Joseph,Stiles,Philadelphia,Philadelphia County,PA,Joseph Steel | Joseph Stell,"Hopewell, Newton, Tyborn, and Westpensboro, Cumberland, Pennsylvania",2168,0
1109,Joseph,Stiles,Philadelphia,Philadelphia County,PA,Joseph Styles | Joseph Hyles,"Northumberland, Pennsylvania",2169,0
1121,Samuel,Rogers,Philadelphia,Philadelphia County,PA,Samuel Rodgers,"Northumberland, Pennsylvania",2189,0
1122,Samuel,Rogers,Philadelphia,Philadelphia County,PA,Saml Royer | Saml Roger | Saml Roger,"Franklin, Pennsylvania",2190,0
1123,Samuel,Rogers,Philadelphia,Philadelphia County,PA,Saml Rodger,"Fawn, York, Pennsylvania",2191,0
1158,Peter,Browne,New Kensington,Westmoreland County,PA,Peter Brown,"Tulpehocken, Berks, Pennsylvania",2262,0
1159,Peter,Browne,New Kensington,Westmoreland County,PA,Peter Brown,"Tulpehocken, Berks, Pennsylvania",2263,0
1160,Peter,Browne,New Kensington,Westmoreland County,PA,Peter Brown,"Earl, Lancaster, Pennsylvania",2264,0
1166,Joseph,Boggs,Philadelphia,Philadelphia County,PA,Joseph Beggs,"Bedford, Pennsylvania",2269,0
1169,Joseph,Bogs,Philadelphia,Philadelphia County,PA,Joseph Boggs,"Tredifferin, Chester, Pennsylvania",1532,0
1170,Joseph,Bogs,Philadelphia,Philadelphia County,PA,Joseph Beggs,"Bedford, Pennsylvania",2269,0
1178,James,Syle,Philadelphia,Philadelphia County,PA,James Seal,"Washington, Pennsylvania",2282,0
1179,James,Syle,Philadelphia,Philadelphia County,PA,James Seals | Samuel Seals,"Washington, Pennsylvania",2283,0
1180,James,Syle,Philadelphia,Philadelphia County,PA,James Sell,"Mixed Township, York, Pennsylvania",2284,0
1207,William,Mccurdy,Sunbury,Northumberland County,PA,Willm McCarty | Willm McCorty | William McCarty,"Chester, Delaware, Pennsylvania",2333,0
1208,William,Mccurdy,Sunbury,Northumberland County,PA,William McCarty,"Upper Smithfield, Northampton, Pennsylvania",2334,0
1209,William,Mccurdy,Sunbury,Northumberland County,PA,Wm Cord | Wm McCord | Wm Mc Cord,"Derry, Westmoreland, Pennsylvania",2335,0
1246,Samuel,Fulton,Philadelphia,Philadelphia County,PA,Saml Fullton,"Chanceford, York, Pennsylvania",2392,0
1335,Joel,Chapin,Ludlow,Hampden County,MA,Eli Chapin | Eli Chadwick,"Worcester, Worcester, Massachusetts",2545,0
1336,Joel,Chapin,Ludlow,Hampden County,MA,Eli Chapin,"Sheffield, Berkshire, Massachusetts",2546,0
1339,andew,Brown,Newport,Newport County,RI,Andrew Brown,"Richmond, Washington, Rhode Island",2549,0
1340,andew,Brown,Newport,Newport County,RI,Andrew Brown,"Richmond, Washington, Rhode Island",2550,0
1341,andrew,Brown,Newport,Newport County,RI,Andrew Brown,"Richmond, Washington, Rhode Island",2549,0
1342,andrew,Brown,Newport,Newport County,RI,Andrew Brown,"Richmond, Washington, Rhode Island",2550,0
1381,Job,Randall,Warwick,Kent County,RI,Job Randal,"Scituate, Providence, Rhode Island",2643,0
1382,Job,Randall,Warwick,Kent County,RI,Jobe Randal,"Brooklyne, Windham, Connecticut",2644,0
1422,James,Holmes,Kingston,Washington County,RI,James Homes,"New London, Connecticut",2739,0
1433,Thomas,Browne,Falmouth,Barnstable County,MA,Thomas Brown,"Middleborough, Plymouth, Massachusetts",2765,0
1434,Thomas,Browne,Falmouth,Barnstable County,MA,Thomas Brown Junior,"Middleborough, Plymouth, Massachusetts",2766,0
1441,David L,Barnes,Providence,Providence County,RI,David Barnes,"Spencer, Worcester, Massachusetts",2776,0
1442,David L,Barnes,Providence,Providence County,RI,David Leonard Barnes | David Leonard Barnes,"Taunton, Bristol, Massachusetts",2777,1
1443,Jane,Macom,Boston,Suffolk County,MA,John Meacham,"Watertown, Middlesex, Massachusetts",2779,0
1444,Jane,Macom,Boston,Suffolk County,MA,John Mycom,"Newburyport, Essex, Massachusetts",2780,0
1445,Jane,Mecom,Boston,Suffolk County,MA,John Meacham,"Watertown, Middlesex, Massachusetts",2779,0
1446,Jane,Mecom,Boston,Suffolk County,MA,John Mycom,"Newburyport, Essex, Massachusetts",2780,0
1493,William,Wall,Providence,Providence County,RI,William Wait | William Wail,"Sutton, Worcester, Massachusetts",2897,0
1505,John,Murray,Alexandria,Grafton County,NH,John Muzzy | John Murry,"Dublin, Cheshire, New Hampshire",2925,0
1506,John,Murray,Alexandria,Grafton County,NH,John Murry,"Rochester, Strafford, New Hampshire",2926,0
1536,Mary,Allen,Providence,Providence County,RI,Mary Allin,"Dudley, Worcester, Massachusetts",2977,0
1689,Thomas,Smith,Savannah,Chatham County,GA,Thos Searson | Jno Smith,"Beaufort, South Carolina",3264,0
1690,Thomas,Smith,Savannah,Chatham County,GA,Thos Stafford | Geo Smith,"Beaufort, South Carolina",326,05
